NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
THSD7A	1	221981	
TRIM27	1	5987	
TRIM21	1	6737	
TRIM22	1	10346	
TP63	1	8626	
TRIM23	1	373	
ARL10	1	285598	
ARL11	1	115761	
C16orf72	1	29035	
C16orf71	1	146562	
C16orf70	1	80262	
ARL14	1	80117	
GIN1	1	54826	
ARL15	1	54622	
ECH1	1	1891	
C16orf78	1	123970	
TMEM170B	1	100113407	
TMEM170A	1	124491	
C16orf74	1	404550	
SLPI	1	6590	
TRIM17	1	51127	
PNLDC1	1	154197	
TRIM13	1	10206	
TRIM14	1	9830	
RIN3	1	79890	
TRIM15	1	89870	
TRIM16	1	10626	
RIN1	1	9610	
TRIM10	1	10107	
TP53	1	7157	
RIN2	1	54453	
TRIM11	1	81559	
OR9I1	1	219954	
GIPR	1	2696	
AL590627.1	1	651337	
ACTR3B	1	57180	
TTBK1	1	84630	
TTBK2	1	146057	
SYNGR1	1	9145	
ACTR3C	1	653857	
SYNGR2	1	9144	
HLTF	1	6596	
SARAF	1	51669	
B4GALNT1	1	2583	
B4GALNT3	1	283358	
PCK1	1	5105	
LYAR	1	55646	
B4GALNT2	1	124872	
B4GALNT4	1	338707	
PCK2	1	5106	
PHETA2	1	150368	
FER1L5	1	90342	
HARS1	1	3035	
FER1L4	1	80307	
SPHKAP	1	80309	
NBEAL1	1	65065	
NBEAL2	1	23218	
HARS2	1	23438	
FER1L6	1	654463	
C16orf54	1	283897	
PHETA1	1	144717	
POLA1	1	5422	
POLA2	1	23649	
EWSAT1	1	283673	
OR9G4	1	283189	
OR9G1	1	390174	
TP73	1	7161	
HERPUD2	1	64224	
COX7B	1	1349	
ECM1	1	1893	
ECM2	1	1842	
HIBADH	1	11112	
GRIK5	1	2901	
GRIK3	1	2899	
GRIK4	1	2900	
GRIK1	1	2897	
GRIK2	1	2898	
MTMR9LP	1	339483	
COX7C	1	1350	
AC005176.1	1	100129935	
HERPUD1	1	9709	
ACTR1A	1	10121	
PCM1	1	5108	
ACTR1B	1	10120	
PCLO	1	27445	
NMRK2	1	27231	
NMRK1	1	54981	
CNTRL	1	11064	
HYDIN2	1	100288805	
MCF2L2	1	23101	
OR10D4P	1	390266	
GIT1	1	28964	
COX8A	1	1351	
ATPAF2	1	91647	
COX8C	1	341947	
TOX4	1	9878	
TOX3	1	27324	
TOX2	1	84969	
SLTM	1	79811	
SLU7	1	10569	
OR10D1P	1	26541	
PCNA	1	5111	
GPALPP1	1	55425	
FITM1	1	161247	
NOXO1	1	124056	
FITM2	1	128486	
COX5B	1	1329	
COX5A	1	9377	
MIR302A	1	407028	
PCNP	1	57092	
SLX4	1	84464	
ORMDL2	1	29095	
ORMDL3	1	94103	
CYTOR	1	112597	
PCNT	1	5116	
GIT2	1	9815	
C16orf92	1	146378	
C16orf91	1	283951	
C16orf90	1	646174	
TRIM53AP	1	642569	
TMEM176B	1	28959	
TMEM176A	1	55365	
ORMDL1	1	94101	
COX6C	1	1345	
CYP8B1	1	1582	
YIF1A	1	10897	
MIR301A	1	407027	
GRIN1	1	2902	
YIF1B	1	90522	
SEC23IP	1	11196	
RIT1	1	6016	
RIT2	1	6014	
ACTR10	1	55860	
IL18R1	1	8809	
GRINA	1	2907	
NUP188	1	23511	
MIR26B	1	407017	
GRIP1	1	23426	
AC097468.1	1	100129175	
TMOD1	1	7111	
SPINK4	1	27290	
FBXW12	1	285231	
PCID2	1	55795	
SPINK2	1	6691	
SPINK1	1	6690	
SPINK8	1	646424	
FBXW10	1	10517	
FBXW11	1	23291	
SPINK7	1	84651	
TMOD4	1	29765	
SPINK6	1	404203	
TMOD3	1	29766	
SPINK5	1	11005	
TMOD2	1	29767	
TTC7B	1	145567	
MIR27B	1	407019	
MIR27A	1	407018	
TTC7A	1	57217	
GRIP2	1	80852	
PCP2	1	126006	
PCP4	1	5121	
POLG2	1	11232	
LYG1	1	129530	
LYG2	1	254773	
COX19	1	90639	
BHLHB9	1	80823	
COX16	1	51241	
COX15	1	1355	
COX18	1	285521	
COX17	1	10063	
OR9Q2	1	219957	
TRAV20	1	28663	
OR9Q1	1	219956	
GLYAT	1	10249	
NUP160	1	23279	
TIMM50	1	92609	
MIR299	1	407023	
COX11	1	1353	
AC027237.3	1	145694	
COX14	1	84987	
CYTL1	1	54360	
ECT2	1	1894	
COX10	1	1352	
CNTLN	1	54875	
BHLHA9	1	727857	
NUP155	1	9631	
AUTS2	1	26053	
CNTN5	1	53942	
CNTN6	1	27255	
ANKRD40CL	1	55018	
PCIF1	1	63935	
MIR29C	1	407026	
TIMM44	1	10469	
USB1	1	79650	
NUP153	1	9972	
OR4F13P	1	390651	
MKRN1	1	23608	
CNTN1	1	1272	
MKRN2	1	23609	
RSPH14	1	27156	
MKRN3	1	7681	
CNTN2	1	6900	
CNTN3	1	5067	
CNTN4	1	152330	
COX20	1	116228	
TTC25	1	83538	
HNRNPA1P27	1	664721	
SWSAP1	1	126074	
TTC26	1	79989	
TNFAIP8	1	25816	
TTC23	1	64927	
TNFAIP6	1	7130	
TTC22	1	55001	
TNFAIP2	1	7127	
TNFAIP3	1	7128	
PCTP	1	58488	
TNFAIP1	1	7126	
TTC29	1	83894	
USE1	1	55850	
RPSAP9	1	653162	
TTC27	1	55622	
TTC28	1	23331	
FYCO1	1	79443	
LYL1	1	4066	
GUSBP3	1	653188	
GUSBP4	1	375513	
TTC36	1	143941	
TTC37	1	9652	
GUSBP1	1	728411	
GUSBP2	1	387036	
OLIG3	1	167826	
TTC32	1	130502	
NUP133	1	55746	
MIR23B	1	407011	
TTC33	1	23548	
MIR23A	1	407010	
HNRNPA1P10	1	664709	
TTC31	1	64427	
SHROOM2	1	357	
SHROOM3	1	57619	
OLIG1	1	116448	
OLIG2	1	10215	
SHROOM1	1	134549	
SYNGR3	1	9143	
SYNGR4	1	23546	
SHROOM4	1	57477	
TTC38	1	55020	
DYNAP	1	284254	
OXLD1	1	339229	
FDPSP2	1	619190	
CSPG4P12	1	440300	
SUMO1P3	1	474338	
SLC3A1	1	6519	
SLC3A2	1	6520	
CAND2	1	23066	
POLD3	1	10714	
CYTH3	1	9265	
CYTH2	1	9266	
POLD4	1	57804	
CSPG4P1Y	1	114758	
CAND1	1	55832	
CYTH4	1	27128	
POLD1	1	5424	
POLD2	1	5425	
SUMO1P1	1	391257	
CYTH1	1	9267	
TTC14	1	151613	
TIMM8B	1	26521	
TIMM8A	1	1678	
TTC12	1	54970	
TTC13	1	79573	
TPBG	1	7162	
USF3	1	205717	
USF2	1	7392	
NBEAP1	1	606	
TTC19	1	54902	
USF1	1	7391	
TTC16	1	158248	
TTC17	1	55761	
SMUG1	1	23583	
POLE4	1	56655	
OPN1SW	1	611	
POLE2	1	5427	
POLE3	1	54107	
SARDH	1	1757	
GPD1L	1	23171	
PRSS1	1	5644	
WIPF1	1	7456	
WIPF2	1	147179	
WIPF3	1	644150	
SMC5	1	23137	
SLC4A1	1	6521	
SMC6	1	79677	
SLC4A2	1	6522	
SMC3	1	9126	
SLC4A3	1	6508	
SMC4	1	10051	
SLC4A4	1	8671	
NPIPB15	1	440348	
SNORD116-20	1	100033431	
SLC4A5	1	57835	
SMC2	1	10592	
GJA1	1	2697	
EVA1A	1	84141	
GJA3	1	2700	
SNORD116-14	1	100033426	
ZMIZ1	1	57178	
EVA1B	1	55194	
EVA1C	1	59271	
GJA5	1	2702	
ZMIZ2	1	83637	
NAMPT	1	10135	
GJA4	1	2701	
SNORD116-16	1	100033428	
GJA9	1	81025	
PXDC1	1	221749	
GJA8	1	2703	
SBDSP1	1	155370	
PRSS8	1	5652	
PRSS3	1	5646	
NUP214	1	8021	
RSPH6A	1	81492	
NUP210	1	23225	
ARMC9	1	80210	
ARMC7	1	79637	
ARMC8	1	25852	
ARMC1	1	55156	
ARMC2	1	84071	
DEPDC1B	1	55789	
ADCY9	1	115	
SNORD116-26	1	100033438	
ARMC5	1	79798	
ARMC6	1	93436	
SNORD116-28	1	100033820	
ARMC3	1	219681	
SNORD116-27	1	100033439	
ARMC4	1	55130	
HMBS	1	3145	
LIPT2	1	387787	
TPH2	1	121278	
LIPT1	1	51601	
NUP205	1	23165	
MIR20A	1	406982	
TPH1	1	7166	
OR13J1	1	392309	
AKAP17A	1	8227	
MIR206	1	406989	
ARPP19	1	10776	
SAMSN1	1	64092	
MIR205	1	406988	
NUGGC	1	389643	
MIR204	1	406987	
MIR214	1	406996	
GJC1	1	10052	
PLAC8	1	51316	
PLAC9	1	219348	
FAM171A1	1	221061	
FAM171A2	1	284069	
MIR212	1	406994	
NCSTN	1	23385	
GJC3	1	349149	
MIR211	1	406993	
GJC2	1	57165	
MIR210	1	406992	
POM121C	1	100101267	
PLAC1	1	10761	
PLAC4	1	191585	
FDFT1	1	2222	
SMCP	1	4184	
ARPP21	1	10777	
POU6F2	1	11281	
MIR217	1	406999	
MIR215	1	406997	
POU6F1	1	5463	
GJB2	1	2706	
MIR223	1	407008	
GJB1	1	2705	
MIR222	1	407007	
GJB4	1	127534	
MIR221	1	407006	
GJB3	1	2707	
GJB6	1	10804	
GJB5	1	2709	
GJB7	1	375519	
REC114	1	283677	
SMG1	1	23049	
SMG9	1	56006	
SMG7	1	9887	
LYST	1	1130	
SMG8	1	55181	
SMG5	1	23381	
SMG6	1	23293	
TPI1	1	7167	
MSGN1	1	343930	
CDYL2	1	124359	
GJD2	1	57369	
GJD4	1	219770	
GJD3	1	125111	
USO1	1	8615	
ADCY4	1	196883	
ADCY3	1	109	
ADCY2	1	108	
ADCY1	1	107	
ADCY8	1	114	
SPTY2D1	1	144108	
ADCY7	1	113	
ADCY6	1	112	
FGD1	1	2245	
FGD2	1	221472	
ADCY5	1	111	
FGD3	1	89846	
ARFRP1	1	10139	
FGD4	1	121512	
FGD5	1	152273	
FGD6	1	55785	
SLC17A9	1	63910	
GPAT4	1	137964	
ASPDH	1	554235	
USP1	1	7398	
SLC17A5	1	26503	
SLC17A6	1	57084	
PCGF1	1	84759	
SLC17A7	1	57030	
GPAT2	1	150763	
SLC17A8	1	246213	
SLC17A1	1	6568	
SLC17A2	1	10246	
SLC17A3	1	10786	
SLC17A4	1	10050	
PCGF6	1	84108	
RSPH4A	1	345895	
NOXRED1	1	122945	
PCGF5	1	84333	
KIDINS220	1	57498	
TPK1	1	27010	
PCGF2	1	7703	
PBDC1	1	51260	
PCGF3	1	10336	
SYVN1	1	84447	
AGMAT	1	79814	
VMA21	1	203547	
JKAMP	1	51528	
PCYOX1L	1	78991	
MRE11	1	4361	
TPMT	1	7172	
TMEM179B	1	374395	
FGF1	1	2246	
IPO7	1	10527	
FGF2	1	2247	
IPO4	1	79711	
DEFB109A	1	245912	
FGF3	1	2248	
IPO5	1	3843	
EDC3	1	80153	
DEFB109B	1	641517	
FGF4	1	2249	
EDC4	1	23644	
RIMS2	1	9699	
FGF5	1	2250	
RIMS1	1	22999	
NPEPPS	1	9520	
FGF6	1	2251	
IPO8	1	10526	
RIMS4	1	140730	
FGF7	1	2252	
RIMS3	1	9783	
IPO9	1	55705	
FGF8	1	2253	
FGF9	1	2254	
AC007098.1	1	100132215	
OR13D1	1	286365	
CSGALNACT1	1	55790	
USP8	1	9101	
USP7	1	7874	
USP6	1	9098	
USP5	1	8078	
TPM4	1	7171	
MAMSTR	1	284358	
TMEM178A	1	130733	
TPM3	1	7170	
USP4	1	7375	
SWAP70	1	23075	
TPM2	1	7169	
USP3	1	9960	
USP2	1	9099	
CSGALNACT2	1	55454	
TPM1	1	7168	
IPMK	1	253430	
DYRK1A	1	1859	
DYRK1B	1	9149	
CHD1L	1	9557	
EDAR	1	10913	
PYGO1	1	26108	
PYGO2	1	90780	
OR13C9	1	286362	
OR13C8	1	138802	
ZNF799	1	90576	
OR13C3	1	138803	
OR13C2	1	392376	
OR13C5	1	138799	
OR13C4	1	138804	
RTN4R	1	65078	
ZNF793	1	390927	
IPPK	1	64768	
ZNF792	1	126375	
ZNF791	1	163049	
ZNF790	1	388536	
GLT8D1	1	55830	
GLT8D2	1	83468	
HMMR	1	3161	
FGGY	1	55277	
PRECSIT	1	283487	
ZNF789	1	285989	
TPPP	1	11076	
ZNF787	1	126208	
SMN1	1	6606	
ZNF786	1	136051	
ZNF785	1	146540	
ZNF784	1	147808	
ZNF783	1	100289678	
ZNF782	1	158431	
ZNF781	1	163115	
AKIRIN2	1	55122	
AKIRIN1	1	79647	
SLC4A10	1	57282	
SLC4A11	1	83959	
PXDNL	1	137902	
DAB2	1	1601	
DAB1	1	1600	
PDCL	1	5082	
ZNF778	1	197320	
TPP2	1	7174	
TPP1	1	1200	
ZNF777	1	27153	
ZNF776	1	284309	
CXADRP2	1	646243	
OR13A1	1	79290	
ZNF775	1	285971	
CXADRP3	1	440224	
ZNF774	1	342132	
DDX11L2	1	84771	
ZNF773	1	374928	
ZNF772	1	400720	
ZNF771	1	51333	
ZNF770	1	54989	
OR13H1	1	347468	
UFSP2	1	55325	
KIAA0100	1	9703	
MIR320A	1	407037	
UFSP1	1	402682	
ZNF768	1	79724	
OR8D4	1	338662	
ZNF766	1	90321	
ZNF765	1	91661	
TNPO1	1	3842	
OR8D2	1	283160	
ZNF764	1	92595	
ZNF763	1	284390	
TNPO2	1	30000	
OR8D1	1	283159	
TNPO3	1	23534	
PAAF1	1	80227	
TPRN	1	286262	
ILKAP	1	80895	
ZNF761	1	388561	
OR6C70	1	390327	
OR6C76	1	390326	
OR6C75	1	390323	
OR6C74	1	254783	
CTDSPL	1	10217	
WIPI1	1	55062	
EDF1	1	8721	
ZNF75D	1	7626	
WIPI2	1	26100	
ZNF75A	1	7627	
NPEPL1	1	79716	
CTDSP1	1	58190	
DAD1	1	1603	
CTDSP2	1	10106	
RPL22P11	1	402100	
ZNF750	1	79755	
SMPX	1	23676	
PLAG1	1	5324	
FGL1	1	2267	
FGL2	1	10875	
TPTE	1	7179	
PDHB	1	5162	
OR8B8	1	26493	
ZNF749	1	388567	
ZNF747	1	65988	
OR8B4	1	283162	
ZNF746	1	155061	
OR6C68	1	403284	
OR13F1	1	138805	
OR8B3	1	390271	
RPL32P3	1	132241	
OR8B2	1	26595	
ZNF740	1	283337	
NLGN4Y	1	22829	
NLGN4X	1	57502	
SMOX	1	54498	
MFAP5	1	8076	
MFAP4	1	4239	
MFAP1	1	4236	
ZNF738	1	148203	
ZNF737	1	100129842	
MFAP3	1	4238	
ZNF736	1	728927	
MFAP2	1	4237	
OR8A1	1	390275	
ZACN	1	353174	
ZNF732	1	654254	
ZNF730	1	100129543	
TPT1	1	7178	
UMODL1	1	89766	
OR8I2	1	120586	
TMEM183B	1	653659	
TMEM183A	1	92703	
PDCD2L	1	84306	
TIAL1	1	7073	
ZNF846	1	162993	
DAG1	1	1605	
ZNF845	1	91664	
PDK4	1	5166	
ZNF844	1	284391	
PDK3	1	5165	
ZNF843	1	283933	
ZNF841	1	284371	
BRICD5	1	283870	
PDK2	1	5164	
OR8H3	1	390152	
PDK1	1	5163	
OR8H2	1	390151	
SNORD58B	1	26790	
PDHX	1	8050	
OR8H1	1	219469	
SLC51A	1	200931	
SLC51B	1	123264	
TIAM2	1	26230	
TIAM1	1	7074	
PWAR5	1	8123	
ZNF839	1	55778	
ZNF837	1	116412	
ZNF836	1	162962	
HMSD	1	284293	
HSBP1L1	1	440498	
MIR3128	1	100422824	
ZNF835	1	90485	
GINM1	1	116254	
ZNF831	1	128611	
OR8G5	1	219865	
ZNF830	1	91603	
MIR3120	1	100422882	
GK3P	1	2713	
TMEM185B	1	79134	
OR8G1	1	26494	
TMEM185A	1	84548	
STXBP3	1	6814	
STXBP4	1	252983	
STXBP1	1	6812	
STXBP2	1	6813	
GSKIP	1	51527	
RPAP1	1	26015	
RPAP2	1	79871	
RPAP3	1	79657	
CD79B	1	974	
CD79A	1	973	
CDRT15P1	1	94158	
ZNF829	1	374899	
CDRT15P2	1	644694	
ZNF827	1	152485	
PDCD11	1	22984	
PDCD10	1	11235	
ZNF823	1	55552	
ZNF821	1	55565	
STXBP5	1	134957	
STXBP6	1	29091	
TMEM184A	1	202915	
TMEM184C	1	55751	
TMEM184B	1	25829	
SMU1	1	55234	
TPX2	1	22974	
SMTN	1	6525	
ZNF816	1	125893	
ADCK2	1	90956	
ADCK1	1	57143	
ZNF814	1	730051	
ZNF813	1	126017	
ADCK5	1	203054	
DCP1A	1	55802	
HAR1A	1	768096	
HAR1B	1	768097	
DCP1B	1	196513	
RPAIN	1	84268	
ZCCHC13	1	389874	
C2CD6	1	151254	
ZCCHC12	1	170261	
HMX3	1	340784	
C2CD5	1	9847	
ZCCHC10	1	54819	
C2CD3	1	26005	
C2CD2	1	25966	
MIR18A	1	406953	
ZCCHC18	1	644353	
ZCCHC17	1	51538	
ZCCHC14	1	23174	
ZNF808	1	388558	
ZNF806	1	646915	
ZNF805	1	390980	
MIR195	1	406971	
ZNF800	1	168850	
MIR191	1	406966	
ZCCHC24	1	219654	
EDN1	1	1906	
EDN2	1	1907	
EDN3	1	1908	
PDCD1LG2	1	80380	
PPHLN1	1	51535	
MIR19A	1	406979	
CYP7B1	1	9420	
FAM197Y2	1	252946	
VWA8	1	23078	
BDNF-AS	1	497258	
RNU6ATAC	1	100151684	
MATN1	1	4146	
VWA1	1	64856	
VWA2	1	340706	
ACTRT2	1	140625	
ACTRT3	1	84517	
MATN4	1	8785	
MATN3	1	4148	
HMX2	1	3167	
ACTRT1	1	139741	
VWA7	1	80737	
MATN2	1	4147	
HMX1	1	3166	
OR8K5	1	219453	
OR8K3	1	219473	
OR8K1	1	390157	
VWCE	1	220001	
CYP7A1	1	1581	
CPXCR1	1	53336	
PDPR	1	55066	
CHRAC1	1	54108	
TIAF1	1	9220	
PDPN	1	10630	
CDRT15L2	1	256223	
TRAM1L1	1	133022	
GINS1	1	9837	
OR8J3	1	81168	
GINS2	1	51659	
OR8J1	1	219477	
GINS3	1	64785	
GINS4	1	84296	
GRHL3	1	57822	
GRHL1	1	29841	
GRHL2	1	79977	
PDP1	1	54704	
MPHOSPH9	1	10198	
PDP2	1	57546	
TRIML2	1	205860	
VWC2	1	375567	
F2RL1	1	2150	
TRIML1	1	339976	
MPHOSPH8	1	54737	
F2RL2	1	2151	
MPHOSPH6	1	10200	
F2RL3	1	9002	
ZWILCH	1	55055	
ARGFXP2	1	503640	
FOLH1B	1	219595	
LZIC	1	84328	
DEUP1	1	159989	
MARCHF10	1	162333	
MARCHF11	1	441061	
CCDC28B	1	79140	
CCDC28A	1	25901	
MIR149	1	406941	
DAOA	1	267012	
MAGED4B	1	81557	
MIR155	1	406947	
MIR154	1	406946	
MIR152	1	406943	
MIR150	1	406942	
AZI2	1	64343	
RALBP1	1	10928	
MIR15B	1	406949	
MIR15A	1	406948	
AL121827.1	1	100130587	
VWDE	1	221806	
SRARP	1	149563	
MATR3	1	9782	
PRTN3	1	5657	
RPL23AP32	1	56969	
DAP3	1	7818	
TCTEX1D1	1	200132	
TCTEX1D2	1	255758	
TCTEX1D4	1	343521	
PMAIP1	1	5366	
SPECC1	1	92521	
GRHPR	1	9380	
TSGA10	1	80705	
TSGA13	1	114960	
MIR188	1	406964	
MIR187	1	406963	
MIR186	1	406962	
MIR185	1	406961	
MIR184	1	406960	
MIR183	1	406959	
MIR182	1	406958	
MIR10B	1	406903	
MIR10A	1	406902	
MRFAP1L1	1	114932	
EOLA1	1	91966	
OR11H12	1	440153	
MIR107	1	406901	
RABEPK	1	10244	
OR8U1	1	219417	
OASL	1	8638	
LRRTM3	1	347731	
LRRTM4	1	80059	
LRRTM1	1	347730	
TOP1MT	1	116447	
FAM86B2	1	653333	
LRRTM2	1	26045	
BRD3OS	1	266655	
IQCE	1	23288	
PLAUR	1	5329	
FAM86B1	1	85002	
IQCC	1	55721	
IQCD	1	115811	
IQCJ	1	654502	
UTF1	1	8433	
IQCG	1	84223	
ZAR1	1	326340	
IQCH	1	64799	
MIR126	1	406913	
SUPV3L1	1	6832	
ALDH1A3	1	220	
IQCN	1	80726	
IGLV5-37	1	28783	
IQCK	1	124152	
RABEP1	1	9135	
MIR122	1	406906	
RABEP2	1	79874	
OAS1	1	4938	
THRAP3	1	9967	
OAS2	1	4939	
ALDH1A2	1	8854	
OAS3	1	4940	
ALDH1A1	1	216	
NUP210P1	1	255330	
PDXK	1	8566	
PDXP	1	57026	
FAM86DP	1	692099	
OR8S1	1	341568	
MIR127	1	406914	
MIR137	1	406928	
ERICH5	1	203111	
MIR136	1	406927	
ERICH6	1	131831	
OGFRL1	1	79627	
MIR134	1	406924	
ALDH1B1	1	219	
IGLV5-45	1	28781	
ERICH1	1	157697	
ERICH3	1	127254	
SNCG	1	6623	
SNCB	1	6620	
LURAP1	1	541468	
S100PBP	1	64766	
SNCA	1	6622	
PDX1	1	3651	
DAW1	1	164781	
MIR139	1	406931	
SLC4A7	1	9497	
SLC4A8	1	9498	
SLC4A9	1	83697	
MIR145	1	406937	
MIR144	1	406936	
MIR142	1	406934	
MIR141	1	406933	
MIR140	1	406932	
ERVH48-1	1	90625	
MIMT1	1	100073347	
NSDHL	1	50814	
DAXX	1	1616	
AP001094.3	1	100192426	
PDYN	1	5173	
SND1	1	27044	
SLC5A6	1	8884	
SLC5A7	1	60482	
MIR564	1	693149	
SLC5A8	1	160728	
SLC5A9	1	200010	
TBPL2	1	387332	
PADI3	1	51702	
PADI2	1	11240	
TBPL1	1	9519	
PADI4	1	23569	
PADI1	1	29943	
MTMR1	1	8776	
MTMR2	1	8898	
MTMR3	1	8897	
MEAF6	1	64769	
PADI6	1	353238	
DAZ4	1	57135	
MTMR8	1	55613	
DAZ3	1	57054	
MTMR9	1	66036	
DAZ2	1	57055	
DAZ1	1	1617	
SLC5A1	1	6523	
MTMR4	1	9110	
SLC5A2	1	6524	
SLC5A3	1	6526	
OAZ1	1	4946	
MTMR6	1	9107	
SLC5A4	1	6527	
OAZ2	1	4947	
MIR567	1	693152	
MTMR7	1	9108	
SLC5A5	1	6528	
OAZ3	1	51686	
HMGXB4	1	10042	
MIR573	1	693158	
NRAD1	1	121838	
HMGXB3	1	22993	
PROSER3	1	148137	
B3GALNT2	1	148789	
B3GALNT1	1	8706	
NAPSA	1	9476	
NAPSB	1	256236	
AC008040.1	1	100128164	
ERLIN1	1	10613	
ERLIN2	1	11160	
SNF8	1	11267	
AZU1	1	566	
DAZL	1	1618	
MLLT11	1	10962	
MLLT10	1	8028	
SASS6	1	163786	
NAPEPLD	1	222236	
OR10C1	1	442194	
STAG3L1	1	54441	
OR10J1	1	26476	
STAG3L3	1	442578	
OR10J3	1	441911	
STAG3L2	1	442582	
OR10J5	1	127385	
STAG3L4	1	64940	
MIR503	1	574506	
LITAF	1	9516	
TRIOBP	1	11078	
EEA1	1	8411	
RPL23AP82	1	284942	
FGFBP3	1	143282	
ELOVL1	1	64834	
FGFBP1	1	9982	
FGFBP2	1	83888	
RIPK3	1	11035	
ELOVL4	1	6785	
ELOVL5	1	60481	
OPALIN	1	93377	
RIPK2	1	8767	
ELOVL2	1	54898	
ELOVL3	1	83401	
RIPK4	1	54101	
VWA5A	1	4013	
ELOVL6	1	79071	
ELOVL7	1	79993	
SUMF2	1	25870	
POU5F1	1	5460	
SUMF1	1	285362	
POU5F2	1	134187	
SLC29A4	1	222962	
RPL23AP71	1	644384	
SLC29A1	1	2030	
SLC29A3	1	55315	
SLC29A2	1	3177	
OR10H1	1	26539	
MIR29B2CHG	1	100128537	
OR10H2	1	26538	
OR10H5	1	284433	
OR10H4	1	126541	
FSTL4	1	23105	
FSTL3	1	10272	
RECQL4	1	9401	
FSTL5	1	56884	
RECQL5	1	9400	
CARNS1	1	57571	
RPL23AP64	1	649946	
P2RY12	1	64805	
P2RY13	1	53829	
UTP6	1	55813	
P2RY10	1	27334	
P2RY11	1	5032	
SLC16A1	1	6566	
UTP4	1	84916	
OR10G2	1	26534	
UTP3	1	57050	
OR10G4	1	390264	
P2RY14	1	9934	
OR10G3	1	26533	
YLPM1	1	56252	
MEAK7	1	57707	
LINC00266-1	1	140849	
VWA3A	1	146177	
VWA3B	1	200403	
OR10G6	1	79490	
OR10G8	1	219869	
OR10G7	1	390265	
ZNF699	1	374879	
OR10G9	1	219870	
ZNF697	1	90874	
RPL23AP53	1	644128	
ZNF696	1	79943	
ZNF695	1	57116	
PECR	1	55825	
ZNF692	1	55657	
ZNF691	1	51058	
CSE1L	1	1434	
STK19	1	8859	
MOXD2P	1	100289017	
HNMT	1	3176	
RNF126P1	1	376412	
ATP8B5P	1	158381	
STK10	1	6793	
STK11	1	6794	
STK16	1	8576	
KPNA6	1	23633	
SLC16A6	1	9120	
SLC16A7	1	9194	
KPNA7	1	402569	
KPNA4	1	3840	
ZNF689	1	115509	
SLC16A8	1	23539	
KPNA5	1	3841	
ZNF688	1	146542	
SLC16A9	1	220963	
KPNA2	1	3838	
ZNF687	1	57592	
SLC16A2	1	6567	
KPNA3	1	3839	
SLC16A3	1	9123	
SLC16A4	1	9122	
ZNF684	1	127396	
KPNA1	1	3836	
SLC16A5	1	9121	
ZNF683	1	257101	
ZNF682	1	91120	
ZNF681	1	148213	
ZNF680	1	340252	
ACAP3	1	116983	
ACAP2	1	23527	
ACAP1	1	9744	
SLC7A5P2	1	387254	
SLC7A5P1	1	81893	
UTS2	1	10911	
ZNF679	1	168417	
ZNF678	1	339500	
ZNF677	1	342926	
ZNF676	1	163223	
UTRN	1	7402	
ZNF675	1	171392	
KPNB1	1	3837	
KIAA0408	1	9729	
ZNF674	1	641339	
PVALB	1	5816	
ZNF672	1	79894	
ZNF671	1	79891	
ZNF670	1	93474	
BEAN1	1	146227	
TSACC	1	128229	
PEF1	1	553115	
STK39	1	27347	
THADA	1	63892	
FHIT	1	2272	
ACAT2	1	39	
ACAT1	1	38	
STK31	1	56164	
STK33	1	65975	
STK35	1	140901	
STK36	1	27148	
STK38	1	11329	
ZBBX	1	79740	
ZNF669	1	79862	
ZNF668	1	79759	
ZNF667	1	63934	
ZNF665	1	79788	
ZNF664	1	144348	
ZNF662	1	389114	
ZNF660	1	285349	
SRD5A2	1	6716	
SRD5A1	1	6715	
SRD5A3	1	79644	
EEF2	1	1938	
MYRF-AS1	1	26070	
KIAA1755	1	85449	
STK24	1	8428	
STK25	1	10494	
STK26	1	51765	
ZNF658	1	26149	
ZNF655	1	79027	
ZNF654	1	55279	
ZNF653	1	115950	
ZNF652	1	22834	
POMT2	1	29954	
POMT1	1	10585	
FHL1	1	2273	
FHL2	1	2274	
SUMO4	1	387082	
FHL3	1	2275	
FHL5	1	9457	
SUMO1	1	7341	
CAPZB	1	832	
ZNF649	1	65251	
SUMO3	1	6612	
IQUB	1	154865	
ZNF648	1	127665	
SUMO2	1	6613	
ZNF646	1	9726	
ZNF644	1	84146	
ZNF641	1	121274	
OVGP1	1	5016	
PEG3	1	5178	
GKN1	1	56287	
GKN2	1	200504	
OR10A7	1	121364	
DBF4	1	10926	
NSMCE4A	1	54780	
SNPH	1	9751	
ZNF639	1	51193	
ZNF638	1	27332	
ZNF37BP	1	100129482	
OR10A2	1	341276	
OR10A3	1	26496	
ZNF630	1	57232	
OR10A6	1	390093	
OR10A5	1	144124	
C2orf81	1	388963	
C2orf80	1	389073	
C2orf83	1	56918	
CKMT2	1	1160	
C2orf88	1	84281	
ZNF629	1	23361	
ZNF628	1	89887	
ZNF627	1	199692	
ZNF626	1	199777	
CDC37L1	1	55664	
ZNF625	1	90589	
ZNF624	1	57547	
ZNF623	1	9831	
ZNF622	1	90441	
ZNF621	1	285268	
ZNF620	1	253639	
C2orf72	1	257407	
TMPPE	1	643853	
C2orf78	1	388960	
AC008663.2	1	285593	
SNRK	1	54861	
ZNF619	1	285267	
ZNF618	1	114991	
C2orf74	1	339804	
C2orf73	1	129852	
ZNF616	1	90317	
