NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
C2orf76	1	130355	
ZNF615	1	284370	
ZNF614	1	80110	
ZNF613	1	79898	
ZNF611	1	81856	
ZNF610	1	162963	
LPGAT1	1	9926	
OGFOD3	1	79701	
C2orf66	1	401027	
SRGAP2C	1	653464	
C2orf69	1	205327	
C2orf68	1	388969	
ZNF729	1	100287226	
ZNF728	1	388523	
ZNF727	1	442319	
ZNF726	1	730087	
OGFOD1	1	55239	
OGFOD2	1	79676	
ZNF721	1	170960	
ZNF720	1	124411	
PELO	1	53918	
SRGAP2B	1	647135	
ARMT1	1	79624	
SCAF11	1	9169	
PHYKPL	1	85007	
C2orf50	1	130813	
FNDC9	1	408263	
THAP2	1	83591	
FNDC7	1	163479	
THAP1	1	55145	
FNDC8	1	54752	
FNDC5	1	252995	
THAP4	1	51078	
THAP3	1	90326	
THAP6	1	152815	
ZNF718	1	255403	
FNDC4	1	64838	
SNTN	1	132203	
THAP5	1	168451	
ZNF717	1	100131827	
FNDC1	1	84624	
THAP8	1	199745	
ZNF716	1	441234	
THAP7	1	80764	
ZNF714	1	148206	
THAP9	1	79725	
ZNF713	1	349075	
TAGLN2	1	8407	
ZNF711	1	7552	
TAGLN3	1	29114	
ZNF710	1	374655	
BVES-AS1	1	154442	
OBI1	1	79596	
CRACD	1	57482	
CAPSL	1	133690	
FUNDC2P2	1	388965	
SNX3	1	8724	
APH1A	1	51107	
ZNF709	1	163051	
SNX4	1	8723	
ZNF708	1	7562	
SNX1	1	6642	
COMMD8	1	54951	
APH1B	1	83464	
COMMD9	1	29099	
SNX2	1	6643	
ZNF707	1	286075	
ZNF706	1	51123	
ZNF704	1	619279	
ZNF703	1	80139	
PENK	1	5179	
C2orf42	1	54980	
ZNF701	1	55762	
ZNF700	1	90592	
SNX9	1	51429	
C2orf49	1	79074	
SNX7	1	51375	
SNX8	1	29886	
SNX5	1	27131	
SNX6	1	58533	
CRADD	1	8738	
INTS1	1	26173	
INTS3	1	65123	
INTS2	1	57508	
CENPVL1	1	389857	
RPE65	1	6121	
SNW1	1	22938	
INTS5	1	80789	
TASOR2	1	54906	
PEMT	1	10400	
INTS4	1	92105	
INTS7	1	25896	
INTS6	1	26512	
INTS9	1	55756	
INTS8	1	55656	
TMEM151A	1	256472	
CCDC122	1	160857	
CCDC121	1	79635	
TMEM151B	1	441151	
CCDC120	1	90060	
CCDC127	1	133957	
CCDC126	1	90693	
CCDC125	1	202243	
CCDC124	1	115098	
CHRDL2	1	25884	
FER1L6-AS2	1	157376	
PEPD	1	5184	
FER1L6-AS1	1	439941	
CHRDL1	1	91851	
ACADL	1	33	
AL807761.4	1	340512	
ACADM	1	34	
ACADS	1	35	
CCDC112	1	153733	
ACAD8	1	27034	
TMEM150B	1	284417	
CCDC110	1	256309	
DBNL	1	28988	
TMEM150A	1	129303	
CCDC116	1	164592	
CCDC115	1	84317	
CCDC114	1	93233	
CCDC113	1	29070	
ACAD9	1	28976	
MINK1	1	50488	
COMMD2	1	51122	
H4-16	1	121504	
COMMD3	1	23412	
COMMD1	1	150684	
CCDC117	1	150275	
COMMD6	1	170622	
TMEM150C	1	441027	
COMMD7	1	149951	
AC005165.1	1	646588	
COMMD4	1	54939	
COMMD5	1	28991	
CSDE1	1	7812	
KXD1	1	79036	
C2orf16	1	84226	
C2orf15	1	150590	
DBN1	1	1627	
STK40	1	83931	
CAPS2	1	84698	
ARMS2	1	387715	
CCDC105	1	126402	
SATB1	1	6304	
SATB2	1	23314	
CCDC103	1	388389	
DOT1L	1	84444	
HEATR1	1	55127	
CCDC107	1	203260	
MALSU1	1	115416	
CCDC106	1	29903	
SERTAD3	1	29946	
SERTAD4	1	56256	
SERTAD1	1	29950	
SERTAD2	1	9792	
PES1	1	23481	
PERP	1	64065	
HEATR3	1	55027	
HEATR4	1	399671	
HEATR6	1	63897	
HEATR9	1	256957	
ALDH4A1	1	8659	
PER2	1	8864	
PER1	1	5187	
GFI1B	1	8328	
CMSS1	1	84319	
PER3	1	8863	
CSDC2	1	27254	
ESYT3	1	83850	
EPPK1	1	83481	
ESYT2	1	57488	
ESYT1	1	23344	
CCDC167	1	154467	
DBR1	1	51163	
ACAA2	1	10449	
CCDC169	1	728591	
CCDC168	1	643677	
TRAC	1	28755	
CYP46A1	1	10858	
CAPN8	1	388743	
CAPN9	1	10753	
CAPN6	1	827	
CAPN7	1	23473	
DUOXA1	1	90527	
DUOXA2	1	405753	
CAPN5	1	726	
CAPN2	1	824	
CAPN3	1	825	
EPPIN	1	57119	
SATL1	1	340562	
CAPN1	1	823	
ACAA1	1	30	
CCDC163	1	126661	
ARHGEF40	1	55701	
CCDC160	1	347475	
ZBP1	1	81030	
EOMES	1	8320	
CCDC153	1	283152	
CCDC159	1	126075	
CCDC158	1	339965	
CCDC157	1	550631	
PCOLCE	1	5118	
TANC2	1	26115	
TANC1	1	85461	
PTMAP5	1	150928	
CCDC152	1	100129792	
CCDC151	1	115948	
CCDC150	1	284992	
CCDC142	1	84865	
CCDC149	1	91050	
ARHGEF26	1	26084	
CCDC148	1	130940	
ARHGEF25	1	115557	
AC146944.1	1	11042	
ARHGEF28	1	64283	
CCDC146	1	57639	
KIR2DL1	1	3802	
KIR2DL2	1	3803	
ACACB	1	32	
KIR2DL3	1	3804	
ACACA	1	31	
KIR2DL4	1	3805	
TMEM14EP	1	645843	
CCDC141	1	285025	
CCDC140	1	151278	
ARHGEF33	1	100271715	
CCDC134	1	79879	
ARHGEF35	1	445328	
ARHGEF37	1	389337	
SNORD88C	1	692204	
CCDC138	1	165055	
SNORD88B	1	692203	
CCDC137	1	339230	
ARHGEF39	1	84904	
CCDC136	1	64753	
ARHGEF38	1	54848	
IL17REL	1	400935	
CCDC130	1	81576	
TRIM51BP	1	399937	
TREH	1	11181	
SOBP	1	55084	
DNPH1	1	10591	
ZNF252P	1	286101	
ARMH4	1	145407	
GPER1	1	2852	
ZNF385C	1	201181	
ZNF385B	1	151126	
HORMAD2	1	150280	
HORMAD1	1	84072	
ZNF385D	1	79750	
ARMH3	1	79591	
ZNF385A	1	25946	
ARMH1	1	339541	
KRT222	1	125113	
ARHGEF11	1	9826	
BCKDHA	1	593	
ARHGEF10	1	9639	
CCDC198	1	55195	
ARHGEF12	1	23365	
CCDC197	1	256369	
ARHGEF15	1	22899	
ARHGEF17	1	9828	
BCKDHB	1	594	
ARHGEF16	1	27237	
ARHGEF19	1	128272	
ARHGEF18	1	23370	
PEX2	1	5828	
PEX1	1	5189	
GPCPD1	1	56261	
TCTE3	1	6991	
HEXA-AS1	1	80072	
TCTE1	1	202500	
TRDN	1	10345	
PEX7	1	5191	
IRF3	1	3661	
IRF4	1	3662	
PEX3	1	8504	
IRF1	1	3659	
PEX6	1	5190	
IRF2	1	3660	
PEX5	1	5830	
IRF7	1	3665	
CCDC191	1	57577	
BLVRB	1	645	
NHEG1	1	100294720	
IRF8	1	3394	
IRF5	1	3663	
CCDC190	1	339512	
IRF6	1	3664	
CCDC196	1	440184	
IRF9	1	10379	
BLVRA	1	644	
CCDC189	1	90835	
CCDC186	1	55088	
FAM99A	1	387742	
DBX2	1	440097	
DBX1	1	120237	
OC90	1	729330	
DNPEP	1	23549	
MARVELD1	1	83742	
DCDC2C	1	728597	
DCDC2B	1	149069	
MARVELD3	1	91862	
CCDC181	1	57821	
CCDC185	1	164127	
CCDC184	1	387856	
CCDC183	1	84960	
CCDC178	1	374864	
CCDC177	1	56936	
CCDC175	1	729665	
IRGC	1	56269	
SOD2	1	6648	
IRGM	1	345611	
SOD3	1	6649	
SOD1	1	6647	
IRGQ	1	126298	
EEPD1	1	80820	
GOLPH3	1	64083	
GLB1	1	2720	
AL109910.1	1	154449	
BRMS1L	1	84312	
SNORD83B	1	116938	
CCDC170	1	80129	
SNORD83A	1	116937	
RANGRF	1	29098	
FAM98C	1	147965	
FAM98B	1	283742	
FAM98A	1	25940	
AL008729.1	1	100130357	
CCDC174	1	51244	
CCDC173	1	129881	
CCDC172	1	374355	
CCDC171	1	203238	
TRIR	1	79002	
TRIO	1	7204	
GLDC	1	2731	
OR11H1	1	81061	
OR11H4	1	390442	
TRIL	1	9865	
MIR429	1	554210	
UPK3BL1	1	100134938	
H2AC15	1	8330	
FNBP1L	1	54874	
H2AC16	1	8332	
H2AC17	1	8336	
GLDN	1	342035	
GUSBP16	1	653080	
H2AC18	1	8337	
MILR1	1	284021	
GLE1	1	2733	
H2AC11	1	8969	
H2AC12	1	85235	
H2AC13	1	8329	
H2AC14	1	8331	
CREB3L3	1	84699	
MS4A18	1	728588	
CREB3L4	1	148327	
CREB3L1	1	90993	
CREB3L2	1	64764	
OR11H6	1	122748	
MS4A15	1	219995	
MS4A14	1	84689	
PIP4K2A	1	5305	
PLCE1	1	51196	
PIP4K2B	1	8396	
MS4A13	1	503497	
PIP4K2C	1	79837	
MS4A12	1	54860	
JUNB	1	3726	
MS4A10	1	341116	
NHLRC3	1	387921	
NHLRC4	1	283948	
GOLGA2P2Y	1	84559	
PIH1D1	1	55011	
GLCE	1	26035	
OR11G2	1	390439	
TRHR	1	7201	
GDF5-AS1	1	554250	
SARNP	1	84324	
TYRO3	1	7301	
PIH1D2	1	120379	
NHLRC1	1	378884	
NHLRC2	1	374354	
FICD	1	11153	
SRCAP	1	10847	
GLG1	1	2734	
CRACR2A	1	84766	
CRACR2B	1	283229	
PPP4C	1	5531	
PLCG2	1	5336	
PLCG1	1	5335	
NR2C2AP	1	126382	
NSUN5P1	1	155400	
NSUN5P2	1	260294	
JUND	1	3727	
KIR2DS1	1	3806	
DNASE2B	1	58511	
KIR2DS2	1	100132285	
KIR2DS3	1	3808	
KIR2DS4	1	3809	
KIR2DS5	1	3810	
SLC6A5	1	9152	
FIBP	1	9158	
SLC6A6	1	6533	
SLC6A7	1	6534	
PPP5C	1	5536	
SLC6A8	1	6535	
GIPC3	1	126326	
SLC6A9	1	6536	
GIPC1	1	10755	
H2AC20	1	8338	
H2AC21	1	317772	
GIPC2	1	54810	
PLCH1	1	23007	
PLCH2	1	9651	
OR11L1	1	391189	
TRMU	1	55687	
TGFB1I1	1	7041	
TRMO	1	51531	
HRCT1	1	646962	
GLI1	1	2735	
SLC6A1	1	6529	
PFAS	1	5198	
SLC6A2	1	6530	
GLI3	1	2737	
SLC6A3	1	6531	
GLI2	1	2736	
SLC6A4	1	6532	
MS4A4A	1	51338	
GLI4	1	2738	
IMPA1	1	3612	
OPN1LW	1	5956	
IMPA2	1	3613	
RIOK2	1	55781	
RIOK1	1	83732	
HSFX1	1	100506164	
MS4A6A	1	64231	
FCER2	1	2208	
PLCB3	1	5331	
RIPPLY3	1	53820	
AKR7A2P1	1	246182	
RIPPLY2	1	134701	
PLCB4	1	5332	
OPN1MW	1	2652	
PLCB1	1	23236	
ZNF599	1	148103	
PLCB2	1	5330	
ZNF598	1	90850	
ZNF597	1	146434	
ZNF596	1	169270	
ZNF595	1	152687	
FAM71F1	1	84691	
ZNF594	1	84622	
OCA2	1	4948	
ZNF593	1	51042	
ZNF592	1	9640	
PACC1	1	55248	
HSFY2	1	159119	
FIGN	1	55137	
MS4A6E	1	245802	
FAM71F2	1	346653	
MIPOL1	1	145282	
FAM205BP	1	389715	
MIR410	1	574434	
ZNF589	1	51385	
ZNF587	1	84914	
ZNF586	1	54807	
ZNF584	1	201514	
ZNF583	1	147949	
ZNF582	1	147948	
ZNF581	1	51545	
ZNF580	1	51157	
RIOK3	1	8780	
CARD8	1	22900	
CARD9	1	64170	
CARD6	1	84674	
LAPTM5	1	7805	
TTC9B	1	148014	
TTC9C	1	283237	
SULF1	1	23213	
POU4F1	1	5457	
LRPPRC	1	10128	
FAM71E1	1	112703	
POU4F2	1	5458	
FAM71E2	1	284418	
SULF2	1	55959	
POU4F3	1	5459	
FIG4	1	9896	
MIR423	1	494335	
KCNIP4-IT1	1	359822	
SARM1	1	23098	
RLIM	1	51132	
ZNF579	1	163033	
FILIP1	1	27145	
ZNF578	1	147660	
PLCD3	1	113026	
ZNF577	1	84765	
SLC28A2	1	9153	
PLCD4	1	84812	
SLC28A1	1	9154	
ZNF576	1	79177	
ZNF575	1	284346	
PLCD1	1	5333	
SLC28A3	1	64078	
ZNF574	1	64763	
ZNF573	1	126231	
ZNF572	1	137209	
PHLDB1	1	23187	
ZNF571	1	51276	
CSF3R	1	1441	
ZNF570	1	148268	
IRS1	1	3667	
LCA10	1	100996465	
IRS4	1	8471	
YEATS4	1	8089	
IRS2	1	8660	
METRNL	1	284207	
ZNF569	1	148266	
ZNF568	1	374900	
ZNF567	1	163081	
ZNF566	1	84924	
PHLDA2	1	7262	
PHLDA1	1	22822	
ZNF565	1	147929	
ZNF564	1	163050	
PHLDA3	1	23612	
ZNF563	1	147837	
ZNF562	1	54811	
PNISR	1	25957	
ZNF561	1	93134	
ZNF560	1	147741	
SLC15A1	1	6564	
SLC15A2	1	6565	
ENKUR	1	219670	
KIAA1614	1	57710	
STIM1	1	6786	
STIM2	1	57620	
ZNF559	1	84527	
ZNF558	1	148156	
ZNF557	1	79230	
ZNF556	1	80032	
ZNF555	1	148254	
PHLDB3	1	653583	
ZNF554	1	115196	
PHLDB2	1	90102	
GLYR1	1	84656	
ZNF552	1	79818	
ZNF551	1	90233	
CSF1R	1	1436	
ZNF550	1	162972	
GLO1	1	2739	
PHF21A	1	51317	
PHF21B	1	112885	
STIP1	1	10963	
ZNF549	1	256051	
ZNF548	1	147694	
ZNF547	1	284306	
ZNF546	1	339327	
ZNF544	1	27300	
SLC15A3	1	51296	
SLC15A4	1	121260	
KIAA0319	1	9856	
ZNF543	1	125919	
SLC15A5	1	729025	
IMPG1	1	3617	
IMPG2	1	50939	
ZNF541	1	84215	
ZNF540	1	163255	
GLMN	1	11146	
ADAMTSL4-AS1	1	574406	
ADAMTSL4-AS2	1	100289061	
CYBRD1	1	79901	
GLMP	1	112770	
HOPX	1	84525	
CHERP	1	10523	
MIR199A2	1	406977	
BRWD1-AS2	1	103091865	
YEATS2	1	55689	
RIOX1	1	79697	
MIR199A1	1	406976	
RIOX2	1	84864	
SPIRE2	1	84501	
RLN2	1	6019	
RLN3	1	117579	
ZNF536	1	9745	
SPIRE1	1	56907	
EFHB	1	151651	
RLN1	1	6013	
ZNF534	1	147658	
OR8G2P	1	26492	
ZNF532	1	55205	
ZNF530	1	348327	
KIAA1671	1	85379	
C19orf67	1	646457	
INSL6	1	11172	
SART1	1	9092	
PPP6C	1	5537	
SART3	1	9733	
GM2A	1	2760	
ZNF529	1	57711	
ZNF528	1	84436	
ZNF527	1	84503	
ZNF526	1	116115	
ZNF525	1	170958	
ZNF524	1	147807	
SOST	1	50964	
INSL3	1	3640	
ZNF521	1	25925	
INSL5	1	10022	
INSL4	1	3641	
C19orf73	1	55150	
C19orf71	1	100128569	
SORD	1	6652	
AC009264.1	1	349160	
LCA5L	1	150082	
SARS1	1	6301	
SARS2	1	54938	
ZNF519	1	162655	
ZNF517	1	340385	
ZNF516	1	9658	
ZNF514	1	84874	
ZNF513	1	130557	
ZNF512	1	84450	
SP3P	1	160824	
SMPDL3B	1	27293	
SOS1	1	6654	
ZNF511	1	118472	
ZNF510	1	22869	
SMPDL3A	1	10924	
SOS2	1	6655	
GLS2	1	27165	
TYRP1	1	7306	
GLRX	1	2745	
GLT6D1	1	360203	
DENND10P1	1	55855	
ZNF507	1	22847	
ZNF506	1	440515	
ZNF503	1	84858	
ZNF502	1	91392	
ZNF501	1	115560	
ZNF500	1	26048	
IRX1	1	79192	
IRX2	1	153572	
SKOR1	1	390598	
IRX5	1	10265	
IRX6	1	79190	
IRX3	1	79191	
PLCL1	1	5334	
IRX4	1	50805	
PLCL2	1	23228	
CLCA3P	1	9629	
RNF138P1	1	379013	
RPGRIP1	1	57096	
CUL4A	1	8451	
SVOPL	1	136306	
PFKL	1	5211	
MARCKS	1	4082	
GLRB	1	2743	
INSM2	1	84684	
OR11A1	1	26531	
INSM1	1	3642	
PFKM	1	5213	
PFKP	1	5214	
CUL4B	1	8450	
GLTP	1	51228	
ARL6IP1	1	23204	
TTLL10	1	254173	
DDX60L	1	91351	
MBD3L2	1	125997	
MBD3L3	1	653657	
C19orf25	1	148223	
MBD3L1	1	85509	
SOX2	1	6657	
LRMDA	1	83938	
SOX3	1	6658	
ZNF609	1	23060	
EDNRA	1	1909	
EDNRB	1	1910	
ZNF608	1	57507	
SOX1	1	6656	
ZNF607	1	84775	
RUSC2	1	9853	
RUSC1	1	23623	
ZNF606	1	80095	
OR10W1	1	81341	
CHEK2	1	11200	
ZNF605	1	100289635	
CHEK1	1	1111	
ARL6IP5	1	10550	
ARL6IP4	1	51329	
SOX8	1	30812	
ZNF600	1	162966	
SOX9	1	6662	
SOX6	1	55553	
GLUL	1	2752	
SOX7	1	83595	
SOX4	1	6659	
ARL6IP6	1	151188	
SOX5	1	6660	
JMJD4	1	65094	
C19orf38	1	255809	
RECQL	1	5965	
JMJD7	1	100137047	
JMJD8	1	339123	
C19orf33	1	64073	
JMJD6	1	23210	
FLJ37453	1	729614	
OR10V1	1	390201	
SHLD2P1	1	414241	
PFN4	1	375189	
TTLL11	1	158135	
TTLL12	1	23170	
PFN1	1	5216	
PFN3	1	345456	
PFN2	1	5217	
WFDC12	1	128488	
WFDC11	1	259239	
TMEM161B	1	153396	
TMEM161A	1	54929	
C19orf48	1	84798	
OR10T2	1	128360	
C19orf44	1	84167	
C19orf47	1	126526	
WFDC13	1	164237	
CARMIL1	1	55604	
FIS1	1	51024	
C19orf54	1	284325	
CARMIL2	1	146206	
CARMIL3	1	90668	
C19orf53	1	28974	
SS18L1	1	26039	
SS18L2	1	51188	
OR10S1	1	219873	
AC022613.1	1	100130111	
ZWINT	1	11130	
C19orf57	1	79173	
OCLN	1	100506658	
CREBRF	1	153222	
OCM2	1	4951	
CC2D1A	1	54862	
CC2D1B	1	200014	
KRT24	1	192666	
KRT23	1	25984	
KRT20	1	54474	
KRT28	1	162605	
KRT27	1	342574	
KRT26	1	353288	
KRT25	1	147183	
CCHCR1	1	54535	
CC2D2A	1	57545	
CC2D2B	1	387707	
TOMM70	1	9868	
PACRG	1	135138	
INSRR	1	3645	
KRT35	1	3886	
KRT34	1	3885	
KRT32	1	3882	
KRT31	1	3881	
OR10Z1	1	128368	
PACS2	1	23241	
KRT39	1	390792	
MPPED1	1	758	
PACS1	1	55690	
KRT38	1	8687	
KRT37	1	8688	
KRT36	1	8689	
MPPED2	1	744	
DCP2	1	167227	
TOMM40	1	10452	
ARNTL	1	406	
ZNF137P	1	7696	
DCPS	1	28960	
CA12	1	771	
ARNT2	1	9915	
CA11	1	770	
CA10	1	56934	
GLYCAM1	1	644076	
KRT13	1	3860	
KRT12	1	3859	
C19orf18	1	147685	
KRT10	1	3858	
C19orf12	1	83636	
KRT19	1	3880	
OR10X1	1	128367	
KRT18	1	3875	
KRT17	1	3872	
KRT16	1	3868	
KRT15	1	3866	
KRT14	1	3861	
TRIP10	1	9322	
TRIP11	1	9321	
TRIP12	1	9320	
TRIP13	1	9319	
MAGEB18	1	286514	
MAGEB17	1	645864	
MAGEB16	1	139604	
SNORD73A	1	8944	
NUCKS1	1	64710	
TOMM20	1	9804	
TOMM22	1	56993	
MALRD1	1	340895	
MAGEB10	1	139422	
KRT6C	1	286887	
CMTR1	1	23070	
KRT6B	1	3854	
CA14	1	23632	
CMTR2	1	55783	
KRT6A	1	3853	
CA13	1	377677	
KRT71	1	112802	
TOMM34	1	10953	
KRT79	1	338785	
TSC2	1	7249	
KRT78	1	196374	
TSC1	1	7248	
KRT77	1	374454	
OCRL	1	4952	
KRT76	1	51350	
KRT75	1	9119	
KRT74	1	121391	
KRT73	1	319101	
KRT72	1	140807	
DCTD	1	1635	
ALDH3A2	1	224	
ALDH3A1	1	218	
FIZ1	1	84922	
ISCU	1	23479	
DEFB131A	1	644414	
HPCA	1	3208	
KRT40	1	125115	
ALDH3B2	1	222	
COBLL1	1	22837	
ALDH3B1	1	221	
RIPK1	1	8737	
ANKZF1	1	55139	
ENKD1	1	84080	
BTNL9	1	153579	
NACA4P	1	83955	
ACBD7	1	414149	
OR10K2	1	391107	
ACBD6	1	84320	
OR10K1	1	391109	
BTNL8	1	79908	
ACBD5	1	91452	
ACBD4	1	79777	
BTNL3	1	10917	
BTNL2	1	56244	
MRGBP	1	55257	
ACBD3	1	64746	
CREBZF	1	58487	
SCYL3	1	57147	
MIR34C	1	407042	
MIR34B	1	407041	
MIR34A	1	407040	
KAAG1	1	353219	
OR10R2	1	343406	
HPF1	1	54969	
CA5B	1	11238	
PLCZ1	1	89869	
CA5A	1	763	
NAPRT	1	93100	
KYNU	1	8942	
SPEG	1	10290	
TSHB	1	7252	
SCYL2	1	55681	
SCYL1	1	57410	
TSFM	1	10102	
MGC4859	1	79150	
JAGN1	1	84522	
DCXR	1	51181	
OR10Q1	1	219960	
RUSF1	1	64755	
HPDL	1	84842	
HSH2D	1	84941	
PXYLP1	1	92370	
LUC7L3	1	51747	
ITGB3BP	1	23421	
PRTFDC1	1	56952	
LUC7L2	1	51631	
KRT82	1	3888	
SASH3	1	54440	
KRT81	1	3887	
KRT80	1	144501	
HPGD	1	3248	
TUFT1	1	7286	
TSIX	1	9383	
OR10P1	1	121130	
SPG7	1	6687	
KRT86	1	3892	
KRT85	1	3891	
KRT84	1	3890	
KRT83	1	3889	
U2AF1L4	1	199746	
MIR377	1	494326	
GMDS	1	2762	
GTSF1L	1	149699	
SASH1	1	23328	
SPEN	1	23013	
CMTM7	1	112616	
CMTM8	1	152189	
CMTM3	1	123920	
CMTM4	1	146223	
CMTM5	1	116173	
CMTM6	1	54918	
PDE4DIP	1	9659	
OOSP2	1	219990	
GDAP1	1	54332	
TSHR	1	7253	
GDAP2	1	54834	
TICRR	1	90381	
RMC1	1	29919	
CMTM1	1	113540	
CMTM2	1	146225	
TSKS	1	60385	
LRRC14B	1	389257	
GMFB	1	2764	
SPI1	1	6688	
TUBBP5	1	643224	
GMFG	1	9535	
ANAPC1P2	1	285074	
ANAPC1P4	1	730268	
ISM1	1	140862	
ISM2	1	145501	
TSKU	1	25987	
SPIB	1	6689	
SPIC	1	121599	
ISLR	1	3671	
KIAA1109	1	84162	
RAVER1	1	125950	
RAVER2	1	55225	
MTERF1	1	7978	
MLYCD	1	23417	
GTSE1	1	51512	
ARPIN	1	348110	
ZNF271P	1	10778	
RPL13AP17	1	399670	
ISL1	1	3670	
CTAGE1	1	64693	
MFFP2	1	644762	
ISL2	1	64843	
RPL13AP20	1	387841	
CTAGE4	1	100128553	
TMEM126A	1	84233	
OBSCN-AS1	1	574407	
TMEM126B	1	55863	
CTAGE6	1	340307	
GTSF1	1	121355	
NLRX1	1	79671	
PLA2G3	1	50487	
BAZ2A	1	11176	
PLA2G5	1	5322	
BAZ2B	1	29994	
PLA2G6	1	8398	
PLA2G7	1	7941	
KRTAP5-10	1	387273	
RHOT2	1	89941	
RHOT1	1	55288	
KRTAP5-11	1	440051	
AFMID	1	125061	
SYNDIG1	1	79953	
PRELID3A	1	10650	
PRELID3B	1	51012	
TSLP	1	85480	
CCZ1B	1	221960	
MTERF3	1	51001	
MTERF2	1	80298	
CYP4F2	1	8529	
MTERF4	1	130916	
CYP4F3	1	4051	
CYP4F8	1	11283	
PGA3	1	643834	
PGA5	1	5222	
PGA4	1	643847	
POM121L8P	1	29797	
FOXL2NB	1	401089	
ZNF497	1	162968	
ZNF496	1	84838	
NUDT4B	1	440672	
ANXA8L1	1	728113	
ZNF493	1	284443	
ZNF492	1	57615	
ZNF491	1	126069	
LRRC10B	1	390205	
ZNF490	1	57474	
DDX12P	1	440081	
MED19	1	219541	
MED16	1	10025	
POU5F1P3	1	642559	
OSBPL11	1	114885	
MED15	1	51586	
MED18	1	54797	
OSBPL10	1	114884	
MED17	1	9440	
DDA1	1	79016	
POU5F1P4	1	645682	
MED12	1	9968	
MECP2	1	4204	
MED11	1	400569	
MED14	1	9282	
TIFAB	1	497189	
MED13	1	9969	
MECOM	1	2122	
MED10	1	84246	
TSPO	1	706	
BMERB1	1	89927	
CSN1S1	1	1446	
POM121L1P	1	25812	
ZNF488	1	118738	
ZNF487	1	642819	
ZNF486	1	90649	
ZNF485	1	220992	
ZNF484	1	83744	
ZNF483	1	158399	
RMI2	1	116028	
CNOT6L	1	246175	
RMI1	1	80010	
ZNF480	1	147657	
KIAA1143	1	57456	
JOSD2	1	126119	
BAZ1A	1	11177	
BAZ1B	1	9031	
MED27	1	9442	
JOSD1	1	9929	
GMIP	1	51291	
MED26	1	9441	
PGM2L1	1	283209	
MED29	1	55588	
DDB2	1	1643	
MED28	1	80306	
DDB1	1	1642	
MED23	1	9439	
MED22	1	6837	
MED25	1	81857	
NSFP1	1	728806	
MED24	1	9862	
INCENP	1	3619	
MED21	1	9412	
JMJD7-PLA2G4B	1	8681	
MED20	1	9477	
ZNF479	1	90827	
AC093249.6	1	730183	
ZNF474	1	133923	
ZNF473	1	25888	
ZSWIM1	1	90204	
ZNF471	1	57573	
ZNF470	1	388566	
TSR3	1	115939	
CRCT1	1	54544	
ODC1	1	4953	
ABCB11	1	8647	
EGFR	1	1956	
ZSWIM8	1	23053	
SPOP	1	8405	
SPP1	1	6696	
SPP2	1	6694	
ZSWIM9	1	374920	
ZSWIM6	1	57688	
ZSWIM7	1	125150	
ZNF468	1	90333	
ZSWIM4	1	65249	
ZNF467	1	168544	
ZSWIM5	1	57643	
ZSWIM2	1	151112	
ZSWIM3	1	140831	
ARHGAP42-AS1	1	100128386	
GNAS-AS1	1	149775	
ZNF462	1	58499	
ZNF461	1	92283	
ZNF460	1	10794	
ODAM	1	54959	
AC233279.1	1	100288560	
NUDT22	1	84304	
ST7-AS1	1	93653	
NUDT21	1	11051	
ST7-AS2	1	93654	
POM121L4P	1	266697	
ABCB10	1	23456	
SLCO3A1	1	28232	
TAOK3	1	51347	
TAOK1	1	57551	
TAOK2	1	9344	
OR2A20P	1	401428	
TSR2	1	90121	
TSR1	1	55720	
ZNF454	1	285676	
ZNF451	1	26036	
OLFML2B	1	25903	
REG1B	1	5968	
NAB1	1	4664	
GMNN	1	51053	
REG1A	1	5967	
NAB2	1	4665	
MPV17L2	1	84769	
CASC2	1	255082	
CASC3	1	22794	
OLFML2A	1	169611	
CASC1	1	55259	
NUDT11	1	55190	
NUDT10	1	170685	
NUDT19	1	390916	
ZNF449	1	203523	
NUDT18	1	79873	
NUDT17	1	200035	
NUDT16	1	131870	
ZNF446	1	55663	
ZNF445	1	353274	
MTPAP	1	55149	
NUDT15	1	55270	
NUDT14	1	256281	
ZNF444	1	55311	
NUDT13	1	25961	
ZNF443	1	10224	
NUDT12	1	83594	
ZNF442	1	79973	
ZNF441	1	126068	
ZNF440	1	126070	
ZCRB1	1	85437	
CASD1	1	64921	
NAAA	1	27163	
ZNF439	1	90594	
ZNF438	1	220929	
ZNF436	1	80818	
GMNC	1	647309	
PLA2R1	1	22925	
ZNF433	1	163059	
ZNF432	1	9668	
ZNF431	1	170959	
SPATA9	1	83890	
ZNF430	1	80264	
REG3A	1	5068	
SMYD5	1	10322	
TMEM121B	1	27439	
GMPS	1	8833	
SPATA1	1	100505741	
GMPR	1	2766	
SPATA2	1	9825	
SPATA3	1	130560	
REG3G	1	130120	
SPATA4	1	132851	
SPATA5	1	166378	
SPATA6	1	54558	
SPATA7	1	55812	
SPATA8	1	145946	
MED30	1	90390	
ZNF429	1	353088	
ZNF428	1	126299	
MED31	1	51003	
SMYD2	1	56950	
PGK1	1	5230	
SMYD1	1	150572	
ZNF426	1	79088	
SMYD4	1	114826	
BRIX1	1	55299	
ZNF425	1	155054	
NAE1	1	8883	
PGK2	1	5232	
SMYD3	1	64754	
ZNF423	1	23090	
NADK	1	65220	
