"","x"
"21202","TMEM99"
"21203","TMEM9B"
"21204","TMF1"
"21205","TMIE"
"21206","TMIGD1"
"21207","TMIGD2"
"21208","TMLHE"
"21209","TMOD1"
"21210","TMOD2"
"21211","TMOD3"
"21212","TMOD4"
"21213","TMPO"
"21214","TMPPE"
"21215","TMPRSS11A"
"21216","TMPRSS11B"
"21217","TMPRSS11BNL"
"21218","TMPRSS11D"
"21219","TMPRSS11E"
"21220","TMPRSS11F"
"21221","TMPRSS12"
"21222","TMPRSS13"
"21223","TMPRSS15"
"21224","TMPRSS2"
"21225","TMPRSS3"
"21226","TMPRSS4"
"21227","TMPRSS5"
"21228","TMPRSS6"
"21229","TMPRSS7"
"21230","TMPRSS9"
"21231","TMSB10"
"21232","TMSB15A"
"21233","TMSB15B"
"21234","TMSB4X"
"21235","TMSB4XP1"
"21236","TMSB4XP2"
"21237","TMSB4Y"
"21238","TMSL3"
"21239","TMTC1"
"21240","TMTC2"
"21241","TMTC3"
"21242","TMTC4"
"21243","TMUB1"
"21244","TMUB2"
"21245","TMX1"
"21246","TMX2"
"21247","TMX3"
"21248","TMX4"
"21249","TNC"
"21250","TNF"
"21251","TNFAIP1"
"21252","TNFAIP2"
"21253","TNFAIP3"
"21254","TNFAIP6"
"21255","TNFAIP8"
"21256","TNFAIP8L1"
"21257","TNFAIP8L2"
"21258","TNFAIP8L3"
"21259","TNFRSF10A"
"21260","TNFRSF10B"
"21261","TNFRSF10C"
"21262","TNFRSF10D"
"21263","TNFRSF11A"
"21264","TNFRSF11B"
"21265","TNFRSF12A"
"21266","TNFRSF13B"
"21267","TNFRSF13C"
"21268","TNFRSF14"
"21269","TNFRSF17"
"21270","TNFRSF18"
"21271","TNFRSF19"
"21272","TNFRSF1A"
"21273","TNFRSF1B"
"21274","TNFRSF21"
"21275","TNFRSF25"
"21276","TNFRSF4"
"21277","TNFRSF6B"
"21278","TNFRSF8"
"21279","TNFRSF9"
"21280","TNFSF10"
"21281","TNFSF11"
"21282","TNFSF12"
"21283","TNFSF13"
"21284","TNFSF13B"
"21285","TNFSF14"
"21286","TNFSF15"
"21287","TNFSF18"
"21288","TNFSF4"
"21289","TNFSF8"
"21290","TNFSF9"
"21291","TNIK"
"21292","TNIP1"
"21293","TNIP2"
"21294","TNIP3"
"21295","TNK1"
"21296","TNK2"
"21297","TNKS"
"21298","TNKS1BP1"
"21299","TNKS2"
"21300","TNMD"
"21301","TNN"
"21302","TNNC1"
"21303","TNNC2"
"21304","TNNI1"
"21305","TNNI2"
"21306","TNNI3"
"21307","TNNI3K"
"21308","TNNT1"
"21309","TNNT2"
"21310","TNNT3"
"21311","TNP1"
"21312","TNP2"
"21313","TNPO1"
"21314","TNPO2"
"21315","TNPO3"
"21316","TNR"
"21317","TNRC18"
"21318","TNRC6A"
"21319","TNRC6B"
"21320","TNRC6C"
"21321","TNS1"
"21322","TNS3"
"21323","TNS4"
"21324","TNXA"
"21325","TNXB"
"21326","TOB1"
"21327","TOB2"
"21328","TOE1"
"21329","TOLLIP"
"21330","TOM1"
"21331","TOM1L1"
"21332","TOM1L2"
"21333","TOMM20"
"21334","TOMM20L"
"21335","TOMM22"
"21336","TOMM34"
"21337","TOMM40"
"21338","TOMM40L"
"21339","TOMM5"
"21340","TOMM6"
"21341","TOMM7"
"21342","TOMM70A"
"21343","TOP1"
"21344","TOP1MT"
"21345","TOP1P2"
"21346","TOP2A"
"21347","TOP2B"
"21348","TOP3A"
"21349","TOP3B"
"21350","TOPBP1"
"21351","TOPORS"
"21352","TOR1A"
"21353","TOR1AIP1"
"21354","TOR1AIP2"
"21355","TOR1B"
"21356","TOR2A"
"21357","TOR3A"
"21358","TOX"
"21359","TOX2"
"21360","TOX3"
"21361","TOX4"
"21362","TP53"
"21363","TP53AIP1"
"21364","TP53BP1"
"21365","TP53BP2"
"21366","TP53I11"
"21367","TP53I13"
"21368","TP53I3"
"21369","TP53INP1"
"21370","TP53INP2"
"21371","TP53RK"
"21372","TP53TG1"
"21373","TP53TG3"
"21374","TP53TG5"
"21375","TP63"
"21376","TP73"
"21377","TPBG"
"21378","TPCN1"
"21379","TPCN2"
"21380","TPD52"
"21381","TPD52L1"
"21382","TPD52L2"
"21383","TPD52L3"
"21384","TPH1"
"21385","TPH2"
"21386","TPI1"
"21387","TPI1P2"
"21388","TPI1P3"
"21389","TPK1"
"21390","TPM1"
"21391","TPM2"
"21392","TPM3"
"21393","TPM4"
"21394","TPMT"
"21395","TPO"
"21396","TPP1"
"21397","TPP2"
"21398","TPPP"
"21399","TPPP2"
"21400","TPPP3"
"21401","TPR"
"21402","TPRA1"
"21403","TPRG1"
"21404","TPRG1L"
"21405","TPRKB"
"21406","TPRN"
"21407","TPRX1"
"21408","TPRXL"
"21409","TPSAB1"
"21410","TPSB2"
"21411","TPSD1"
"21412","TPSG1"
"21413","TPST1"
"21414","TPST2"
"21415","TPT1"
"21416","TPTE"
"21417","TPTE2"
"21418","TPTE2P1"
"21419","TPTE2P2"
"21420","TPTE2P3"
"21421","TPX2"
"21422","TRA2A"
"21423","TRA2B"
"21424","TRABD"
"21425","TRAC"
"21426","TRADD"
"21427","TRAF1"
"21428","TRAF2"
"21429","TRAF3"
"21430","TRAF3IP1"
"21431","TRAF3IP2"
"21432","TRAF3IP3"
"21433","TRAF4"
"21434","TRAF5"
"21435","TRAF6"
"21436","TRAF7"
"21437","TRAFD1"
"21438","TRAIP"
"21439","TRAJ17"
"21440","TRAK1"
"21441","TRAK2"
"21442","TRAM1"
"21443","TRAM1L1"
"21444","TRAM2"
"21445","TRANK1"
"21446","TRAP1"
"21447","TRAPPC1"
"21448","TRAPPC10"
"21449","TRAPPC2"
"21450","TRAPPC2L"
"21451","TRAPPC2P1"
"21452","TRAPPC3"
"21453","TRAPPC4"
"21454","TRAPPC5"
"21455","TRAPPC6A"
"21456","TRAPPC6B"
"21457","TRAPPC8"
"21458","TRAPPC9"
"21459","TRAT1"
"21460","TRAV20"
"21461","TRAV8-3"
"21462","TRBV10-2"
"21463","TRBV23OR9-2"
"21464","TRBV27"
"21465","TRBV30"
"21466","TRBV5-4"
"21467","TRDMT1"
"21468","TRDN"
"21469","TRDV3"
"21470","TREH"
"21471","TREM1"
"21472","TREM2"
"21473","TREML1"
"21474","TREML2"
"21475","TREML3"
"21476","TREML4"
"21477","TRERF1"
"21478","TREX1"
"21479","TREX2"
"21480","TRGC2"
"21481","TRGV11"
"21482","TRGV3"
"21483","TRGV5"
"21484","TRGV9"
"21485","TRH"
"21486","TRHDE"
"21487","TRHR"
"21488","TRIAP1"
"21489","TRIB1"
"21490","TRIB2"
"21491","TRIB3"
"21492","TRIL"
"21493","TRIM10"
"21494","TRIM11"
"21495","TRIM13"
"21496","TRIM14"
"21497","TRIM15"
"21498","TRIM16"
"21499","TRIM16L"
"21500","TRIM17"
"21501","TRIM2"
"21502","TRIM21"
"21503","TRIM22"
"21504","TRIM23"
"21505","TRIM24"
"21506","TRIM25"
"21507","TRIM26"
"21508","TRIM27"
"21509","TRIM28"
"21510","TRIM29"
"21511","TRIM3"
"21512","TRIM31"
"21513","TRIM32"
"21514","TRIM33"
"21515","TRIM34"
"21516","TRIM35"
"21517","TRIM36"
"21518","TRIM37"
"21519","TRIM38"
"21520","TRIM39"
"21521","TRIM4"
"21522","TRIM40"
"21523","TRIM41"
"21524","TRIM42"
"21525","TRIM43"
"21526","TRIM44"
"21527","TRIM45"
"21528","TRIM46"
"21529","TRIM47"
"21530","TRIM48"
"21531","TRIM49"
"21532","TRIM49B"
"21533","TRIM49L1"
"21534","TRIM49L2"
"21535","TRIM5"
"21536","TRIM50"
"21537","TRIM52"
"21538","TRIM53"
"21539","TRIM54"
"21540","TRIM55"
"21541","TRIM56"
"21542","TRIM58"
"21543","TRIM59"
"21544","TRIM6"
"21545","TRIM6-TRIM34"
"21546","TRIM60"
"21547","TRIM61"
"21548","TRIM62"
"21549","TRIM63"
"21550","TRIM64"
"21551","TRIM64B"
"21552","TRIM64C"
"21553","TRIM65"
"21554","TRIM66"
"21555","TRIM67"
"21556","TRIM68"
"21557","TRIM69"
"21558","TRIM7"
"21559","TRIM71"
"21560","TRIM72"
"21561","TRIM73"
"21562","TRIM74"
"21563","TRIM77"
"21564","TRIM78P"
"21565","TRIM8"
"21566","TRIM9"
"21567","TRIML1"
"21568","TRIML2"
"21569","TRIO"
"21570","TRIOBP"
"21571","TRIP10"
"21572","TRIP11"
"21573","TRIP12"
"21574","TRIP13"
"21575","TRIP4"
"21576","TRIP6"
"21577","TRIT1"
"21578","TRMT1"
"21579","TRMT11"
"21580","TRMT112"
"21581","TRMT12"
"21582","TRMT2A"
"21583","TRMT2B"
"21584","TRMT5"
"21585","TRMT6"
"21586","TRMT61A"
"21587","TRMT61B"
"21588","TRMU"
"21589","TRNAU1AP"
"21590","TRNP1"
"21591","TRNT1"
"21592","TRO"
"21593","TROAP"
"21594","TROVE2"
"21595","TRPA1"
"21596","TRPC1"
"21597","TRPC2"
"21598","TRPC3"
"21599","TRPC4"
"21600","TRPC4AP"
"21601","TRPC5"
"21602","TRPC6"
"21603","TRPC7"
"21604","TRPM1"
"21605","TRPM2"
"21606","TRPM3"
"21607","TRPM4"
"21608","TRPM5"
"21609","TRPM6"
"21610","TRPM7"
"21611","TRPM8"
"21612","TRPS1"
"21613","TRPT1"
"21614","TRPV1"
"21615","TRPV2"
"21616","TRPV3"
"21617","TRPV4"
"21618","TRPV5"
"21619","TRPV6"
"21620","TRRAP"
"21621","TRUB1"
"21622","TRUB2"
"21623","TRY6"
"21624","TRYX3"
"21625","TSC1"
"21626","TSC2"
"21627","TSC22D1"
"21628","TSC22D2"
"21629","TSC22D3"
"21630","TSC22D4"
"21631","TSEN15"
"21632","TSEN2"
"21633","TSEN34"
"21634","TSEN54"
"21635","TSFM"
"21636","TSG1"
"21637","TSG101"
"21638","TSGA10"
"21639","TSGA10IP"
"21640","TSGA13"
"21641","TSGA14"
"21642","TSHB"
"21643","TSHR"
"21644","TSHZ1"
"21645","TSHZ2"
"21646","TSHZ3"
"21647","TSIX"
"21648","TSKS"
"21649","TSKU"
"21650","TSL"
"21651","TSLP"
"21652","TSN"
"21653","TSNARE1"
"21654","TSNAX"
"21655","TSNAX-DISC1"
"21656","TSNAXIP1"
"21657","TSPAN1"
"21658","TSPAN10"
"21659","TSPAN11"
"21660","TSPAN12"
"21661","TSPAN13"
"21662","TSPAN14"
"21663","TSPAN15"
"21664","TSPAN16"
"21665","TSPAN17"
"21666","TSPAN18"
"21667","TSPAN19"
"21668","TSPAN2"
"21669","TSPAN3"
"21670","TSPAN31"
"21671","TSPAN32"
"21672","TSPAN33"
"21673","TSPAN4"
"21674","TSPAN5"
"21675","TSPAN6"
"21676","TSPAN7"
"21677","TSPAN8"
"21678","TSPAN9"
"21679","TSPO"
"21680","TSPO2"
"21681","TSPY1"
"21682","TSPY2"
"21683","TSPY26P"
"21684","TSPY3"
"21685","TSPY4"
"21686","TSPY8"
"21687","TSPYL1"
"21688","TSPYL2"
"21689","TSPYL4"
"21690","TSPYL5"
"21691","TSPYL6"
"21692","TSR1"
"21693","TSR2"
"21694","TSSC1"
"21695","TSSC4"
"21696","TSSK1B"
"21697","TSSK2"
"21698","TSSK3"
"21699","TSSK4"
"21700","TSSK6"
"21701","TST"
"21702","TSTA3"
"21703","TSTD1"
"21704","TSTD2"
"21705","TTBK1"
"21706","TTBK2"
"21707","TTC1"
"21708","TTC12"
"21709","TTC13"
"21710","TTC14"
"21711","TTC15"
"21712","TTC16"
"21713","TTC17"
"21714","TTC18"
"21715","TTC19"
"21716","TTC21B"
"21717","TTC22"
"21718","TTC23"
"21719","TTC23L"
"21720","TTC25"
"21721","TTC26"
"21722","TTC27"
"21723","TTC28"
"21724","TTC28-AS"
"21725","TTC29"
"21726","TTC3"
"21727","TTC30A"
"21728","TTC30B"
"21729","TTC31"
"21730","TTC32"
"21731","TTC33"
"21732","TTC35"
"21733","TTC36"
"21734","TTC37"
"21735","TTC38"
"21736","TTC39A"
"21737","TTC39B"
"21738","TTC39C"
"21739","TTC3P1"
"21740","TTC4"
"21741","TTC5"
"21742","TTC6"
"21743","TTC7A"
"21744","TTC7B"
"21745","TTC8"
"21746","TTC9"
"21747","TTC9B"
"21748","TTC9C"
"21749","TTF1"
"21750","TTF2"
"21751","TTI1"
"21752","TTK"
"21753","TTL"
"21754","TTLL1"
"21755","TTLL10"
"21756","TTLL11"
"21757","TTLL12"
"21758","TTLL13"
"21759","TTLL2"
"21760","TTLL3"
"21761","TTLL4"
"21762","TTLL5"
"21763","TTLL6"
"21764","TTLL7"
"21765","TTLL8"
"21766","TTLL9"
"21767","TTN"
"21768","TTPA"
"21769","TTPAL"
"21770","TTR"
"21771","TTTY1"
"21772","TTTY10"
"21773","TTTY11"
"21774","TTTY12"
"21775","TTTY13"
"21776","TTTY14"
"21777","TTTY15"
"21778","TTTY16"
"21779","TTTY17A"
"21780","TTTY18"
"21781","TTTY19"
"21782","TTTY2"
"21783","TTTY20"
"21784","TTTY21"
"21785","TTTY22"
"21786","TTTY23"
"21787","TTTY3"
"21788","TTTY4"
"21789","TTTY5"
"21790","TTTY6"
"21791","TTTY6B"
"21792","TTTY7"
"21793","TTTY8"
"21794","TTTY9A"
"21795","TTYH1"
"21796","TTYH2"
"21797","TTYH3"
"21798","TUB"
"21799","TUBA1A"
"21800","TUBA1B"
"21801","TUBA1C"
"21802","TUBA3C"
"21803","TUBA3D"
"21804","TUBA3E"
"21805","TUBA4A"
"21806","TUBA4B"
"21807","TUBA8"
"21808","TUBAL3"
"21809","TUBB"
"21810","TUBB1"
"21811","TUBB2A"
"21812","TUBB2B"
"21813","TUBB2C"
"21814","TUBB3"
"21815","TUBB4"
"21816","TUBB4Q"
"21817","TUBB6"
"21818","TUBB8"
"21819","TUBBP5"
"21820","TUBD1"
"21821","TUBE1"
"21822","TUBG1"
"21823","TUBG2"
"21824","TUBGCP2"
"21825","TUBGCP3"
"21826","TUBGCP4"
"21827","TUBGCP5"
"21828","TUBGCP6"
"21829","TUFM"
"21830","TUFT1"
"21831","TUG1"
"21832","TULP1"
"21833","TULP2"
"21834","TULP3"
"21835","TULP4"
"21836","TUSC1"
"21837","TUSC2"
"21838","TUSC3"
"21839","TUSC5"
"21840","TUT1"
"21841","TWF1"
"21842","TWF2"
"21843","TWIST1"
"21844","TWIST2"
"21845","TWISTNB"
"21846","TWSG1"
"21847","TXK"
"21848","TXLNA"
"21849","TXLNB"
"21850","TXLNG"
"21851","TXN"
"21852","TXN2"
"21853","TXNDC11"
"21854","TXNDC12"
"21855","TXNDC15"
"21856","TXNDC16"
"21857","TXNDC17"
"21858","TXNDC2"
"21859","TXNDC3"
"21860","TXNDC5"
"21861","TXNDC6"
"21862","TXNDC8"
"21863","TXNDC9"
"21864","TXNIP"
"21865","TXNL1"
"21866","TXNL4A"
"21867","TXNL4B"
"21868","TXNRD1"
"21869","TXNRD2"
"21870","TXNRD3"
"21871","TXNRD3IT1"
"21872","TYK2"
"21873","TYMP"
"21874","TYMS"
"21875","TYR"
"21876","TYRO3"
"21877","TYRO3P"
"21878","TYROBP"
"21879","TYRP1"
"21880","TYSND1"
"21881","TYW1"
"21882","TYW1B"
"21883","TYW3"
"21884","U2AF1"
"21885","U2AF1L4"
"21886","U2AF2"
"21887","UACA"
"21888","UAP1"
"21889","UAP1L1"
"21890","UBA1"
"21891","UBA2"
"21892","UBA3"
"21893","UBA5"
"21894","UBA52"
"21895","UBA6"
"21896","UBA7"
"21897","UBAC1"
"21898","UBAC2"
"21899","UBAP1"
"21900","UBAP2"
"21901","UBAP2L"
"21902","UBASH3A"
"21903","UBASH3B"
"21904","UBB"
"21905","UBC"
"21906","UBD"
"21907","UBE2A"
"21908","UBE2B"
"21909","UBE2C"
"21910","UBE2CBP"
"21911","UBE2D1"
"21912","UBE2D2"
"21913","UBE2D3"
"21914","UBE2D4"
"21915","UBE2DNL"
"21916","UBE2E1"
"21917","UBE2E2"
"21918","UBE2E3"
"21919","UBE2F"
"21920","UBE2G1"
"21921","UBE2G2"
"21922","UBE2H"
"21923","UBE2I"
"21924","UBE2J1"
"21925","UBE2J2"
"21926","UBE2K"
"21927","UBE2L3"
"21928","UBE2L6"
"21929","UBE2M"
"21930","UBE2MP1"
"21931","UBE2N"
"21932","UBE2NL"
"21933","UBE2O"
"21934","UBE2Q1"
"21935","UBE2Q2"
"21936","UBE2Q2P1"
"21937","UBE2Q2P2"
"21938","UBE2Q2P3"
"21939","UBE2QL1"
"21940","UBE2R2"
"21941","UBE2S"
"21942","UBE2T"
"21943","UBE2U"
"21944","UBE2V1"
"21945","UBE2V2"
"21946","UBE2W"
"21947","UBE2Z"
"21948","UBE3A"
"21949","UBE3B"
"21950","UBE3C"
"21951","UBE4A"
"21952","UBE4B"
"21953","UBFD1"
"21954","UBIAD1"
"21955","UBL3"
"21956","UBL4A"
"21957","UBL4B"
"21958","UBL5"
"21959","UBL7"
"21960","UBLCP1"
"21961","UBN1"
"21962","UBN2"
"21963","UBOX5"
"21964","UBP1"
"21965","UBQLN1"
"21966","UBQLN2"
"21967","UBQLN3"
"21968","UBQLN4"
"21969","UBQLNL"
"21970","UBR1"
"21971","UBR2"
"21972","UBR3"
"21973","UBR4"
"21974","UBR5"
"21975","UBR7"
"21976","UBTD1"
"21977","UBTD2"
"21978","UBTF"
"21979","UBTFL1"
"21980","UBXN1"
"21981","UBXN10"
"21982","UBXN11"
"21983","UBXN2A"
"21984","UBXN2B"
"21985","UBXN4"
"21986","UBXN6"
"21987","UBXN7"
"21988","UBXN8"
"21989","UCA1"
"21990","UCHL1"
"21991","UCHL3"
"21992","UCHL5"
"21993","UCK1"
"21994","UCK2"
"21995","UCKL1"
"21996","UCKL1-AS"
"21997","UCMA"
"21998","UCN"
"21999","UCN2"
"22000","UCN3"
"22001","UCP1"
"22002","UCP2"
"22003","UCP3"
"22004","UEVLD"
"22005","UFC1"
"22006","UFD1L"
"22007","UFM1"
"22008","UFSP1"
"22009","UFSP2"
"22010","UGCG"
"22011","UGDH"
"22012","UGGT1"
"22013","UGGT2"
"22014","UGP2"
"22015","UGT1A1"
"22016","UGT1A10"
"22017","UGT1A3"
"22018","UGT1A4"
"22019","UGT1A5"
"22020","UGT1A6"
"22021","UGT1A7"
"22022","UGT1A8"
"22023","UGT1A9"
"22024","UGT2A1"
"22025","UGT2A2"
"22026","UGT2A3"
"22027","UGT2B10"
"22028","UGT2B11"
"22029","UGT2B15"
"22030","UGT2B17"
"22031","UGT2B28"
"22032","UGT2B4"
"22033","UGT2B7"
"22034","UGT3A1"
"22035","UGT3A2"
"22036","UGT8"
"22037","UHMK1"
"22038","UHRF1"
"22039","UHRF1BP1"
"22040","UHRF1BP1L"
"22041","UHRF2"
"22042","UIMC1"
"22043","ULBP1"
"22044","ULBP2"
"22045","ULBP3"
"22046","ULK1"
"22047","ULK2"
"22048","ULK3"
"22049","ULK4"
"22050","UMOD"
"22051","UMODL1"
"22052","UMPS"
"22053","UNC119"
"22054","UNC119B"
"22055","UNC13A"
"22056","UNC13B"
"22057","UNC13C"
"22058","UNC13D"
"22059","UNC45A"
"22060","UNC45B"
"22061","UNC50"
"22062","UNC5A"
"22063","UNC5B"
"22064","UNC5C"
"22065","UNC5CL"
"22066","UNC5D"
"22067","UNC80"
"22068","UNC93A"
"22069","UNC93B1"
"22070","UNC93B5"
"22071","UNCX"
"22072","UNG"
"22073","UNK"
"22074","UNKL"
"22075","UNQ5830"
"22076","UNQ6975"
"22077","UNQ9370"
"22078","UOX"
"22079","UPB1"
"22080","UPF0639"
"22081","UPF1"
"22082","UPF2"
"22083","UPF3A"
"22084","UPF3B"
"22085","UPK1A"
"22086","UPK1B"
"22087","UPK2"
"22088","UPK3A"
"22089","UPK3B"
"22090","UPK3BL"
"22091","UPP1"
"22092","UPP2"
"22093","UPRT"
"22094","UQCC"
"22095","UQCR10"
"22096","UQCR11"
"22097","UQCRB"
"22098","UQCRC1"
"22099","UQCRC2"
"22100","UQCRFS1"
"22101","UQCRH"
"22102","UQCRQ"
"22103","URB1"
"22104","URB2"
"22105","URGCP"
"22106","URM1"
"22107","UROC1"
"22108","UROD"
"22109","UROS"
"22110","USE1"
"22111","USF1"
"22112","USF2"
"22113","USH1C"
"22114","USH1G"
"22115","USH2A"
"22116","USHBP1"
"22117","USMG5"
"22118","USO1"
"22119","USP1"
"22120","USP10"
"22121","USP11"
"22122","USP12"
"22123","USP13"
"22124","USP14"
"22125","USP15"
"22126","USP16"
"22127","USP17"
"22128","USP17L2"
"22129","USP17L5"
"22130","USP17L6P"
"22131","USP18"
"22132","USP19"
"22133","USP2"
"22134","USP20"
"22135","USP21"
"22136","USP22"
"22137","USP24"
"22138","USP25"
"22139","USP26"
"22140","USP27X"
"22141","USP28"
"22142","USP29"
"22143","USP3"
"22144","USP30"
"22145","USP31"
"22146","USP32"
"22147","USP33"
"22148","USP34"
"22149","USP35"
"22150","USP36"
"22151","USP37"
"22152","USP38"
"22153","USP39"
"22154","USP4"
"22155","USP40"
"22156","USP41"
"22157","USP42"
"22158","USP43"
"22159","USP44"
"22160","USP45"
"22161","USP46"
"22162","USP47"
"22163","USP48"
"22164","USP49"
"22165","USP5"
"22166","USP50"
"22167","USP51"
"22168","USP53"
"22169","USP54"
"22170","USP6"
"22171","USP6NL"
"22172","USP7"
"22173","USP8"
"22174","USP9X"
"22175","USP9Y"
"22176","USPL1"
"22177","UST"
"22178","UTF1"
"22179","UTP11L"
"22180","UTP14A"
"22181","UTP14C"
"22182","UTP15"
"22183","UTP18"
"22184","UTP20"
"22185","UTP23"
"22186","UTP3"
"22187","UTP6"
"22188","UTRN"
"22189","UTS2"
"22190","UTS2D"
"22191","UTS2R"
"22192","UTY"
"22193","UVRAG"
"22194","UXS1"
"22195","UXT"
"22196","VAC14"
"22197","VAMP1"
"22198","VAMP2"
"22199","VAMP3"
"22200","VAMP4"
"22201","VAMP5"
"22202","VAMP7"
"22203","VAMP8"
"22204","VANGL1"
"22205","VANGL2"
"22206","VAPA"
"22207","VAPB"
"22208","VARS"
"22209","VARS2"
"22210","VASH1"
"22211","VASH2"
"22212","VASN"
"22213","VASP"
"22214","VAT1"
"22215","VAT1L"
"22216","VAV1"
"22217","VAV2"
"22218","VAV3"
"22219","VAX1"
"22220","VAX2"
"22221","VBP1"
"22222","VCAM1"
"22223","VCAN"
"22224","VCL"
"22225","VCP"
"22226","VCPIP1"
"22227","VCX"
"22228","VCX2"
"22229","VCX3A"
"22230","VCX3B"
"22231","VCY"
"22232","VDAC1"
"22233","VDAC2"
"22234","VDAC3"
"22235","VDR"
"22236","VEGFA"
"22237","VEGFB"
"22238","VEGFC"
"22239","VENTX"
"22240","VEPH1"
"22241","VEZF1"
"22242","VEZT"
"22243","VGF"
"22244","VGLL1"
"22245","VGLL2"
"22246","VGLL3"
"22247","VGLL4"
"22248","VHL"
"22249","VHLL"
"22250","VIL1"
"22251","VILL"
"22252","VIM"
"22253","VIP"
"22254","VIPAR"
"22255","VIPR1"
"22256","VIPR2"
"22257","VIT"
"22258","VKORC1"
"22259","VKORC1L1"
"22260","VLDLR"
"22261","VMA21"
"22262","VMAC"
"22263","VMO1"
"22264","VN1R1"
"22265","VN1R2"
"22266","VN1R3"
"22267","VN1R4"
"22268","VN1R5"
"22269","VN2R9P"
"22270","VNN1"
"22271","VNN2"
"22272","VNN3"
"22273","VOPP1"
"22274","VPRBP"
"22275","VPREB1"
"22276","VPREB3"
"22277","VPS11"
"22278","VPS13A"
"22279","VPS13B"
"22280","VPS13C"
"22281","VPS13D"
"22282","VPS16"
"22283","VPS18"
"22284","VPS24"
"22285","VPS25"
"22286","VPS26A"
"22287","VPS26B"
"22288","VPS28"
"22289","VPS29"
"22290","VPS33A"
"22291","VPS33B"
"22292","VPS35"
"22293","VPS36"
"22294","VPS37A"
"22295","VPS37B"
"22296","VPS37C"
"22297","VPS37D"
"22298","VPS39"
"22299","VPS41"
"22300","VPS45"
"22301","VPS4A"
"22302","VPS4B"
"22303","VPS52"
"22304","VPS53"
"22305","VPS54"
"22306","VPS72"
"22307","VPS8"
"22308","VRK1"
"22309","VRK2"
"22310","VRK3"
"22311","VRTN"
"22312","VSIG1"
"22313","VSIG10"
"22314","VSIG10L"
"22315","VSIG2"
"22316","VSIG4"
"22317","VSIG7"
"22318","VSIG8"
"22319","VSNL1"
"22320","VSTM1"
"22321","VSTM2A"
"22322","VSTM2B"
"22323","VSTM2L"
"22324","VSX1"
"22325","VSX2"
"22326","VTA1"
"22327","VTCN1"
"22328","VTI1A"
"22329","VTI1B"
"22330","VTN"
"22331","VTRNA1-1"
"22332","VTRNA1-3"
"22333","VWA1"
"22334","VWA2"
"22335","VWA3A"
"22336","VWA3B"
"22337","VWA5A"
"22338","VWA5B1"
"22339","VWA5B2"
"22340","VWC2"
"22341","VWC2L"
"22342","VWCE"
"22343","VWDE"
"22344","VWF"
"22345","WAC"
"22346","WAPAL"
"22347","WARS"
"22348","WARS2"
"22349","WAS"
"22350","WASF1"
"22351","WASF2"
"22352","WASF3"
"22353","WASH1"
"22354","WASH2P"
"22355","WASH3P"
"22356","WASH5P"
"22357","WASH7P"
"22358","WASL"
"22359","WBP1"
"22360","WBP11"
"22361","WBP11P1"
"22362","WBP2"
"22363","WBP2NL"
"22364","WBP4"
"22365","WBP5"
"22366","WBSCR16"
"22367","WBSCR17"
"22368","WBSCR22"
"22369","WBSCR26"
"22370","WBSCR27"
"22371","WBSCR28"
"22372","WDFY1"
"22373","WDFY2"
"22374","WDFY3"
"22375","WDFY4"
"22376","WDHD1"
"22377","WDR1"
"22378","WDR11"
"22379","WDR12"
"22380","WDR13"
"22381","WDR16"
"22382","WDR17"
"22383","WDR18"
"22384","WDR19"
"22385","WDR20"
"22386","WDR24"
"22387","WDR25"
"22388","WDR26"
"22389","WDR27"
"22390","WDR3"
"22391","WDR31"
"22392","WDR33"
"22393","WDR34"
"22394","WDR35"
"22395","WDR36"
"22396","WDR37"
"22397","WDR38"
"22398","WDR4"
"22399","WDR41"
"22400","WDR43"
"22401","WDR44"
"22402","WDR45"
"22403","WDR45L"
"22404","WDR46"
"22405","WDR47"
"22406","WDR49"
"22407","WDR52"
"22408","WDR53"
"22409","WDR54"
"22410","WDR55"
"22411","WDR59"
"22412","WDR5B"
"22413","WDR6"
"22414","WDR60"
"22415","WDR61"
"22416","WDR62"
"22417","WDR63"
"22418","WDR64"
"22419","WDR65"
"22420","WDR66"
"22421","WDR67"
"22422","WDR69"
"22423","WDR7"
"22424","WDR70"
"22425","WDR72"
"22426","WDR73"
"22427","WDR74"
"22428","WDR75"
"22429","WDR76"
"22430","WDR77"
"22431","WDR78"
"22432","WDR8"
"22433","WDR81"
"22434","WDR82"
"22435","WDR83"
"22436","WDR85"
"22437","WDR86"
"22438","WDR87"
"22439","WDR88"
"22440","WDR89"
"22441","WDR90"
"22442","WDR91"
"22443","WDR92"
"22444","WDR93"
"22445","WDSUB1"
"22446","WDTC1"
"22447","WDYHV1"
"22448","WEE1"
"22449","WEE2"
"22450","WFDC1"
"22451","WFDC10A"
"22452","WFDC10B"
"22453","WFDC11"
"22454","WFDC12"
"22455","WFDC13"
"22456","WFDC2"
"22457","WFDC3"
"22458","WFDC5"
"22459","WFDC6"
"22460","WFDC8"
"22461","WFDC9"
"22462","WFIKKN1"
"22463","WFIKKN2"
"22464","WFS1"
"22465","WHAMM"
"22466","WHAMML1"
"22467","WHAMML2"
"22468","WHSC1"
"22469","WHSC1L1"
"22470","WHSC2"
"22471","WIBG"
"22472","WIF1"
"22473","WIPF1"
"22474","WIPF2"
"22475","WIPF3"
"22476","WIPI1"
"22477","WIPI2"
"22478","WISP1"
"22479","WISP2"
