"","x"
"1330","B3GALNT2"
"1331","B3GALT1"
"1332","B3GALT2"
"1333","B3GALT4"
"1334","B3GALT5"
"1335","B3GALT6"
"1336","B3GALTL"
"1337","B3GAT1"
"1338","B3GAT2"
"1339","B3GAT3"
"1340","B3GNT1"
"1341","B3GNT2"
"1342","B3GNT3"
"1343","B3GNT4"
"1344","B3GNT5"
"1345","B3GNT6"
"1346","B3GNT7"
"1347","B3GNT8"
"1348","B3GNT9"
"1349","B3GNTL1"
"1350","B4GALNT1"
"1351","B4GALNT2"
"1352","B4GALNT3"
"1353","B4GALNT4"
"1354","B4GALT1"
"1355","B4GALT2"
"1356","B4GALT3"
"1357","B4GALT4"
"1358","B4GALT5"
"1359","B4GALT6"
"1360","B4GALT7"
"1361","B9D1"
"1362","B9D2"
"1363","BAALC"
"1364","BAAT"
"1365","BACE1"
"1366","BACE2"
"1367","BACH1"
"1368","BACH2"
"1369","BAD"
"1370","BAG1"
"1371","BAG2"
"1372","BAG3"
"1373","BAG4"
"1374","BAG5"
"1375","BAGE"
"1376","BAGE2"
"1377","BAHCC1"
"1378","BAHD1"
"1379","BAI1"
"1380","BAI2"
"1381","BAI3"
"1382","BAIAP2"
"1383","BAIAP2L1"
"1384","BAIAP2L2"
"1385","BAIAP3"
"1386","BAK1"
"1387","BAMBI"
"1388","BANF1"
"1389","BANF2"
"1390","BANK1"
"1391","BANP"
"1392","BAP1"
"1393","BARD1"
"1394","BARHL1"
"1395","BARHL2"
"1396","BARX1"
"1397","BARX2"
"1398","BASE"
"1399","BASP1"
"1400","BAT1"
"1401","BAT2"
"1402","BAT2L1"
"1403","BAT2L2"
"1404","BAT3"
"1405","BAT4"
"1406","BAT5"
"1407","BATF"
"1408","BATF2"
"1409","BATF3"
"1410","BAX"
"1411","BAZ1A"
"1412","BAZ1B"
"1413","BAZ2A"
"1414","BAZ2B"
"1415","BBC3"
"1416","BBOX1"
"1417","BBS1"
"1418","BBS10"
"1419","BBS12"
"1420","BBS2"
"1421","BBS4"
"1422","BBS5"
"1423","BBS7"
"1424","BBS9"
"1425","BBX"
"1426","BCAM"
"1427","BCAN"
"1428","BCAP29"
"1429","BCAP31"
"1430","BCAR1"
"1431","BCAR3"
"1432","BCAR4"
"1433","BCAS1"
"1434","BCAS2"
"1435","BCAS3"
"1436","BCAS4"
"1437","BCAT1"
"1438","BCAT2"
"1439","BCCIP"
"1440","BCDIN3D"
"1441","BCHE"
"1442","BCKDHA"
"1443","BCKDHB"
"1444","BCKDK"
"1445","BCL10"
"1446","BCL11A"
"1447","BCL11B"
"1448","BCL2"
"1449","BCL2A1"
"1450","BCL2L1"
"1451","BCL2L10"
"1452","BCL2L11"
"1453","BCL2L12"
"1454","BCL2L13"
"1455","BCL2L14"
"1456","BCL2L15"
"1457","BCL2L2"
"1458","BCL3"
"1459","BCL6"
"1460","BCL6B"
"1461","BCL7A"
"1462","BCL7B"
"1463","BCL7C"
"1464","BCL8"
"1465","BCL9"
"1466","BCL9L"
"1467","BCLAF1"
"1468","BCMO1"
"1469","BCO2"
"1470","BCOR"
"1471","BCORL1"
"1472","BCR"
"1473","BCS1L"
"1474","BCYRN1"
"1475","BDH1"
"1476","BDH2"
"1477","BDKRB1"
"1478","BDKRB2"
"1479","BDNF"
"1480","BDNF-AS"
"1481","BDP1"
"1482","BEAN1"
"1483","BECN1"
"1484","BEGAIN"
"1485","BEND2"
"1486","BEND3"
"1487","BEND4"
"1488","BEND5"
"1489","BEND6"
"1490","BEND7"
"1491","BEST1"
"1492","BEST2"
"1493","BEST3"
"1494","BEST4"
"1495","BET1"
"1496","BET1L"
"1497","BET3L"
"1498","BEX1"
"1499","BEX2"
"1500","BEX4"
"1501","BEX5"
"1502","BFAR"
"1503","BFSP1"
"1504","BFSP2"
"1505","BGLAP"
"1506","BGN"
"1507","BHLHA15"
"1508","BHLHA9"
"1509","BHLHB9"
"1510","BHLHE22"
"1511","BHLHE23"
"1512","BHLHE40"
"1513","BHLHE41"
"1514","BHMT"
"1515","BHMT2"
"1516","BICC1"
"1517","BICD1"
"1518","BICD2"
"1519","BID"
"1520","BIK"
"1521","BIN1"
"1522","BIN2"
"1523","BIN3"
"1524","BIRC2"
"1525","BIRC3"
"1526","BIRC5"
"1527","BIRC6"
"1528","BIRC7"
"1529","BIRC8"
"1530","BIVM"
"1531","BLCAP"
"1532","BLID"
"1533","BLK"
"1534","BLM"
"1535","BLMH"
"1536","BLNK"
"1537","BLOC1S1"
"1538","BLOC1S2"
"1539","BLOC1S3"
"1540","BLVRA"
"1541","BLVRB"
"1542","BLZF1"
"1543","BMF"
"1544","BMI1"
"1545","BMP1"
"1546","BMP10"
"1547","BMP15"
"1548","BMP2"
"1549","BMP2K"
"1550","BMP3"
"1551","BMP4"
"1552","BMP5"
"1553","BMP6"
"1554","BMP7"
"1555","BMP8A"
"1556","BMP8B"
"1557","BMPER"
"1558","BMPR1A"
"1559","BMPR1B"
"1560","BMPR2"
"1561","BMS1"
"1562","BMS1P1"
"1563","BMS1P4"
"1564","BMS1P5"
"1565","BMX"
"1566","BNC1"
"1567","BNC2"
"1568","BNIP1"
"1569","BNIP2"
"1570","BNIP3"
"1571","BNIP3L"
"1572","BNIPL"
"1573","BOC"
"1574","BOD1"
"1575","BOD1L"
"1576","BOD1P"
"1577","BOK"
"1578","BOK-AS"
"1579","BOLA1"
"1580","BOLA2"
"1581","BOLA3"
"1582","BOLL"
"1583","BPESC1"
"1584","BPGM"
"1585","BPHL"
"1586","BPI"
"1587","BPIL1"
"1588","BPIL2"
"1589","BPIL3"
"1590","BPNT1"
"1591","BPTF"
"1592","BPY2"
"1593","BRAF"
"1594","BRAP"
"1595","BRCA1"
"1596","BRCA2"
"1597","BRCC3"
"1598","BRD1"
"1599","BRD2"
"1600","BRD3"
"1601","BRD4"
"1602","BRD7"
"1603","BRD7P3"
"1604","BRD8"
"1605","BRD9"
"1606","BRDT"
"1607","BRE"
"1608","BREA2"
"1609","BRF1"
"1610","BRF2"
"1611","BRI3"
"1612","BRI3BP"
"1613","BRIP1"
"1614","BRIX1"
"1615","BRMS1"
"1616","BRMS1L"
"1617","BRP44"
"1618","BRP44L"
"1619","BRPF1"
"1620","BRPF3"
"1621","BRS3"
"1622","BRSK1"
"1623","BRSK2"
"1624","BRWD1"
"1625","BRWD3"
"1626","BSCL2"
"1627","BSDC1"
"1628","BSG"
"1629","BSN"
"1630","BSND"
"1631","BSPH1"
"1632","BSPRY"
"1633","BST1"
"1634","BST2"
"1635","BSX"
"1636","BTAF1"
"1637","BTBD1"
"1638","BTBD10"
"1639","BTBD11"
"1640","BTBD16"
"1641","BTBD17"
"1642","BTBD18"
"1643","BTBD19"
"1644","BTBD2"
"1645","BTBD3"
"1646","BTBD6"
"1647","BTBD7"
"1648","BTBD8"
"1649","BTBD9"
"1650","BTC"
"1651","BTD"
"1652","BTF3"
"1653","BTF3L4"
"1654","BTF3P11"
"1655","BTF3P9"
"1656","BTG1"
"1657","BTG2"
"1658","BTG3"
"1659","BTG4"
"1660","BTK"
"1661","BTLA"
"1662","BTN1A1"
"1663","BTN2A1"
"1664","BTN2A2"
"1665","BTN2A3"
"1666","BTN3A1"
"1667","BTN3A2"
"1668","BTN3A3"
"1669","BTNL2"
"1670","BTNL3"
"1671","BTNL8"
"1672","BTNL9"
"1673","BTRC"
"1674","BUB1"
"1675","BUB1B"
"1676","BUB3"
"1677","BUD13"
"1678","BUD31"
"1679","BVES"
"1680","BYSL"
"1681","BZRAP1"
"1682","BZW1"
"1683","BZW2"
"1684","C10orf10"
"1685","C10orf103"
"1686","C10orf105"
"1687","C10orf107"
"1688","C10orf108"
"1689","C10orf11"
"1690","C10orf110"
"1691","C10orf111"
"1692","C10orf112"
"1693","C10orf113"
"1694","C10orf114"
"1695","C10orf115"
"1696","C10orf116"
"1697","C10orf118"
"1698","C10orf119"
"1699","C10orf12"
"1700","C10orf120"
"1701","C10orf122"
"1702","C10orf125"
"1703","C10orf126"
"1704","C10orf128"
"1705","C10orf129"
"1706","C10orf131"
"1707","C10orf136"
"1708","C10orf137"
"1709","C10orf140"
"1710","C10orf18"
"1711","C10orf2"
"1712","C10orf25"
"1713","C10orf26"
"1714","C10orf27"
"1715","C10orf28"
"1716","C10orf31"
"1717","C10orf32"
"1718","C10orf35"
"1719","C10orf40"
"1720","C10orf44"
"1721","C10orf46"
"1722","C10orf47"
"1723","C10orf53"
"1724","C10orf54"
"1725","C10orf55"
"1726","C10orf57"
"1727","C10orf58"
"1728","C10orf62"
"1729","C10orf67"
"1730","C10orf68"
"1731","C10orf71"
"1732","C10orf72"
"1733","C10orf76"
"1734","C10orf78"
"1735","C10orf79"
"1736","C10orf81"
"1737","C10orf82"
"1738","C10orf84"
"1739","C10orf85"
"1740","C10orf88"
"1741","C10orf90"
"1742","C10orf91"
"1743","C10orf92"
"1744","C10orf93"
"1745","C10orf95"
"1746","C10orf96"
"1747","C10orf99"
"1748","C11orf1"
"1749","C11orf10"
"1750","C11orf16"
"1751","C11orf17"
"1752","C11orf2"
"1753","C11orf20"
"1754","C11orf21"
"1755","C11orf24"
"1756","C11orf30"
"1757","C11orf31"
"1758","C11orf34"
"1759","C11orf35"
"1760","C11orf36"
"1761","C11orf39"
"1762","C11orf40"
"1763","C11orf41"
"1764","C11orf42"
"1765","C11orf44"
"1766","C11orf45"
"1767","C11orf46"
"1768","C11orf48"
"1769","C11orf49"
"1770","C11orf51"
"1771","C11orf52"
"1772","C11orf53"
"1773","C11orf54"
"1774","C11orf55"
"1775","C11orf57"
"1776","C11orf58"
"1777","C11orf59"
"1778","C11orf61"
"1779","C11orf63"
"1780","C11orf64"
"1781","C11orf65"
"1782","C11orf66"
"1783","C11orf67"
"1784","C11orf68"
"1785","C11orf70"
"1786","C11orf71"
"1787","C11orf72"
"1788","C11orf73"
"1789","C11orf74"
"1790","C11orf75"
"1791","C11orf76"
"1792","C11orf80"
"1793","C11orf82"
"1794","C11orf83"
"1795","C11orf84"
"1796","C11orf85"
"1797","C11orf86"
"1798","C11orf87"
"1799","C11orf88"
"1800","C11orf89"
"1801","C11orf9"
"1802","C11orf90"
"1803","C11orf91"
"1804","C11orf92"
"1805","C11orf93"
"1806","C11orf94"
"1807","C11orf95"
"1808","C11orf96"
"1809","C12orf10"
"1810","C12orf11"
"1811","C12orf12"
"1812","C12orf23"
"1813","C12orf24"
"1814","C12orf26"
"1815","C12orf28"
"1816","C12orf29"
"1817","C12orf32"
"1818","C12orf33"
"1819","C12orf34"
"1820","C12orf35"
"1821","C12orf36"
"1822","C12orf37"
"1823","C12orf39"
"1824","C12orf4"
"1825","C12orf40"
"1826","C12orf41"
"1827","C12orf42"
"1828","C12orf43"
"1829","C12orf44"
"1830","C12orf45"
"1831","C12orf47"
"1832","C12orf48"
"1833","C12orf49"
"1834","C12orf5"
"1835","C12orf50"
"1836","C12orf51"
"1837","C12orf52"
"1838","C12orf53"
"1839","C12orf54"
"1840","C12orf55"
"1841","C12orf56"
"1842","C12orf57"
"1843","C12orf59"
"1844","C12orf60"
"1845","C12orf61"
"1846","C12orf62"
"1847","C12orf63"
"1848","C12orf64"
"1849","C12orf65"
"1850","C12orf66"
"1851","C12orf67"
"1852","C12orf68"
"1853","C12orf69"
"1854","C12orf70"
"1855","C12orf71"
"1856","C12orf72"
"1857","C12orf73"
"1858","C12orf75"
"1859","C12orf76"
"1860","C12orf77"
"1861","C13orf1"
"1862","C13orf15"
"1863","C13orf16"
"1864","C13orf18"
"1865","C13orf23"
"1866","C13orf26"
"1867","C13orf27"
"1868","C13orf28"
"1869","C13orf29"
"1870","C13orf30"
"1871","C13orf31"
"1872","C13orf33"
"1873","C13orf34"
"1874","C13orf35"
"1875","C13orf36"
"1876","C13orf38"
"1877","C13orf39"
"1878","C13orf40"
"1879","C14orf1"
"1880","C14orf101"
"1881","C14orf102"
"1882","C14orf104"
"1883","C14orf105"
"1884","C14orf106"
"1885","C14orf109"
"1886","C14orf118"
"1887","C14orf119"
"1888","C14orf126"
"1889","C14orf128"
"1890","C14orf129"
"1891","C14orf132"
"1892","C14orf135"
"1893","C14orf138"
"1894","C14orf139"
"1895","C14orf142"
"1896","C14orf143"
"1897","C14orf144"
"1898","C14orf145"
"1899","C14orf147"
"1900","C14orf148"
"1901","C14orf149"
"1902","C14orf153"
"1903","C14orf156"
"1904","C14orf159"
"1905","C14orf162"
"1906","C14orf164"
"1907","C14orf165"
"1908","C14orf166"
"1909","C14orf166B"
"1910","C14orf167"
"1911","C14orf169"
"1912","C14orf176"
"1913","C14orf177"
"1914","C14orf178"
"1915","C14orf179"
"1916","C14orf180"
"1917","C14orf181"
"1918","C14orf182"
"1919","C14orf183"
"1920","C14orf184"
"1921","C14orf19"
"1922","C14orf2"
"1923","C14orf21"
"1924","C14orf23"
"1925","C14orf26"
"1926","C14orf28"
"1927","C14orf33"
"1928","C14orf34"
"1929","C14orf37"
"1930","C14orf38"
"1931","C14orf39"
"1932","C14orf4"
"1933","C14orf41"
"1934","C14orf43"
"1935","C14orf45"
"1936","C14orf48"
"1937","C14orf49"
"1938","C14orf50"
"1939","C14orf56"
"1940","C14orf64"
"1941","C14orf70"
"1942","C14orf79"
"1943","C14orf80"
"1944","C14orf81"
"1945","C14orf82"
"1946","C14orf86"
"1947","C14orf91"
"1948","C14orf93"
"1949","C15orf17"
"1950","C15orf2"
"1951","C15orf21"
"1952","C15orf23"
"1953","C15orf24"
"1954","C15orf26"
"1955","C15orf27"
"1956","C15orf28"
"1957","C15orf29"
"1958","C15orf32"
"1959","C15orf33"
"1960","C15orf34"
"1961","C15orf37"
"1962","C15orf38"
"1963","C15orf39"
"1964","C15orf40"
"1965","C15orf41"
"1966","C15orf42"
"1967","C15orf43"
"1968","C15orf44"
"1969","C15orf48"
"1970","C15orf5"
"1971","C15orf50"
"1972","C15orf51"
"1973","C15orf52"
"1974","C15orf53"
"1975","C15orf54"
"1976","C15orf55"
"1977","C15orf56"
"1978","C15orf57"
"1979","C15orf58"
"1980","C15orf59"
"1981","C15orf60"
"1982","C15orf61"
"1983","C15orf62"
"1984","C15orf63"
"1985","C16orf11"
"1986","C16orf13"
"1987","C16orf3"
"1988","C16orf42"
"1989","C16orf45"
"1990","C16orf46"
"1991","C16orf47"
"1992","C16orf48"
"1993","C16orf5"
"1994","C16orf52"
"1995","C16orf53"
"1996","C16orf54"
"1997","C16orf55"
"1998","C16orf57"
"1999","C16orf58"
"2000","C16orf59"
"2001","C16orf61"
"2002","C16orf62"
"2003","C16orf63"
"2004","C16orf68"
"2005","C16orf7"
"2006","C16orf70"
"2007","C16orf71"
"2008","C16orf72"
"2009","C16orf73"
"2010","C16orf74"
"2011","C16orf75"
"2012","C16orf78"
"2013","C16orf79"
"2014","C16orf80"
"2015","C16orf81"
"2016","C16orf82"
"2017","C16orf85"
"2018","C16orf86"
"2019","C16orf87"
"2020","C16orf88"
"2021","C16orf89"
"2022","C16orf90"
"2023","C16orf91"
"2024","C16orf92"
"2025","C16orf93"
"2026","C17orf100"
"2027","C17orf101"
"2028","C17orf102"
"2029","C17orf103"
"2030","C17orf104"
"2031","C17orf105"
"2032","C17orf106"
"2033","C17orf107"
"2034","C17orf108"
"2035","C17orf28"
"2036","C17orf37"
"2037","C17orf39"
"2038","C17orf42"
"2039","C17orf44"
"2040","C17orf46"
"2041","C17orf47"
"2042","C17orf48"
"2043","C17orf49"
"2044","C17orf50"
"2045","C17orf51"
"2046","C17orf52"
"2047","C17orf53"
"2048","C17orf54"
"2049","C17orf55"
"2050","C17orf56"
"2051","C17orf57"
"2052","C17orf58"
"2053","C17orf59"
"2054","C17orf60"
"2055","C17orf61"
"2056","C17orf62"
"2057","C17orf63"
"2058","C17orf64"
"2059","C17orf65"
"2060","C17orf66"
"2061","C17orf67"
"2062","C17orf68"
"2063","C17orf69"
"2064","C17orf70"
"2065","C17orf71"
"2066","C17orf72"
"2067","C17orf73"
"2068","C17orf74"
"2069","C17orf75"
"2070","C17orf76"
"2071","C17orf77"
"2072","C17orf78"
"2073","C17orf79"
"2074","C17orf80"
"2075","C17orf81"
"2076","C17orf82"
"2077","C17orf85"
"2078","C17orf86"
"2079","C17orf87"
"2080","C17orf88"
"2081","C17orf89"
"2082","C17orf90"
"2083","C17orf91"
"2084","C17orf95"
"2085","C17orf96"
"2086","C17orf97"
"2087","C17orf98"
"2088","C17orf99"
"2089","C18orf1"
"2090","C18orf10"
"2091","C18orf15"
"2092","C18orf16"
"2093","C18orf18"
"2094","C18orf19"
"2095","C18orf2"
"2096","C18orf20"
"2097","C18orf21"
"2098","C18orf23"
"2099","C18orf25"
"2100","C18orf26"
"2101","C18orf32"
"2102","C18orf34"
"2103","C18orf45"
"2104","C18orf49"
"2105","C18orf54"
"2106","C18orf55"
"2107","C18orf56"
"2108","C18orf62"
"2109","C18orf8"
"2110","C19orf10"
"2111","C19orf12"
"2112","C19orf18"
"2113","C19orf2"
"2114","C19orf20"
"2115","C19orf21"
"2116","C19orf22"
"2117","C19orf23"
"2118","C19orf24"
"2119","C19orf25"
"2120","C19orf26"
"2121","C19orf28"
"2122","C19orf29"
"2123","C19orf29OS"
"2124","C19orf30"
"2125","C19orf33"
"2126","C19orf34"
"2127","C19orf35"
"2128","C19orf38"
"2129","C19orf39"
"2130","C19orf40"
"2131","C19orf42"
"2132","C19orf43"
"2133","C19orf44"
"2134","C19orf45"
"2135","C19orf46"
"2136","C19orf47"
"2137","C19orf48"
"2138","C19orf50"
"2139","C19orf51"
"2140","C19orf52"
"2141","C19orf53"
"2142","C19orf54"
"2143","C19orf55"
"2144","C19orf56"
"2145","C19orf57"
"2146","C19orf59"
"2147","C19orf6"
"2148","C19orf60"
"2149","C19orf61"
"2150","C19orf62"
"2151","C19orf63"
"2152","C19orf66"
"2153","C19orf67"
"2154","C19orf68"
"2155","C19orf70"
"2156","C19orf71"
"2157","C19orf73"
"2158","C19orf75"
"2159","C19orf76"
"2160","C19orf77"
"2161","C1D"
"2162","C1GALT1"
"2163","C1GALT1C1"
"2164","C1QA"
"2165","C1QB"
"2166","C1QBP"
"2167","C1QC"
"2168","C1QL1"
"2169","C1QL2"
"2170","C1QL3"
"2171","C1QL4"
"2172","C1QTNF1"
"2173","C1QTNF2"
"2174","C1QTNF3"
"2175","C1QTNF4"
"2176","C1QTNF5"
"2177","C1QTNF6"
"2178","C1QTNF7"
"2179","C1QTNF8"
"2180","C1QTNF9"
"2181","C1QTNF9B"
"2182","C1R"
"2183","C1RL"
"2184","C1S"
"2185","C1orf100"
"2186","C1orf101"
"2187","C1orf103"
"2188","C1orf104"
"2189","C1orf105"
"2190","C1orf106"
"2191","C1orf107"
"2192","C1orf109"
"2193","C1orf110"
"2194","C1orf111"
"2195","C1orf112"
"2196","C1orf113"
"2197","C1orf114"
"2198","C1orf115"
"2199","C1orf116"
"2200","C1orf118"
"2201","C1orf122"
"2202","C1orf123"
"2203","C1orf124"
"2204","C1orf125"
"2205","C1orf126"
"2206","C1orf127"
"2207","C1orf128"
"2208","C1orf129"
"2209","C1orf130"
"2210","C1orf131"
"2211","C1orf132"
"2212","C1orf133"
"2213","C1orf134"
"2214","C1orf135"
"2215","C1orf137"
"2216","C1orf138"
"2217","C1orf14"
"2218","C1orf141"
"2219","C1orf144"
"2220","C1orf145"
"2221","C1orf146"
"2222","C1orf147"
"2223","C1orf150"
"2224","C1orf151"
"2225","C1orf152"
"2226","C1orf156"
"2227","C1orf157"
"2228","C1orf158"
"2229","C1orf159"
"2230","C1orf161"
"2231","C1orf162"
"2232","C1orf163"
"2233","C1orf167"
"2234","C1orf168"
"2235","C1orf170"
"2236","C1orf172"
"2237","C1orf173"
"2238","C1orf174"
"2239","C1orf175"
"2240","C1orf177"
"2241","C1orf180"
"2242","C1orf182"
"2243","C1orf183"
"2244","C1orf185"
"2245","C1orf187"
"2246","C1orf189"
"2247","C1orf190"
"2248","C1orf191"
"2249","C1orf192"
"2250","C1orf194"
"2251","C1orf195"
"2252","C1orf198"
"2253","C1orf200"
"2254","C1orf201"
"2255","C1orf204"
"2256","C1orf21"
"2257","C1orf210"
"2258","C1orf211"
"2259","C1orf212"
"2260","C1orf213"
"2261","C1orf216"
"2262","C1orf220"
"2263","C1orf222"
"2264","C1orf223"
"2265","C1orf226"
"2266","C1orf227"
"2267","C1orf228"
"2268","C1orf229"
"2269","C1orf230"
"2270","C1orf25"
"2271","C1orf26"
"2272","C1orf27"
"2273","C1orf31"
"2274","C1orf35"
"2275","C1orf38"
"2276","C1orf43"
"2277","C1orf46"
"2278","C1orf49"
"2279","C1orf50"
"2280","C1orf51"
"2281","C1orf52"
"2282","C1orf53"
"2283","C1orf54"
"2284","C1orf55"
"2285","C1orf56"
"2286","C1orf57"
"2287","C1orf58"
"2288","C1orf59"
"2289","C1orf61"
"2290","C1orf63"
"2291","C1orf64"
"2292","C1orf65"
"2293","C1orf66"
"2294","C1orf69"
"2295","C1orf70"
"2296","C1orf74"
"2297","C1orf77"
"2298","C1orf81"
"2299","C1orf83"
"2300","C1orf84"
"2301","C1orf85"
"2302","C1orf86"
"2303","C1orf87"
"2304","C1orf88"
"2305","C1orf89"
"2306","C1orf9"
"2307","C1orf91"
"2308","C1orf92"
"2309","C1orf93"
"2310","C1orf94"
"2311","C1orf95"
"2312","C1orf96"
"2313","C1orf97"
"2314","C1orf98"
"2315","C1orf99"
"2316","C2"
"2317","C20orf103"
"2318","C20orf106"
"2319","C20orf107"
"2320","C20orf108"
"2321","C20orf11"
"2322","C20orf111"
"2323","C20orf112"
"2324","C20orf114"
"2325","C20orf117"
"2326","C20orf118"
"2327","C20orf12"
"2328","C20orf123"
"2329","C20orf132"
"2330","C20orf134"
"2331","C20orf135"
"2332","C20orf141"
"2333","C20orf144"
"2334","C20orf151"
"2335","C20orf152"
"2336","C20orf160"
"2337","C20orf165"
"2338","C20orf166"
"2339","C20orf173"
"2340","C20orf177"
"2341","C20orf181"
"2342","C20orf185"
"2343","C20orf186"
"2344","C20orf187"
"2345","C20orf191"
"2346","C20orf194"
"2347","C20orf195"
"2348","C20orf196"
"2349","C20orf197"
"2350","C20orf20"
"2351","C20orf200"
"2352","C20orf201"
"2353","C20orf202"
"2354","C20orf203"
"2355","C20orf24"
"2356","C20orf26"
"2357","C20orf27"
"2358","C20orf29"
"2359","C20orf3"
"2360","C20orf30"
"2361","C20orf4"
"2362","C20orf43"
"2363","C20orf46"
"2364","C20orf54"
"2365","C20orf57"
"2366","C20orf61"
"2367","C20orf62"
"2368","C20orf7"
"2369","C20orf70"
"2370","C20orf71"
"2371","C20orf72"
"2372","C20orf79"
"2373","C20orf85"
"2374","C20orf90"
"2375","C20orf94"
"2376","C20orf96"
"2377","C21orf104"
"2378","C21orf105"
"2379","C21orf117"
"2380","C21orf118"
"2381","C21orf119"
"2382","C21orf121"
"2383","C21orf122"
"2384","C21orf125"
"2385","C21orf128"
"2386","C21orf129"
"2387","C21orf130"
"2388","C21orf131"
"2389","C21orf136"
"2390","C21orf15"
"2391","C21orf2"
"2392","C21orf29"
"2393","C21orf30"
"2394","C21orf33"
"2395","C21orf34"
"2396","C21orf37"
"2397","C21orf45"
"2398","C21orf49"
"2399","C21orf54"
"2400","C21orf56"
"2401","C21orf57"
"2402","C21orf58"
"2403","C21orf59"
"2404","C21orf62"
"2405","C21orf63"
"2406","C21orf67"
"2407","C21orf7"
"2408","C21orf70"
"2409","C21orf74"
"2410","C21orf81"
"2411","C21orf82"
"2412","C21orf84"
"2413","C21orf88"
"2414","C21orf89"
"2415","C21orf90"
"2416","C21orf91"
"2417","C21orf93"
"2418","C21orf94"
"2419","C21orf96"
"2420","C22orf13"
"2421","C22orf15"
"2422","C22orf23"
"2423","C22orf24"
"2424","C22orf25"
"2425","C22orf26"
"2426","C22orf27"
"2427","C22orf28"
"2428","C22orf29"
"2429","C22orf30"
"2430","C22orf31"
"2431","C22orf32"
"2432","C22orf33"
"2433","C22orf34"
"2434","C22orf36"
"2435","C22orf37"
"2436","C22orf39"
"2437","C22orf40"
"2438","C22orf41"
"2439","C22orf42"
"2440","C22orf43"
"2441","C22orf45"
"2442","C22orf46"
"2443","C22orf9"
"2444","C2CD2"
"2445","C2CD2L"
"2446","C2CD3"
"2447","C2CD4A"
"2448","C2CD4B"
"2449","C2CD4C"
"2450","C2orf14"
"2451","C2orf15"
"2452","C2orf16"
"2453","C2orf18"
"2454","C2orf19"
"2455","C2orf24"
"2456","C2orf27A"
"2457","C2orf27B"
"2458","C2orf28"
"2459","C2orf29"
"2460","C2orf3"
"2461","C2orf34"
"2462","C2orf39"
"2463","C2orf40"
"2464","C2orf42"
"2465","C2orf43"
"2466","C2orf44"
"2467","C2orf46"
"2468","C2orf47"
"2469","C2orf48"
"2470","C2orf49"
"2471","C2orf50"
"2472","C2orf51"
"2473","C2orf52"
"2474","C2orf53"
"2475","C2orf54"
"2476","C2orf55"
"2477","C2orf56"
"2478","C2orf57"
"2479","C2orf58"
"2480","C2orf60"
"2481","C2orf61"
"2482","C2orf62"
"2483","C2orf63"
"2484","C2orf64"
"2485","C2orf65"
"2486","C2orf66"
"2487","C2orf67"
"2488","C2orf68"
"2489","C2orf69"
"2490","C2orf7"
"2491","C2orf70"
"2492","C2orf71"
"2493","C2orf72"
"2494","C2orf73"
"2495","C2orf74"
"2496","C2orf76"
"2497","C2orf77"
"2498","C2orf78"
"2499","C2orf79"
"2500","C2orf80"
"2501","C2orf81"
"2502","C2orf82"
"2503","C2orf83"
"2504","C2orf84"
"2505","C2orf85"
"2506","C2orf86"
"2507","C2orf88"
"2508","C2orf89"
"2509","C2orf90"
"2510","C3"
"2511","C3AR1"
"2512","C3P1"
"2513","C3orf1"
"2514","C3orf10"
"2515","C3orf14"
"2516","C3orf15"
"2517","C3orf16"
"2518","C3orf17"
"2519","C3orf18"
"2520","C3orf19"
"2521","C3orf20"
"2522","C3orf21"
"2523","C3orf22"
"2524","C3orf23"
"2525","C3orf24"
"2526","C3orf25"
"2527","C3orf26"
"2528","C3orf27"
"2529","C3orf30"
"2530","C3orf31"
"2531","C3orf32"
"2532","C3orf33"
"2533","C3orf34"
"2534","C3orf35"
"2535","C3orf36"
"2536","C3orf37"
"2537","C3orf38"
"2538","C3orf39"
"2539","C3orf42"
"2540","C3orf43"
"2541","C3orf45"
"2542","C3orf46"
"2543","C3orf47"
"2544","C3orf48"
"2545","C3orf49"
"2546","C3orf51"
"2547","C3orf52"
"2548","C3orf54"
"2549","C3orf55"
"2550","C3orf56"
"2551","C3orf57"
"2552","C3orf58"
"2553","C3orf59"
"2554","C3orf62"
"2555","C3orf63"
"2556","C3orf64"
"2557","C3orf65"
"2558","C3orf66"
"2559","C3orf67"
"2560","C3orf70"
"2561","C3orf71"
"2562","C3orf72"
"2563","C3orf74"
"2564","C3orf75"
"2565","C3orf77"
"2566","C3orf78"
"2567","C3orf79"
"2568","C4A"
"2569","C4B"
"2570","C4BPA"
"2571","C4BPB"
"2572","C4orf10"
"2573","C4orf11"
"2574","C4orf14"
"2575","C4orf17"
"2576","C4orf19"
"2577","C4orf21"
"2578","C4orf22"
"2579","C4orf23"
"2580","C4orf26"
"2581","C4orf27"
"2582","C4orf29"
"2583","C4orf3"
"2584","C4orf31"
"2585","C4orf32"
"2586","C4orf33"
"2587","C4orf34"
"2588","C4orf35"
"2589","C4orf36"
"2590","C4orf37"
"2591","C4orf38"
"2592","C4orf39"
"2593","C4orf40"
"2594","C4orf41"
"2595","C4orf42"
"2596","C4orf43"
"2597","C4orf44"
"2598","C4orf45"
"2599","C4orf46"
"2600","C4orf47"
"2601","C4orf48"
"2602","C4orf49"
"2603","C4orf50"
"2604","C4orf51"
"2605","C4orf52"
"2606","C4orf6"
"2607","C4orf7"
"2608","C5"
