"","Row.names","AFTPH","ARGLU1","ATP1A3","ATP8A1","AUTS2","B3GAT1","CAMK2A","CDK5R1","CHD9","CNR1","CPEB2","CREG2","CYFIP2","CYGB","DGKD","DLG4","EID1","ENDOD1","EPS15","FNDC3A","FOXP1","GNAI1","GRIA1","GSK3B","IGF1R","KIAA0100","KIAA0513","KIF5C","KLHL24","LIN7A","LRRC7","LSM11","MAP3K2","MAPRE2","MARCKS","MEG3","MIA3","MINK1","MYCBP2","NCDN","NUMBL","PBX1","PCDH19","PGM2L1","PIK3R1","PLXNC1","PPP2R2C","PRKAB2","PYGM","R3HDM1","RALGAPA1","RHOU","RICTOR","RIMBP2","RNF165","RSF1","SHOC2","SLC8A1","SMARCC2","SOBP","SP4","SPOCK2","SPTBN1","SRRM1","SRSF11","TIMP2","TMOD2","TNFRSF19","TRIM2","UBR2","ZBTB16","ZEB2","ZNF445","ZNF804A","EFS_fct"
"36","PADLTD",7.901176,9.061774,7.94246,9.140674,8.04465,6.717295,6.331582,8.41014,8.247816,5.512897,7.141225,5.843245,9.232986,7.370347,8.138097,7.17883,8.392475,6.834456,7.451399,8.733145,8.041808,7.095772,8.165353,9.093835,8.6001,8.478503,6.242941,9.452537,8.509456,4.477814,8.421615,7.949284,6.835604,6.694376,9.240673,9.194765,7.224485,7.516207,9.019597,7.704272,7.639179,8.827583,4.571294,7.021168,8.527864,7.226152,7.023766,8.504286,6.257824,7.772952,8.506425,8.312201,8.365224,9.053575,7.24306,8.315802,8.135829,6.360888,8.599825,7.104513,7.921139,6.967453,8.971939,7.832686,8.125806,9.484152,8.39749,7.236004,8.22672,7.387363,6.236512,8.072827,7.827857,7.754086,"EFS_L5"
"37","PADMGA",8.241276,8.624403,8.006786,7.954859,7.18873,6.566666,8.093194,7.818217,8.046995,7.035477,8.172459,7.709083,9.390895,7.292292,7.899708,7.516244,9.041241,9.848544,9.356923,8.896908,7.650868,7.422831,6.070866,8.909947,8.111456,8.666849,7.586996,8.603472,8.366394,5.194414,4.791639,7.101209,7.990846,7.536289,9.770523,8.419947,7.697685,7.99369,8.871197,8.296084,8.004014,8.375774,4.992936,8.990883,9.006754,8.162267,7.59085,8.530531,6.968897,7.246966,8.183799,8.871551,8.214755,7.561726,6.607782,7.779805,9.237114,7.115982,8.434494,7.169469,7.700835,8.78702,10.515262,8.223884,8.369091,10.297884,9.470647,8.337735,8.17776,7.736928,6.440039,9.335198,7.146974,7.123097,"EFS_L5"
"38","PADMTD",8.8592,8.522804,8.762126,8.883008,8.976969,6.678888,6.538129,8.417921,8.301353,7.149713,7.231846,5.788,9.061572,7.662412,8.050811,7.91606,9.181704,7.037342,8.021566,9.15405,7.920043,8.18249,5.54537,9.085691,8.910354,8.878511,6.485941,9.641712,8.76489,6.658787,7.070913,7.655444,7.810986,6.839495,9.73481,8.44232,7.664657,7.557231,8.882892,7.532152,7.893144,9.029918,5.273788,8.66898,8.752241,8.237169,6.658755,8.701783,6.309663,8.411604,8.739744,9.15395,8.337352,8.374842,7.355218,8.468386,8.722993,8.096008,9.350121,7.289655,8.343226,7.184703,9.779147,8.708182,8.335905,9.659154,8.786651,8.753364,8.30703,7.832841,6.495638,6.882845,7.997479,9.713334,"EFS_L5"
"39","PADMVB",7.863864,8.813047,7.796266,8.822565,8.110672,7.22422,7.747502,7.835588,7.833033,5.701088,7.336768,7.472329,9.252125,8.455617,8.015745,7.027422,8.072142,6.589085,7.376723,8.425079,7.349877,7.130617,7.792175,8.952594,8.630966,8.358252,6.780231,9.184879,8.790678,5.649672,4.812931,7.691788,6.786886,7.740127,9.044762,9.023559,6.749104,7.348381,8.168834,8.002841,8.298551,7.492103,4.880205,7.403458,7.854515,7.058483,6.277537,7.805859,7.432098,7.345619,8.566509,8.789874,7.907021,9.263689,7.5356,6.666325,8.680471,6.378397,8.705581,7.262298,7.893504,8.242172,8.904167,7.771346,8.063204,9.597766,8.048783,6.649656,8.530487,7.270306,7.132246,6.538405,6.946631,9.523618,"EFS_L5"
"40","PADMXD",8.061735,8.680084,8.709264,8.638514,8.107755,6.746625,6.248221,8.495558,8.057533,5.474513,7.325811,6.690925,9.537059,7.919123,8.258997,7.852573,9.27798,7.179651,8.111094,8.460956,8.053593,8.079454,7.694529,9.430885,9.073196,8.908508,6.304413,9.767913,8.762579,5.531923,7.96721,8.293811,7.677507,7.431267,9.680527,9.277966,7.556268,7.450067,8.648619,7.605554,8.276794,9.337695,4.840601,8.078978,8.465562,7.608622,7.929311,8.175999,6.562193,8.336745,8.820242,9.316921,8.169106,8.197493,7.177851,8.47519,9.135073,6.778823,8.917946,7.499068,8.514289,7.587888,9.040362,8.321578,8.046714,9.74541,9.315003,7.519493,9.334696,7.449702,6.563816,6.332998,8.104034,7.706632,"EFS_L5"
"41","PADMYD",8.231118,9.161176,8.610694,8.838245,7.51575,7.011081,7.340833,7.718687,7.759164,5.978054,8.206675,5.809,9.149472,7.667832,7.804787,7.811466,8.903193,7.115825,8.221267,8.703748,7.528143,6.971756,7.062195,8.984415,8.502627,9.08114,7.07638,8.640849,8.455796,5.827249,4.352322,7.716077,7.364203,7.586651,8.823391,8.957941,8.086362,7.526292,8.520602,8.209219,7.939626,8.108641,4.484936,7.450807,8.322081,7.699943,7.089694,7.900704,7.465807,7.661164,8.468629,8.999641,7.73676,8.33738,7.408772,7.59376,9.28206,7.401965,8.590263,7.093214,7.618135,8.185475,9.02557,8.216662,8.579254,9.262767,7.802433,7.274394,8.188129,7.361137,6.91077,7.088525,7.620157,8.785442,"EFS_L5"
"42","PADNFT",8.348778,9.695109,8.326224,9.554493,8.392405,7.114401,7.013064,7.987899,7.894911,5.48099,7.636187,6.753711,9.592157,7.990545,8.180181,7.212949,8.985443,6.849534,7.746092,9.212124,8.169411,7.249476,7.699701,9.29229,8.285487,8.773905,7.345633,9.374712,9.042013,5.299546,4.392198,8.036024,7.824784,7.509657,9.071322,9.17671,7.742336,7.309178,8.987969,8.141556,8.003446,8.599902,4.709433,7.322973,8.204652,9.117948,6.17915,8.565078,7.2825,7.791424,8.727905,8.738514,8.13258,9.141549,7.203567,8.07306,9.01509,7.055036,8.995637,7.446863,8.062122,8.246142,8.747157,8.550663,8.745178,9.495084,8.744596,6.317433,8.801895,7.447707,6.510521,6.527395,7.616726,9.583718,"EFS_L5"
"43","PADNNX",7.966355,8.612079,8.61479,9.125042,7.872417,6.403711,7.788839,7.84314,7.991111,6.945913,7.770546,6.588067,10.010595,8.2596,8.378539,7.749713,8.439174,6.935475,8.421685,8.688392,8.341048,7.300927,8.312335,9.450701,9.073378,8.920257,7.474594,9.837854,8.42102,5.874237,6.790338,8.130529,7.763863,7.612887,9.036393,7.119098,7.726928,7.64468,8.658851,8.028986,8.107347,9.345744,5.490132,8.288199,9.397616,8.175411,7.133489,8.359088,6.992741,8.160802,8.412131,9.118493,8.067021,9.074164,7.535993,7.115073,8.583153,8.225265,8.94777,7.141843,7.688523,8.009629,9.821858,8.385053,8.552126,10.323517,8.464593,7.403034,8.831286,7.402252,6.824325,7.233638,8.283893,10.01348,"EFS_L5"
"44","PADNXC",7.686675,8.871202,7.764932,7.884739,8.192696,6.691561,6.49194,8.039075,7.942414,4.961988,7.656383,6.136533,9.4191,7.365192,7.922665,7.16822,9.153886,7.623452,7.273397,8.503271,8.197919,7.014707,8.102436,9.042141,8.235132,8.713288,6.335687,9.248243,7.73024,4.998195,7.992035,8.020219,7.033552,7.076166,8.924198,9.043466,6.938048,7.565976,8.305345,7.397908,7.681358,8.365534,4.667629,7.890863,8.677586,8.535868,6.508062,7.61237,6.428259,7.82188,8.241657,8.378005,7.190377,8.720905,6.940062,8.075928,8.667389,7.101771,8.609718,6.76607,7.501236,6.931045,8.977167,7.826573,8.434177,9.666778,8.803717,8.320028,8.46235,7.108831,6.460697,7.266999,7.261489,8.226312,"EFS_L5"
"45","PADPCI",8.451428,9.293084,8.340552,9.634345,8.529722,7.578377,7.5538,8.18307,8.218055,5.873447,8.915414,7.748125,9.641409,8.228857,8.5787,7.844208,8.930109,6.314777,8.967207,8.738203,8.975473,8.215523,8.912841,9.867157,9.62378,8.65483,6.94705,10.236132,9.895195,5.971709,4.412357,7.607056,8.075322,7.732519,9.807239,9.765242,8.093248,7.622995,8.545492,8.369194,8.179805,9.246519,4.581815,8.91865,8.744799,8.880364,9.143368,8.471356,7.240309,8.603238,9.015764,9.123269,8.808191,8.883452,7.229722,7.959395,9.08875,8.76966,8.784916,8.243088,8.447821,7.366949,9.681848,8.658242,8.857462,9.847012,8.748099,6.911314,9.326509,7.808095,6.967203,6.166812,8.469193,8.801966,"EFS_L5"
"46","PADPEY",7.609489,8.786371,7.770578,8.750214,8.338729,6.886656,6.489567,8.245197,7.925981,6.631093,6.613322,5.898561,9.024232,7.422622,8.113918,6.982722,8.833252,6.773789,7.62714,8.121771,7.600434,6.91834,7.658805,8.992645,8.752364,8.232134,6.079164,9.484938,8.282451,3.778865,8.997555,7.688486,6.641475,6.762045,9.512133,9.424288,7.055884,7.494381,8.735579,7.647079,7.570348,8.264871,4.351229,7.249546,7.783018,7.563455,7.292849,8.017301,6.05404,7.810792,7.883872,8.026246,7.457689,8.857246,6.760109,7.967108,7.686325,6.498629,8.531055,7.270075,7.341887,6.961848,8.916328,7.527906,8.670031,9.445692,8.516067,6.366744,7.942386,6.971423,6.452477,7.624419,7.711737,7.183515,"EFS_G5"
"47","PADPHP",8.323913,8.8338,7.605232,8.578403,8.12601,7.50399,6.622421,8.15532,7.973305,6.464254,7.595765,6.176609,9.514891,7.662098,7.949551,6.942718,8.785816,7.378523,8.327159,8.660971,7.600609,7.233305,7.056078,9.173646,8.930991,9.191896,7.396485,8.958048,8.683954,5.519902,4.927495,7.728881,7.57244,7.381283,9.089301,9.465043,7.639023,7.785931,8.600907,8.232256,7.619225,8.09836,4.372811,8.072271,9.738682,7.948062,8.206409,7.989366,6.718262,8.0559,8.717429,9.230432,8.126943,8.978353,7.146959,8.55552,8.197382,7.002143,8.655631,7.586195,7.862873,7.052755,9.120352,8.148114,8.347774,9.324922,8.728853,6.689745,8.529186,7.531067,7.035676,7.298401,7.7714,9.806398,"EFS_L5"
"48","PADPMU",7.914646,8.50248,8.933446,8.669942,8.419511,7.147082,7.143384,8.809602,7.727717,6.265106,7.626253,6.850307,9.883588,7.75226,8.159467,8.144975,8.551677,6.468876,7.560379,8.465635,8.173416,7.405358,8.148881,9.445049,8.527602,8.758344,7.436766,9.676431,9.104118,5.827026,5.221627,8.276393,7.006592,7.560832,9.194465,8.354051,7.595934,8.00224,8.421968,8.3014,8.338587,8.849213,5.794631,8.504042,8.411241,8.180362,7.10354,8.350904,7.074528,7.695494,7.992819,9.409897,7.710974,8.60621,7.55798,7.737615,8.071122,7.934736,9.10587,7.257241,8.149129,7.65248,8.658222,7.895903,8.075533,9.782668,8.486315,7.450616,8.597447,6.989891,6.555828,6.439334,7.6282,9.657071,"EFS_L5"
"49","PADPRJ",8.405193,9.872501,8.486714,9.069944,8.51539,7.7303,7.551647,8.055775,7.955013,6.955135,7.457797,6.273048,9.980255,7.97774,8.04884,7.566586,8.536033,6.999312,8.257936,9.166146,8.38094,8.311989,7.980687,9.252851,8.33679,8.765808,7.457202,9.478574,8.783052,5.601722,5.796405,8.285549,7.756511,7.97706,9.186077,9.438684,8.139382,7.799195,9.050107,7.832868,7.884197,9.041602,4.772108,8.193501,8.959881,8.733013,7.291781,8.533504,6.291413,8.123329,8.62139,9.245837,7.955974,8.939926,7.271633,7.726592,9.223381,8.67362,8.887278,7.45348,8.444753,8.329071,9.148475,8.390443,8.854663,9.282396,8.694209,6.473932,8.92138,7.579308,6.23725,6.742951,7.883175,10.137755,"EFS_L5"
"50","PADRYN",7.073478,8.152097,7.272814,8.10099,7.633341,6.645842,6.712181,7.79644,7.074732,5.193569,5.602149,6.168653,8.52387,6.836423,7.677968,7.064666,7.84764,6.047591,5.973473,7.637319,7.12066,5.710944,6.23209,8.218495,8.76494,7.82054,6.279405,8.429222,7.918605,4.007103,6.71689,7.256583,5.705742,6.290741,8.746257,8.781579,6.031468,7.071383,7.557371,7.375511,7.937846,7.992572,4.988431,6.219313,7.008784,6.753297,6.226325,7.013122,6.380193,7.043787,7.316157,8.095529,6.896929,8.806455,6.783643,7.433067,6.754163,7.787368,8.243875,6.781555,7.612128,6.804924,8.147068,6.969866,7.28126,9.066056,7.174137,7.002058,7.258763,6.525964,6.51147,7.458634,7.459613,8.184206,"EFS_L5"
"51","PADSEC",8.30182,9.515181,8.443986,9.070606,8.65176,7.152224,7.727518,7.576243,8.346268,7.349739,7.532775,6.231014,9.56736,8.185417,7.743989,7.460737,9.295628,6.325936,8.027922,9.319472,8.017344,7.959006,8.65749,9.359432,9.156715,8.552081,7.19537,9.137456,9.330302,6.611008,5.440198,7.881277,7.668913,7.457658,9.530685,9.044319,7.574988,7.338937,8.557915,8.051306,7.838178,8.741594,4.979272,7.845679,8.621654,7.701895,6.135476,8.314099,7.054261,7.756066,9.261103,8.539838,8.783678,9.567759,7.29192,8.125725,9.055258,7.716565,9.273663,7.363525,8.601657,7.558025,8.52963,8.495832,8.875969,9.599015,8.619435,7.098182,8.778289,7.443732,6.919314,6.04277,8.105917,9.493896,"EFS_L5"
"52","PADSMF",8.006952,9.154827,8.662988,8.991381,8.147991,7.032988,7.016417,8.006915,7.656181,6.264468,7.246746,6.454633,9.563828,8.280345,8.20002,7.566422,8.523147,6.497617,7.88908,8.532557,8.158286,7.116204,8.270256,9.388758,8.659401,8.659069,7.169896,9.29956,8.614633,4.73819,6.187986,7.912234,7.286908,7.428925,8.952211,9.025403,7.22104,7.659236,8.427046,8.029265,8.348383,8.511511,4.519106,7.707867,8.332364,8.227403,6.31965,7.612985,7.050987,7.664768,8.554787,8.773993,7.822681,9.057833,7.341337,7.492438,8.505947,7.621673,8.780207,7.287885,7.854047,8.728279,8.956109,8.219909,8.56634,9.235737,8.330712,6.629841,8.705968,7.548386,6.336178,6.742845,7.684617,9.545331,"EFS_G5"
"53","PADSXE",8.273364,9.769889,8.653538,9.6439,8.32981,7.194122,8.37831,8.629091,8.156962,5.848264,8.086599,6.345184,9.767188,8.468827,8.494561,7.792014,9.158256,6.787249,8.611277,8.70246,8.24222,8.345459,8.701805,9.719213,9.436469,8.827638,7.578946,9.007997,9.375967,4.595934,5.347271,7.80289,7.38887,7.821941,9.368687,8.988885,7.772404,7.740297,8.8974,8.11052,8.194437,8.735611,4.014513,8.556767,8.612043,8.702367,7.341676,8.328021,7.76847,7.518396,8.908672,8.864336,8.508776,8.971181,7.780763,7.502398,9.282946,7.46617,8.991193,7.481553,8.824987,8.34859,9.096578,8.650437,8.947919,9.561233,9.059751,6.869292,9.221165,7.745675,6.825767,6.999395,8.279167,9.816528,"EFS_G5"
"54","PADSXU",8.243205,9.09784,7.793692,8.409805,7.714008,7.157307,6.32749,7.8792,8.039192,6.547972,7.439836,6.187427,9.016584,7.644735,7.863993,7.472647,9.223123,8.010923,8.976771,8.927987,8.258757,7.446293,6.986666,8.86131,8.882382,9.042008,7.016763,9.107094,8.700191,4.757411,7.300052,7.749263,7.785838,7.482973,9.071721,7.244039,7.582621,7.697556,8.862948,8.295834,7.770759,8.62843,5.325247,8.436586,9.233486,9.146283,7.50444,7.779769,7.343516,7.863244,8.175408,8.70062,7.839217,8.605607,6.845332,8.399925,9.375976,7.795245,8.920664,7.041552,7.587208,7.686027,9.03462,7.964343,8.297257,9.560969,8.980398,7.806086,8.503122,7.605432,6.955017,8.342448,7.964645,7.112316,"EFS_L5"
"55","PADTCU",7.952957,9.217501,8.162788,8.09184,7.544129,6.949583,8.454672,7.626101,8.233414,4.716386,7.280229,6.031388,9.532521,7.494377,7.81243,7.170613,8.736413,6.851293,8.174635,8.537096,7.166003,7.120203,8.214088,9.039251,8.246117,8.064831,7.248971,9.493992,8.672065,4.7802,5.284177,6.95934,7.085028,7.443173,9.10849,6.981318,7.537432,6.969424,8.49262,7.908729,7.889323,8.846826,5.013729,8.191237,8.058632,8.398938,7.102925,7.565665,7.197471,7.209562,8.605132,9.463838,7.76045,8.097221,6.987872,7.522069,8.039037,6.934843,8.456723,6.780066,7.685957,8.802331,8.91732,7.282976,8.410874,9.483012,8.265594,7.280148,7.893402,7.202336,6.771996,6.065042,7.128071,8.808371,"EFS_L5"
"56","PADTJJ",7.961677,8.994203,8.47392,8.956528,8.315595,7.320418,6.402326,8.461243,8.152664,5.962103,7.540474,5.952466,9.629071,7.458448,8.217667,7.219162,9.119357,6.358201,7.743194,8.590719,7.365486,7.59267,8.307923,9.416616,8.811549,8.547043,5.787605,9.747931,8.919849,5.142677,9.199798,8.237829,7.214299,7.22814,9.711828,8.0137,7.054722,7.159353,9.3609,7.467962,7.84259,9.042705,6.836512,8.6049,8.22798,7.672203,7.326493,8.161705,6.062296,8.096987,8.598899,9.049918,8.4334,8.332457,7.152842,8.474908,8.306249,6.818691,8.712329,7.046832,8.288234,6.769583,8.846753,7.637271,8.739681,9.649747,8.894427,6.804218,8.376289,7.300951,6.358044,5.87634,8.004932,8.757445,"EFS_G5"
"57","PADTRV",8.195512,9.406255,7.596524,9.051809,8.241379,6.848295,7.983212,8.221786,8.289365,6.385671,7.589629,7.288027,9.311698,7.519255,8.35509,7.228744,8.351992,7.44501,8.328019,8.674447,7.803484,7.532051,8.712469,8.987927,9.119823,9.205174,7.364678,10.104554,8.48574,4.863641,6.06595,7.583827,7.143248,7.723456,9.150088,9.583718,7.260604,7.580306,9.119829,7.784276,7.839118,9.120702,6.282907,9.28445,8.985503,8.60133,6.844384,8.169541,6.825776,8.305051,8.532294,8.585654,7.791693,9.050713,7.887603,8.163487,8.04915,7.778992,9.044308,7.499827,7.577243,7.771614,9.722599,7.874242,9.163142,9.762278,8.70126,7.114224,8.272265,7.840395,7.112245,7.848354,8.150637,8.329641,"EFS_G5"
"58","PADUKP",8.33357,8.835345,7.276362,7.807503,7.579734,7.406251,6.485904,6.780293,7.785738,6.893868,6.786986,5.890347,8.738761,7.07987,7.326917,6.56326,8.467371,6.726402,8.170572,9.023062,7.619305,6.174052,5.585031,8.412921,9.224232,7.548734,6.644578,8.806278,7.680665,6.186741,7.320238,6.752583,7.247346,7.366443,8.822407,9.547482,7.738361,7.073416,9.222021,8.262884,7.500416,8.373274,4.578411,8.040166,8.40561,7.257354,7.867334,7.471629,5.777537,7.46298,8.23829,7.514177,7.579727,8.972759,6.660056,8.840428,8.299669,6.279503,8.389768,7.079234,7.562561,6.801151,9.004616,7.469405,8.660709,9.119209,8.43994,5.933416,8.271373,7.357696,6.675233,6.629616,7.838155,7.126776,"EFS_L5"
"59","PADUWR",8.427486,9.005347,8.318112,9.959897,8.095361,7.498791,6.691254,8.291018,8.294358,7.787118,8.988894,7.063726,9.657079,8.677557,8.456637,8.207457,9.708623,7.997427,8.735464,9.08177,7.991454,8.2833,7.9013,9.607381,9.075549,8.473428,7.111655,9.777538,9.51406,7.249492,5.73234,8.208149,8.188941,7.8845,9.246052,9.075445,7.526349,7.618175,9.147131,8.337433,8.161166,9.403915,6.9845,9.585628,9.476678,10.190955,8.752741,8.803534,6.019453,8.159023,9.333924,9.24145,8.321274,9.956919,7.200232,8.247127,9.480375,8.233912,9.869678,7.733813,8.590619,9.148302,9.223379,8.620786,8.751761,10.37743,9.493989,6.87126,9.776411,7.761571,7.181779,7.657241,8.049283,9.36259,"EFS_G5"
"60","PADUYJ",7.854568,8.019045,8.494758,8.652974,8.345371,5.929051,6.381131,8.511081,7.970696,6.306057,7.379232,6.069882,9.220027,7.561533,8.35573,7.708101,7.893403,6.873399,7.146279,8.629393,7.897129,7.474557,7.942152,9.40386,8.79834,8.809041,5.880978,9.616627,8.354871,5.006865,5.707615,7.959429,7.19765,6.63027,9.196937,9.044874,7.676299,7.707026,7.314351,7.562247,8.124849,9.292912,4.744739,7.921586,8.644463,7.830553,6.457678,8.777177,5.988235,8.198812,8.661018,8.442514,8.05516,9.989049,7.24937,8.368485,8.526417,6.883172,8.711438,7.354839,8.295698,6.702976,9.029271,7.92076,8.051408,10.145968,7.974861,7.234769,8.553685,7.265417,5.997817,6.220434,8.224535,8.838066,"EFS_L5"
"61","PADVSN",7.654561,8.397922,9.72449,9.055609,8.436598,7.505264,7.131258,8.096879,7.606415,5.490718,7.385388,7.175762,9.685787,9.463612,7.980934,7.727037,7.681462,5.736489,7.653095,7.608229,8.248077,6.727187,7.533585,9.082457,8.675861,8.18846,7.073969,9.3612,8.496502,4.198136,4.923406,7.13218,6.139392,7.090134,8.589197,8.958596,6.644622,7.699558,7.464129,7.609847,8.830226,8.673617,4.702047,7.272224,7.339002,8.034323,6.652344,8.277264,7.803845,8.217352,8.280801,9.444694,7.839957,8.316967,7.777119,6.589872,7.998903,7.467964,8.903081,7.648291,7.69353,7.109407,8.678347,8.103063,7.732148,9.077519,8.227812,5.796603,8.059383,6.677725,6.741092,6.146236,7.215737,9.754755,"EFS_G5"
"62","PADVWW",8.619439,9.269653,8.795636,8.821395,9.121125,7.04119,6.929258,7.582012,8.065493,6.769817,8.694904,6.38912,9.422259,7.247522,8.166386,6.870394,8.638492,6.811485,8.296917,9.129729,8.538798,7.733873,7.232105,9.226887,7.244773,8.045718,7.677014,9.58561,9.250679,6.580011,6.132727,7.696157,8.037605,7.515039,9.308202,8.712286,8.214925,7.189775,9.00194,8.383768,8.262476,9.863855,5.395383,9.518512,9.314224,8.176909,7.799008,8.690953,7.33194,7.972184,8.848315,9.734367,8.523321,9.323913,7.084915,7.781555,8.496376,7.383983,9.130108,7.283729,8.245029,7.718455,9.180853,8.380284,8.974009,10.163115,8.762086,7.199483,9.383183,7.807037,7.055644,7.514549,8.581674,9.706889,"EFS_G5"
"63","PADWEN",7.858192,9.322766,8.777506,7.582839,8.625916,6.401943,6.32154,8.931093,6.850617,4.532719,5.728756,5.709917,8.957353,6.202535,8.0903,7.963471,8.118251,5.78299,7.792117,6.719263,7.027342,7.421944,5.310427,9.481785,9.3331,8.803145,6.290191,7.074611,8.941766,6.52719,5.127551,7.997727,7.147087,7.928979,8.650493,7.310692,7.421132,7.864676,8.020764,7.614792,8.129112,9.936373,4.45938,7.406718,8.339718,6.079673,8.041857,8.32948,6.066368,8.117492,8.889247,7.354461,8.270651,6.059203,7.276688,8.427027,8.639091,6.222349,9.150741,6.511441,8.408331,6.628632,8.677907,8.957382,9.127409,8.450446,8.125705,5.375329,8.713452,7.076363,6.597649,6.805257,8.393614,5.373333,"EFS_L5"
"64","PADWIM",8.140906,8.85638,8.223194,9.586299,8.126761,7.018967,8.079424,7.160391,7.865992,6.069418,7.399975,7.311128,9.750285,8.050967,7.515038,8.303738,8.862231,7.920986,8.639267,8.867941,7.582481,7.221481,8.481724,9.156764,7.351038,9.360586,7.271922,8.91145,8.475906,5.140816,5.659399,7.778996,7.412387,8.043756,8.825519,7.012591,7.590877,7.774533,8.424365,8.200003,7.978578,8.395166,4.424182,8.4529,8.93276,8.650876,7.297819,8.31499,7.05166,7.819902,9.035335,9.057322,7.982091,8.638899,7.177516,7.114308,8.99874,7.57145,8.733375,7.239664,8.039135,8.062571,9.134725,8.333629,8.444022,10.064269,8.410195,7.096908,8.785163,7.429193,6.586021,7.338605,6.555883,9.027198,"EFS_L5"
"65","PADWSM",8.600411,9.232763,8.707302,8.19573,8.63086,7.285568,7.128932,9.110173,7.975403,6.913589,7.361465,6.81496,9.720186,8.770485,8.291778,8.019748,8.968387,8.001115,8.986123,9.514712,8.323878,8.911379,8.073811,9.736291,8.666257,8.712271,7.442115,9.741085,9.273006,4.248178,4.514466,8.157223,7.676789,8.449903,9.550548,8.634262,7.775933,7.873593,8.325475,7.832837,8.648374,9.25442,4.750967,8.553703,9.565572,8.738978,6.808599,8.808529,6.824102,8.305586,8.895103,9.572216,8.336058,8.539152,7.683457,7.70013,9.434324,7.662425,9.295724,7.575803,8.284011,8.446164,9.594454,8.901842,8.666333,9.73437,9.170911,7.888789,9.072332,7.708686,6.355157,7.293366,7.50312,9.860237,"EFS_G5"
"66","PADWVR",8.345859,9.98732,7.752488,9.472306,7.742009,6.465003,7.161443,6.929646,8.056944,6.188605,7.873463,6.915019,9.435297,7.55948,7.645814,7.423399,8.898042,6.067844,8.487593,8.947954,7.67843,8.381679,7.745516,9.265412,7.433894,7.695244,6.807555,9.208589,9.033556,4.777389,5.901117,7.59171,7.10413,7.452286,9.585907,8.944887,7.856784,7.135926,8.5183,7.580215,7.936758,9.385118,5.124196,8.5016,9.046068,7.849437,6.003873,8.317136,6.814413,8.155886,8.584642,9.798646,8.546133,7.774561,6.792427,7.252338,9.04456,8.223147,8.602439,7.544833,8.141762,8.125425,8.509238,7.980458,9.129152,8.966924,8.602509,7.575965,8.950458,7.734648,6.485932,6.945622,7.577084,9.65415,"EFS_G5"
"67","PADXAS",7.987894,9.059494,8.377844,8.018022,8.41843,7.059237,7.168729,8.196798,8.073559,5.894166,6.677614,6.981128,9.525844,8.010965,8.025406,7.209717,9.049397,7.338881,8.373234,8.778862,7.838917,7.713429,8.29003,9.339355,9.457727,8.735568,7.120068,9.370989,8.692356,4.940049,5.452267,7.800911,7.322925,8.099891,9.133448,9.078847,7.583452,7.72392,8.458691,8.208503,8.137709,9.62324,4.548495,7.753864,8.714195,8.022077,6.487389,8.208631,6.99339,7.953866,8.501683,9.415024,8.068381,8.322225,7.438007,7.631575,8.850576,7.900159,9.111735,7.447663,8.355342,8.791355,9.265077,8.329591,8.609483,9.550198,8.783246,7.193555,8.72815,7.421294,6.274097,7.57221,8.108532,8.676494,"EFS_G5"
"68","PADXBB",7.041283,8.299884,7.86558,6.463173,7.142066,6.910414,6.919922,7.774127,7.21345,5.804111,6.419293,6.518697,8.360804,8.458507,7.398861,6.796398,8.16529,8.03439,7.486902,7.893915,7.550956,6.573825,5.8925,7.586454,6.773648,7.857656,6.888061,7.989444,6.768445,4.662605,4.767996,7.047556,6.294836,6.790069,8.684304,8.839379,6.077832,7.325116,6.744598,7.711539,8.137527,7.759013,4.487674,6.420496,7.76581,7.071795,6.672421,7.234895,6.800361,6.82064,7.105696,8.960718,6.551975,7.733679,6.456988,5.42407,7.990669,6.505587,8.262471,7.318333,6.98229,7.602785,8.540239,7.59297,7.504438,9.372643,8.42885,6.605958,7.546823,6.195721,6.119826,7.130172,6.515649,8.424449,"EFS_L5"
"69","PAIDJS",8.221815,8.478694,8.38924,8.717879,8.844318,7.977565,6.661804,8.595295,7.80929,6.084603,7.672107,6.974041,9.515072,7.599788,8.515516,7.654947,8.23951,7.400332,8.077947,8.077522,8.136841,7.431156,8.767458,8.895185,8.473801,8.965509,6.803956,9.676614,8.142997,5.420927,8.01755,7.682899,7.254564,7.683367,9.575586,9.131675,7.500294,7.766818,8.420754,8.712834,7.971502,8.952412,6.286022,9.288514,9.935598,8.662541,7.514074,8.150774,7.081527,8.037942,8.239447,9.116321,8.021926,8.645178,7.215879,8.388293,8.414436,8.768354,8.805206,7.427795,7.969404,7.994451,9.577604,8.236518,8.706987,9.985022,8.3936,7.391235,8.3906,7.551461,7.881276,8.914758,7.749949,8.679295,"EFS_G5"
