"","Row.names","AFTPH","ARGLU1","ATP1A3","ATP8A1","AUTS2","B3GAT1","CAMK2A","CDK5R1","CHD9","CNR1","CPEB2","CREG2","CYFIP2","CYGB","DGKD","DLG4","EID1","ENDOD1","EPS15","FNDC3A","FOXP1","GNAI1","GRIA1","GSK3B","IGF1R","KIAA0100","KIAA0513","KIF5C","KLHL24","LIN7A","LRRC7","LSM11","MAP3K2","MAPRE2","MARCKS","MEG3","MIA3","MINK1","MYCBP2","NCDN","NUMBL","PBX1","PCDH19","PGM2L1","PIK3R1","PLXNC1","PPP2R2C","PRKAB2","PYGM","R3HDM1","RALGAPA1","RHOU","RICTOR","RIMBP2","RNF165","RSF1","SHOC2","SLC8A1","SMARCC2","SOBP","SP4","SPOCK2","SPTBN1","SRRM1","SRSF11","TIMP2","TMOD2","TNFRSF19","TRIM2","UBR2","ZBTB16","ZEB2","ZNF445","ZNF804A","EFS_fct"
"210","PAPZYP",8.071242,9.17496,7.925874,8.984865,8.444863,7.094527,6.159887,7.830906,8.228703,6.547596,7.565273,5.946677,9.011731,7.307915,7.872795,7.305398,9.273658,6.783978,8.113893,8.733804,7.905707,7.863345,8.183306,9.525511,8.532209,8.545798,6.122609,9.679752,8.82232,5.610658,8.27257,7.731781,7.425318,7.3881,9.524465,8.226052,7.337979,7.241401,9.228825,7.336228,7.593128,8.657885,5.381934,9.002049,8.39715,8.523021,7.064845,8.097611,6.349083,8.210282,8.624441,8.551638,8.37437,8.91011,6.842375,8.541807,9.058699,7.604525,8.777184,7.212973,8.127656,6.996857,8.917826,8.112708,8.28336,9.561717,8.633309,6.567569,8.561778,7.509514,6.614592,7.258654,7.990081,8.748485,"EFS_G5"
"211","PARABN",7.363636,8.899294,8.198276,8.330367,8.24241,7.066677,6.510696,7.845533,7.879296,5.149337,6.532729,5.816063,8.464045,7.783575,7.858036,7.2079,7.878792,6.653198,7.376423,8.851315,7.47896,6.648123,6.974797,8.487203,8.189745,8.67926,6.326864,8.725216,7.883384,5.017825,9.125171,7.561818,6.759787,6.599172,8.798505,9.755828,7.025511,7.654249,8.341676,7.663213,7.817007,8.401645,4.67651,6.592663,7.485332,7.376135,6.365746,7.853356,6.399592,8.095328,8.13588,8.754854,7.684798,8.56515,7.443381,7.250417,8.146061,6.032954,8.793673,7.673148,7.747741,6.413199,8.574245,7.651526,7.939321,9.540734,8.216251,7.953532,7.671517,6.587324,6.008819,7.253406,7.822978,8.280943,"EFS_L5"
"212","PARACM",8.448207,9.340644,7.959364,9.386849,7.624877,6.554661,7.653262,7.655519,8.323627,5.412552,8.071891,6.714533,9.267186,6.809938,7.946923,7.014188,8.878378,8.139259,8.854991,9.166156,8.102194,7.751221,7.957747,9.668733,8.278703,8.494282,7.069448,9.4002,9.804728,4.959131,5.042656,7.609237,7.750218,7.728025,9.356754,8.713971,7.883126,7.346359,9.027343,7.584633,7.724646,8.908912,4.573132,8.375439,8.883873,8.606189,7.369264,8.025796,6.2327,7.92717,8.95902,8.937316,8.4958,8.265866,6.739068,7.86175,9.385097,7.268999,8.711099,7.335338,8.163125,8.036911,9.459705,8.489265,9.075772,9.492145,8.745239,7.325651,9.170171,8.042194,6.626314,8.135548,7.445487,9.630371,"EFS_G5"
"213","PARAHE",8.14994,10.062174,8.338758,9.867142,8.187756,7.306818,6.067632,7.804273,8.413953,6.198388,7.456468,5.651809,9.023255,7.179558,7.518924,7.485829,8.752212,7.556863,9.209865,9.535518,8.064299,7.971096,6.133677,9.155779,8.811069,9.117505,6.862898,9.132728,9.305503,7.753641,5.396868,7.332093,7.846454,7.838192,9.176696,9.311497,7.670269,7.619151,9.255175,7.462164,8.032214,8.629251,4.487054,8.577154,9.27539,8.767257,6.725858,7.946639,7.367778,8.145991,9.336165,8.627306,8.328963,9.761642,6.705924,8.314633,9.497555,8.948139,9.012382,7.284898,7.915272,7.068159,9.177767,7.918332,8.430364,9.697225,8.602005,6.0514,8.51535,7.889445,8.364041,7.313071,7.907859,9.432025,"EFS_L5"
"214","PARCWT",8.27474,9.946089,8.741358,9.235032,8.258941,7.199642,6.59338,7.934386,8.743314,6.649196,7.606283,6.296048,9.226546,7.884101,7.878353,7.468767,8.745618,8.178797,8.890875,9.620849,7.808509,7.547364,8.713633,9.588113,8.855409,9.090829,7.111351,9.878215,8.929879,5.850122,5.262425,7.437676,7.991472,7.823943,9.586056,9.656299,8.011493,7.622329,9.213269,7.709065,7.854632,8.617226,4.985101,8.11226,9.067347,9.034273,7.183362,7.689586,6.943553,8.271327,9.546935,8.831719,8.363654,9.482005,7.681466,8.209248,9.593507,7.799539,8.861691,7.299841,7.974041,8.669702,9.462401,8.312186,8.667083,9.944632,9.47579,7.894476,9.047466,7.983015,6.672803,7.756646,7.700565,9.060304,"EFS_L5"
"215","PARDUJ",8.098596,9.05642,8.020208,8.683532,8.069963,6.940921,8.084276,8.069601,7.863768,6.395569,7.368322,7.113148,9.311834,7.975935,7.973897,7.479882,8.149637,7.708526,8.550394,8.284938,8.067688,7.627687,7.772409,9.525436,8.710848,8.584595,7.231955,9.473502,8.991111,4.571125,5.689553,7.901219,7.655917,7.405745,9.292494,7.152117,7.552715,7.440173,8.273152,8.174388,8.120833,9.110486,4.842555,8.363136,8.287157,8.426773,7.769277,8.196683,6.955118,7.867568,8.191924,8.995158,8.34029,8.973052,7.209492,7.113668,8.98305,7.830724,8.719775,7.19211,8.070005,8.124735,9.55088,7.870946,8.538855,9.9971,8.788369,6.731085,9.398785,7.502668,6.572188,7.582203,7.472395,10.270982,"EFS_L5"
"216","PAREGK",7.904955,9.025392,7.8412,7.850302,7.896964,6.617128,6.619692,7.412471,8.092828,6.327775,7.619868,6.115033,8.369848,7.583142,7.993197,7.424267,8.610051,8.194683,9.122716,9.045117,7.844168,7.576975,5.240546,8.847525,9.118438,8.926899,6.903171,8.682286,8.279487,5.258547,6.659571,7.847766,7.471639,7.53693,8.672065,10.498191,7.121214,7.848015,8.220273,7.794312,7.958724,8.613813,4.452384,7.697509,8.890647,7.352973,7.084899,7.721826,6.791288,7.922254,8.753367,8.39399,7.881702,8.715212,6.589732,8.046933,8.603279,6.84428,8.643877,7.740693,7.416705,7.248361,9.827194,8.078799,8.347207,9.816184,8.362116,7.087445,8.073028,7.371879,8.816956,7.890855,7.812054,6.619169,"EFS_G5"
"217","PARFBW",8.098191,8.437413,7.74143,7.596881,7.453524,7.238763,8.623819,7.916979,7.289719,6.106905,7.835685,7.499147,9.94717,8.076223,8.160514,7.504648,8.152131,8.514844,8.306488,8.52357,7.39549,6.944824,8.181331,9.073215,8.357418,8.315108,7.708873,8.792465,8.096481,5.343166,5.485984,7.869157,7.080392,7.302702,8.518412,7.395528,7.088831,7.560795,8.190473,8.028742,8.25717,9.029532,5.221852,8.814897,7.616287,8.293835,7.919264,7.722556,7.120198,7.105556,8.258115,9.27153,7.121119,8.118851,7.034198,7.289107,8.233647,7.58257,8.609733,7.567274,7.398305,8.708522,9.59725,7.195602,7.82859,10.276685,8.650741,6.951935,8.616723,6.983598,7.390186,7.125405,7.188679,7.726579,"EFS_G5"
"218","PARGDJ",8.282077,9.484621,8.68321,7.914714,7.955218,7.155081,8.753142,8.03681,8.193527,6.599229,7.68364,8.129513,10.182947,7.918947,8.447221,7.915119,8.761955,8.039004,9.104861,9.533,7.727172,7.545752,7.952206,9.198674,8.717567,9.052342,8.150254,9.781309,8.448415,6.31881,6.537176,7.853637,7.697997,7.907173,9.124802,9.086277,7.834394,7.87683,9.338887,8.591424,8.057535,8.90523,5.318627,9.833726,8.169486,8.968536,8.229691,8.033837,7.255118,7.653967,8.962582,8.994906,7.994504,8.692297,7.401267,8.052817,9.102603,7.269856,8.999451,7.752092,7.871048,9.018269,9.564793,7.61289,8.284645,10.467369,8.964143,7.094529,8.989821,8.046799,6.488272,7.218335,7.705153,9.172782,"EFS_L5"
"219","PARGUX",8.220406,9.405351,8.414404,8.027658,8.270884,7.147136,8.218458,7.776008,7.91568,5.772253,7.342069,6.064537,9.393059,8.051887,8.109914,7.718138,8.313556,6.571462,8.34018,9.149986,8.099325,8.092207,8.122437,9.351318,8.24029,8.72629,7.508873,9.315527,9.06127,4.211566,4.456236,7.988717,7.579962,7.694785,8.826638,10.016997,7.934717,7.777465,8.322089,7.756508,8.146388,8.651102,4.374068,8.0577,8.820194,8.512041,6.953275,8.517841,6.662794,8.228618,9.219936,8.39637,8.563098,8.836803,7.272292,7.390765,9.334595,7.619349,9.090173,7.645979,8.501645,8.02305,8.991416,8.373427,8.517169,9.371172,8.236901,6.757575,8.85912,7.70706,6.388387,6.600351,7.893342,9.318918,"EFS_G5"
"220","PARHYL",8.062272,9.281789,8.279392,8.408301,8.403051,6.783083,6.49937,8.348062,8.211985,6.588342,8.054004,5.886823,8.93307,8.023368,8.143534,7.769996,8.460582,7.592283,8.819686,9.104959,8.382442,7.816219,4.522384,9.408705,8.613402,9.119352,6.840476,9.382305,9.138836,5.81037,8.750248,7.693049,8.100027,7.653227,9.496331,9.98378,7.670307,8.098589,8.550819,7.663701,7.864614,8.615014,4.854292,8.607867,8.363784,8.510771,7.382644,8.099321,6.734644,8.388021,8.825973,8.655463,8.501621,9.004008,7.258823,8.088063,9.272248,7.299429,8.905071,7.569684,8.226844,7.845084,9.644299,8.180076,8.638385,9.590358,8.796252,7.589752,8.778992,7.45451,6.587729,7.92213,8.201691,7.645117,"EFS_G5"
"221","PARIKF",7.834282,8.9199,8.51453,8.791577,9.209818,6.955978,6.253406,8.355213,8.261581,4.941645,7.217561,5.690767,9.29374,7.475213,8.093956,7.736119,8.636582,6.699516,6.944009,8.913665,8.323929,6.844877,8.325322,9.492514,8.557138,8.827783,5.895351,9.664235,8.80074,4.966828,5.295863,7.773393,7.111546,7.146302,9.698497,9.216518,7.647953,7.429489,8.147893,7.509558,7.819306,9.117592,4.940215,7.341199,7.716186,8.128607,6.40435,8.149763,6.198263,8.352752,8.733325,8.693437,8.079084,9.395306,7.83578,8.425065,8.473843,7.910703,8.946904,7.196897,8.212861,6.746507,8.738203,7.652729,7.660948,9.456231,8.767193,7.613353,8.6353,7.135408,5.948009,6.758889,8.186641,10.245172,"EFS_G5"
"222","PARIKT",8.293446,8.480944,9.31837,8.801657,7.171552,7.156082,7.690133,7.500532,7.85869,7.262625,8.478679,7.538788,10.228282,8.804168,7.408474,8.397087,8.499181,7.552831,8.975507,9.26684,6.869827,7.112558,8.141182,9.262876,7.887971,8.766165,8.22788,9.544825,7.845391,6.733443,6.625357,7.748307,7.677926,7.677568,8.022259,8.79766,7.240665,7.651827,9.627323,8.936457,8.337032,7.996922,6.037656,8.742644,8.45253,8.719239,8.744702,8.119899,6.607072,7.641449,8.888205,7.946002,7.923458,8.589875,7.237177,6.686382,9.214938,7.702496,8.420774,7.218513,6.827818,9.427368,9.751043,7.395917,7.412928,10.414068,9.122149,6.72818,9.133361,7.172251,6.666647,5.985318,7.289385,8.883302,"EFS_L5"
"223","PARIRD",7.615283,8.082999,7.71757,8.152058,8.122912,7.379246,6.575071,8.244796,7.285676,6.110265,6.388708,5.848636,9.235324,7.530818,7.851743,7.126876,7.943438,6.40545,6.727448,7.584751,7.430123,6.507805,7.721554,8.512696,8.368061,8.60685,6.156135,9.067287,7.629641,4.732696,7.765967,7.714976,6.173923,6.805804,8.785733,7.482052,6.275086,7.075872,8.198611,7.721086,7.876255,8.188218,4.908212,7.03115,6.61921,7.304476,6.154874,7.716232,6.577708,7.741853,7.55497,8.246278,7.238844,8.056355,7.349928,7.449448,7.530187,7.427168,8.810827,6.882751,7.711028,7.453099,8.331945,7.475402,7.687657,8.81069,7.429253,5.788799,7.729503,6.297649,6.427858,5.792378,7.556734,9.266669,"EFS_L5"
"224","PARJAR",8.04278,9.404104,8.355824,10.101457,8.966437,7.133349,7.875277,7.9427,7.924305,6.158911,8.520968,7.070624,9.324956,8.082323,8.45652,7.535414,8.324839,6.796109,8.925865,8.724747,8.402109,8.278845,7.67484,9.461769,8.650392,8.68944,7.180843,9.919641,9.252386,5.000238,5.303994,7.683533,7.991734,7.75231,9.450788,7.022122,7.955601,7.629016,8.661581,7.774208,8.095476,8.7916,4.668265,8.46472,8.829286,8.497986,7.104405,8.258802,6.4671,7.802956,8.981398,9.333787,8.735408,8.859094,7.130242,7.22853,9.232464,7.750671,8.825666,7.433747,8.340247,7.907089,9.326873,8.438449,8.82528,10.551947,8.712367,6.369417,9.407134,7.709133,7.056538,7.133999,7.536651,9.025574,"EFS_L5"
"225","PARJTB",7.977186,9.160764,8.256106,8.792619,8.131206,6.585534,6.001692,8.318854,8.038145,4.608783,6.411224,5.683647,9.259147,6.88628,8.028912,7.763241,8.184325,6.325476,7.562283,8.5168,7.6244,7.113604,5.14401,8.994218,8.144077,9.229095,6.025329,9.05133,8.435174,6.972275,6.290346,8.10075,7.436671,7.000113,9.252559,7.969618,7.584594,7.76449,8.626237,7.750681,7.959542,8.421001,5.156485,7.149013,7.921008,8.199372,6.827419,8.314149,6.248603,8.526948,8.695352,8.210661,8.142066,8.193109,7.284329,8.323355,8.476525,6.003784,8.770871,6.865431,8.125462,6.435849,8.697333,8.258422,8.501914,8.993808,8.165009,6.660981,8.066137,7.298277,5.714859,7.329829,8.193225,8.376252,"EFS_L5"
"226","PARMFA",8.303938,9.202866,8.320372,8.357243,7.332257,6.644732,8.502478,7.696012,8.462526,7.078697,8.205423,7.59158,9.669692,8.405488,7.969809,7.741822,9.002879,9.079271,9.764304,9.361835,8.372352,7.675142,8.031187,9.617815,8.534045,8.697837,7.941323,9.215208,9.090477,4.549188,4.971737,7.643224,8.221569,7.738756,9.486507,9.069144,7.960608,7.821674,9.003902,8.313686,8.171273,9.167363,4.410453,9.396737,8.937733,8.392674,7.570835,8.451365,6.974445,7.665995,9.028927,8.955564,8.668544,7.901762,6.794724,8.060225,9.611393,7.931987,8.696353,6.935302,7.939267,9.247392,9.988932,8.211745,8.599119,10.438123,9.122925,7.685022,9.259438,8.085759,6.671897,8.674535,7.35827,8.582987,"EFS_G5"
"227","PARMTT",8.295788,9.408507,8.640826,8.824449,8.424583,6.891972,6.606001,8.063442,8.145755,5.475265,6.929165,5.868429,9.271969,8.14922,7.595812,7.455531,8.217163,5.472744,7.366104,8.887194,7.762169,7.178667,7.521224,9.133907,8.34523,9.495855,6.608068,9.180337,8.394305,5.933799,5.696777,7.702121,6.772495,7.450826,9.013457,9.121984,7.208154,7.532139,8.548956,7.818346,7.746425,8.544339,4.337873,8.213973,8.422781,8.403622,7.341554,7.439246,6.570982,7.84514,9.142501,8.763054,7.789877,9.013239,7.135683,8.534798,9.100915,7.99444,9.114701,7.334987,7.884954,6.745452,8.660841,7.956207,7.841446,9.085344,8.688947,6.017184,7.953143,7.022315,5.852514,5.341328,7.27907,9.598538,"EFS_L5"
"228","PARNCW",7.944285,9.17492,7.390862,9.475563,7.749753,7.205125,6.4264,7.786638,7.883312,5.496769,7.019085,6.303568,8.814457,7.300585,7.617121,7.04032,8.386383,6.085867,8.409676,8.512898,7.835438,7.431303,6.726362,9.016304,8.990829,8.818697,6.333252,8.94025,9.082068,6.198955,4.515064,7.346637,6.978962,6.97522,8.897127,8.763946,6.982107,7.244535,8.45556,7.650487,7.917756,7.72317,4.834632,8.975605,7.831625,8.189395,7.320528,7.850655,6.60129,7.75097,9.094893,8.276897,8.089324,9.399844,6.522058,8.118935,9.268819,7.824293,9.047664,7.021818,8.177635,7.568007,8.556623,7.341566,8.202328,9.290774,8.11921,5.824093,8.08931,7.206644,6.669262,6.472972,7.29076,6.937472,"EFS_L5"
"229","PARNEE",7.583814,9.017345,8.207342,8.023923,8.413985,7.487309,6.431934,7.729219,7.915556,5.955606,6.484725,5.79792,8.851916,8.212275,7.880517,6.998209,8.472317,6.135919,7.225942,8.583237,7.229296,6.727429,6.698194,8.783341,9.490012,9.05699,6.260287,9.089459,8.009151,5.146378,5.8757,7.44312,6.667464,7.067964,8.934111,11.243385,6.69087,7.413209,8.888824,7.449091,8.123768,8.021862,5.680139,7.18944,8.47875,7.544395,7.619411,7.679249,6.299505,7.808407,8.963329,8.274114,7.639113,9.096499,7.721459,8.23874,7.835707,5.79956,8.899828,7.133722,7.790335,6.413787,8.465394,7.487427,8.189553,9.397314,8.403342,6.593508,8.026259,6.813608,7.262049,5.811145,7.75185,8.068106,"EFS_L5"
"230","PARRBU",8.334543,9.062229,8.697768,9.000119,8.77402,6.986196,6.180494,8.565009,8.007125,4.660515,7.57315,6.080208,9.35523,8.018191,8.511166,7.080808,8.514769,6.783129,8.619654,8.574162,7.683019,7.768253,8.014474,9.163126,8.537637,9.260111,6.132638,9.762658,8.847891,4.351509,6.276923,8.101826,7.815589,7.623077,9.454188,9.302222,7.615607,7.466926,8.776388,7.514888,7.731821,8.747757,4.462804,7.524797,7.605679,7.188128,7.582882,8.285272,6.853252,8.804905,8.778806,9.019736,8.30153,8.143339,7.590207,8.076445,8.629421,6.431662,8.701958,7.139768,8.188624,6.88845,9.121918,7.697943,8.58735,9.010964,8.694993,7.339966,8.386277,7.312326,5.933192,7.495081,7.948802,8.54744,"EFS_L5"
"231","PARSEA",7.757838,9.176975,8.359062,8.591004,7.790958,7.0515,7.918372,7.485253,7.596047,6.119688,7.357289,6.980388,9.232342,8.530142,8.085518,7.293757,7.865566,7.036211,7.896546,8.13205,7.406922,7.005366,7.587719,9.000366,8.407923,8.520067,7.435258,8.439237,8.164565,4.793469,4.833706,7.834247,7.058311,7.215919,9.032716,7.023598,6.822606,7.466447,8.402692,7.934002,8.251116,8.248184,5.485105,7.495775,8.238922,7.761978,6.628881,7.546819,6.812505,6.991861,8.924119,8.966367,7.642675,8.657427,7.202104,6.723975,8.726925,7.400972,8.670338,7.428838,8.090046,8.247487,8.898175,7.979316,7.928696,9.922743,8.481962,6.757679,8.701804,7.017477,6.420076,6.694832,7.26147,10.064883,"EFS_G5"
"232","PARSHT",8.195177,9.083116,8.424108,8.496399,8.457984,7.442019,6.232324,7.728695,7.548517,5.319638,6.686239,6.151406,9.099109,7.493412,8.0903,6.58668,8.357237,6.520614,8.007129,8.683788,7.848738,7.209186,8.26045,8.897216,9.342014,8.333737,6.242779,9.339333,8.902432,5.330918,8.575945,7.894134,7.25075,6.787245,9.156272,9.125115,7.07664,7.240103,8.590288,7.667417,7.614269,9.111161,4.483149,7.470156,8.137465,6.703457,6.986732,8.78002,6.366457,8.051337,8.952301,8.666501,8.307124,9.3377,7.123561,8.135015,8.068883,6.645696,8.180794,6.993524,8.304077,7.574047,8.565437,7.519827,7.937857,9.199551,8.578115,6.138561,8.259832,7.287079,6.349747,7.175709,8.067902,9.794054,"EFS_G5"
"233","PARUXY",7.92227,8.80405,9.0475,8.496161,8.1218,7.959038,7.432928,7.998993,7.878707,5.592745,7.476004,5.859764,9.568005,8.616042,7.834845,7.975743,8.292872,7.482229,8.313239,8.604687,7.562039,6.757409,7.172289,8.984744,7.839951,8.40642,7.649454,9.125279,8.380241,5.463073,5.619116,7.673844,6.949419,7.395685,8.746522,9.713088,7.234902,7.906219,8.967629,8.92799,8.454053,8.941883,6.062173,8.20918,8.900939,8.380498,7.436375,8.943872,6.79889,7.767805,8.75067,8.15363,7.532219,8.650449,7.184293,7.867497,8.417696,8.245269,9.113498,7.52501,7.403704,7.469855,9.449873,7.789055,7.968352,10.203685,8.683047,7.298472,8.689519,7.288645,6.443957,7.315493,7.553368,8.639558,"EFS_G5"
"234","PARVME",7.854306,9.368648,8.791108,9.640495,9.320155,7.539517,6.562799,8.561688,8.190018,5.473347,7.633771,6.602662,9.059597,8.156798,8.196386,7.367216,8.136402,6.468047,8.203204,8.63427,7.848602,7.779047,6.284817,9.217206,9.117789,9.123346,7.111913,9.473921,8.879316,4.848006,4.366549,7.389586,7.269231,7.996047,9.25715,9.788535,7.197721,7.89151,8.514031,7.8192,8.064041,8.927006,4.168483,7.591987,7.596557,9.163081,7.395196,7.945602,6.632133,8.073939,8.938232,8.939825,8.081043,9.328693,7.958241,7.50041,8.685757,7.028442,9.148705,7.369593,8.267228,8.118865,9.069558,8.104167,8.476301,9.8882,8.580272,6.168929,8.732359,7.253796,7.023107,7.030938,7.757348,9.335116,"EFS_L5"
"235","PARVRR",7.899768,8.646897,8.308346,8.998115,7.895493,7.239849,6.377721,8.177209,8.246845,7.110921,7.486181,5.776122,9.052112,7.858273,8.095972,7.68586,8.287068,7.24041,8.275924,8.510873,7.70317,7.045351,8.598899,9.005368,8.72877,9.393968,6.027872,9.350995,8.626523,5.350172,8.012887,8.168403,7.408513,7.005042,9.010553,10.340644,7.416812,7.960564,8.889675,7.673594,7.527905,7.94154,4.556805,7.370349,8.359802,7.404906,6.752553,8.202521,6.31189,8.052437,8.874089,8.167812,8.457391,9.818494,7.121064,8.145307,8.583303,6.633304,8.911437,7.305876,7.808245,6.446749,9.304471,7.858067,8.714577,9.833615,8.910361,7.390752,8.420084,7.610949,7.246849,7.419297,8.149709,6.818065,"EFS_L5"
"236","PARXLM",7.738234,9.007407,7.881324,8.17124,8.168502,7.408106,6.378895,7.561962,7.455806,6.947421,7.413516,6.134315,8.934886,7.88604,7.627384,7.227504,7.927792,6.771906,8.057126,8.569513,7.817802,6.710916,8.042051,8.718536,8.116363,8.571557,6.318711,8.958003,7.902041,5.842221,7.89796,7.732149,6.731161,7.010621,8.768763,8.972914,7.341566,7.471563,8.371553,7.42596,7.849485,8.245312,5.534058,8.169005,8.082294,8.63763,6.753069,7.837269,6.507413,7.347564,8.185213,8.861531,7.618323,8.783818,7.204147,7.807848,8.133467,6.981939,8.649906,7.069157,7.680405,7.277167,9.176235,7.556162,8.132555,9.100044,8.110482,6.768816,8.140333,6.985907,8.091169,6.345854,7.240747,7.9768,"EFS_L5"
"237","PASATK",7.973742,9.509836,8.144642,8.926284,7.836525,7.149904,7.026058,7.820288,8.039863,5.705733,7.388499,5.990472,9.427824,8.210282,7.918742,7.38789,7.995676,5.77323,7.766752,8.786774,8.038228,7.876613,8.012939,9.008078,8.533255,8.655921,6.843646,9.197476,8.552129,4.930424,5.027676,7.725996,6.747198,7.480344,8.446208,8.632854,6.994662,7.419861,8.393892,7.735502,8.127132,8.560256,5.130874,8.144509,7.783197,8.091437,5.913798,8.112122,6.792341,7.860996,8.809324,8.783037,7.995685,8.920982,7.856254,7.580252,8.960621,8.445672,9.103473,6.920981,8.096828,7.226546,8.336257,8.002373,8.402817,8.779143,8.579295,6.845381,8.682932,7.181635,6.323857,6.414604,7.474127,10.156082,"EFS_L5"
"238","PASAZJ",8.170951,9.522581,8.123036,8.906969,8.654542,7.2746,6.594628,8.335853,7.742139,5.008002,6.947745,5.710498,9.794466,7.196415,8.012378,7.341302,7.569091,6.220391,8.359518,9.026826,8.117867,7.215719,8.260031,9.253618,7.571512,8.91431,6.738048,9.533342,8.476053,5.11172,8.751213,7.532906,7.483521,7.656502,9.339191,7.73315,7.182034,7.512311,9.215809,7.773198,7.676001,8.267899,4.199215,8.4058,7.526154,8.009282,6.003827,7.696819,6.637128,7.862814,8.553839,8.560007,8.164594,8.476948,7.553863,7.91232,8.818818,8.18134,9.168906,6.713014,8.012768,8.055873,9.121616,8.152242,8.639337,8.843448,7.876324,6.611109,8.428023,7.176632,6.229568,6.512426,7.992836,9.840499,"EFS_G5"
"239","PASBEN",7.963744,9.376962,8.416744,9.186198,8.02863,7.413957,7.513218,7.806913,8.101664,5.935204,7.45367,6.692876,9.614836,7.837828,8.290263,7.501207,8.445433,6.433176,8.235485,8.849167,8.36955,7.204842,8.702473,8.944589,9.849059,8.967249,7.239726,9.268443,8.721988,5.159147,6.467113,7.573191,7.208889,7.849783,9.028741,9.373725,7.596623,7.51708,8.995817,7.911411,8.042881,8.065122,4.29014,7.799484,7.622051,7.395044,5.807879,8.01975,7.234421,7.857748,9.11857,8.559379,8.288313,8.320573,7.897163,7.513846,8.820777,7.320041,8.978579,7.333748,8.163273,8.517579,8.89471,8.324579,8.55668,9.435415,8.161461,6.32221,8.319318,7.5196,6.826716,6.544966,8.015792,9.464959,"EFS_L5"
"240","PASCKI",8.13349,9.543576,7.88607,8.864162,8.138557,6.970453,6.696524,7.982478,8.17445,5.581982,7.261125,6.999435,9.192111,8.126225,7.944025,7.241686,8.672524,7.280891,8.543731,8.804834,8.578977,7.639721,7.647976,9.107855,8.906319,8.945065,7.094466,9.562123,9.097408,4.339566,4.764576,7.4484,7.635833,7.369737,9.42754,9.031486,7.40455,7.622068,8.731468,7.515796,7.860013,8.827155,4.635993,7.731078,8.86581,8.84973,6.014104,8.058276,6.37546,8.037305,8.954931,9.1768,8.332227,8.942864,7.141657,7.773703,9.142258,7.675996,8.848102,7.344235,7.925188,7.912974,9.160872,8.289092,8.811683,9.482409,8.800371,6.645805,8.972218,7.59923,6.853451,7.622917,7.767746,9.824239,"EFS_G5"
"241","PASCLP",8.275274,9.218142,8.016074,9.230012,8.391219,6.702693,5.893516,7.987998,8.689444,6.609235,6.283047,6.034616,9.032444,7.048803,7.638281,7.484714,8.848984,7.134038,7.386021,9.016363,8.621286,7.467289,8.949039,9.572462,8.737843,8.342614,5.743396,9.630616,9.167852,5.423619,8.174959,8.131866,7.530026,7.254941,9.802098,8.276169,7.580781,7.093916,8.960079,7.254791,7.621073,9.213911,5.084188,7.887029,8.454389,8.760397,6.415984,8.459533,6.00208,8.355222,9.246657,8.509082,8.741517,8.727777,7.445479,9.115652,9.224287,8.052199,8.683635,7.114593,8.306993,6.356862,8.857981,7.799043,8.373621,9.316535,9.16033,7.394301,8.914658,7.749378,6.147228,7.565742,8.264893,8.681708,"EFS_L5"
"242","PASCUF",8.185774,8.858529,8.36158,9.137845,8.884336,6.927154,7.069612,8.107062,8.1943,6.418039,7.120503,6.378119,9.429014,7.860697,8.082789,7.290224,8.308279,6.798403,8.468568,8.671445,6.955114,8.248469,8.348939,9.576617,8.894392,8.636082,7.405726,9.759105,9.580647,5.234033,7.654265,7.759199,8.076056,7.913797,9.253132,8.931855,7.827753,7.155481,8.631108,8.030614,7.925132,9.267105,6.031272,9.216849,9.404636,8.741207,7.456513,8.057775,7.400283,8.336168,8.884322,8.567709,8.40197,8.823063,7.999852,7.790582,8.704519,9.582712,8.97354,6.739992,8.366372,7.715267,8.975226,8.291426,9.063605,9.574429,8.518126,7.199715,9.672996,7.870753,6.372809,6.127152,8.343748,11.143847,"EFS_L5"
"243","PASDZJ",8.549537,9.088771,6.055926,8.526786,6.898236,6.288007,6.229319,6.879877,7.886697,5.613439,7.915535,5.57939,9.143215,6.780597,8.296884,6.494024,8.241601,7.396594,9.098343,8.468525,8.774263,6.536865,5.91127,8.456661,7.631934,8.548258,6.977206,7.304853,8.367412,5.722662,5.819536,7.056409,7.291428,7.091918,8.651636,7.315834,7.544837,7.476109,9.236367,7.533512,7.443195,7.671188,4.660437,6.812732,8.317787,8.248657,6.168755,7.611163,6.49151,7.694594,8.115258,8.118149,8.449041,6.492542,6.008664,7.568643,8.921825,6.518316,8.438328,6.735538,7.954988,7.918628,9.146456,8.470453,9.040169,8.563236,6.832241,6.132014,6.850489,7.932106,7.023642,8.006703,7.464138,7.223914,"EFS_L5"
