"","Row.names","ABCF1","ASF1B","ASS1","CDCA7","CHAF1B","DDX21","DNMT1","DUT","EMB","FEN1","GRWD1","HELLS","HMGA1","HMGB2","IFI16","IFRD2","LY6H","MCM3","MCM5","MCM6","MSH6","NAP1L4","POLA2","POLD1","PRPS1","RAD51","RNASE2","RRM2","SERPINA3","SMC2","SNX5","VCAN","EFS_fct"
"1","PAAPFA",8.490067,7.483151,8.038482,6.910651,6.207147,8.689832,8.439919,7.141003,5.647743,8.374677,7.411413,7.689529,8.474129,9.581245,6.43587,6.993573,6.547923,8.100107,8.391546,7.865076,7.969181,9.028785,8.011804,7.301996,7.736054,6.511142,3.841351,8.943376,5.115919,7.619041,8.188065,8.42243,"EFS_L5"
"2","PACLJN",8.16726,7.421707,7.298562,6.16817,6.224014,7.779103,8.154208,7.378145,6.638949,7.745079,7.803002,6.680695,8.636251,8.568656,6.429589,6.819349,6.624185,7.746814,7.98922,7.617884,7.558793,8.383287,7.497235,7.387792,7.437484,6.097605,4.001627,8.047068,5.454578,7.75261,7.566437,8.265994,"EFS_G5"
"4","PACRYY",8.326152,7.558174,6.897499,7.530009,6.814353,7.914378,8.644217,7.379907,6.057881,8.415777,7.545369,8.184833,8.26067,9.788514,6.844701,6.97493,6.276862,8.199748,9.02738,9.252668,8.419922,8.775205,8.824898,7.438632,8.153482,7.322606,4.160323,9.009549,4.764244,7.895643,8.053629,7.710294,"EFS_G5"
"5","PACRZM",8.596669,6.653817,7.011008,6.562438,5.935114,7.819473,7.950331,7.543574,6.306196,7.81313,7.619101,6.046891,8.834267,8.342129,6.23623,7.298154,7.925178,7.78682,8.421938,8.157352,7.728577,8.205604,7.189281,7.462757,7.793448,5.604124,4.630176,7.445129,5.051994,7.156089,7.560096,7.009179,"EFS_L5"
"6","PACSNL",8.846738,6.564922,7.567957,7.350417,6.572386,9.350418,8.420789,8.05763,7.668437,8.058966,7.661603,7.121705,8.329151,8.800555,8.286078,7.052639,6.1038,8.417885,8.57684,8.697277,8.568189,8.432584,7.746536,7.424187,8.50279,6.893616,4.051037,7.285916,4.479096,7.283332,8.493665,7.80782,"EFS_L5"
"7","PACSSR",8.104417,6.766733,7.625778,6.949042,6.403675,7.722734,8.962314,6.789217,4.744963,6.550487,7.260865,7.37231,8.245531,9.018459,5.367533,7.512916,7.087983,7.380301,7.807511,6.98125,7.251007,8.376527,7.098611,7.955502,5.444501,6.104904,3.538326,7.293424,5.003432,6.360591,7.683959,6.120891,"EFS_L5"
"8","PACUGP",8.265559,6.769766,6.495183,7.456591,6.535251,8.509648,8.535164,7.723343,6.683818,8.203796,7.469875,8.03975,8.309698,9.313531,5.976152,6.960526,6.3415,8.132576,8.894604,8.836828,7.99006,8.349125,7.750732,7.634776,7.787156,6.985445,3.715359,8.293722,4.741323,7.2883,8.048692,9.978961,"EFS_L5"
"9","PACVNB",7.888771,6.755616,8.896073,6.342304,6.40157,7.727914,8.216115,6.991268,6.406646,7.654815,7.590934,6.927204,8.390641,8.600659,7.16919,7.134054,8.02437,7.358389,7.945998,8.133728,7.900853,8.310914,7.302322,7.31442,7.803991,5.853555,3.896279,7.324928,5.462762,6.49409,7.631601,8.631207,"EFS_L5"
"10","PACYGY",7.909981,7.029626,6.740618,6.464987,5.750211,7.278373,8.22869,7.36393,5.501611,7.861587,7.359982,7.064171,8.287557,8.565484,6.18516,7.064615,6.571047,7.592753,8.520822,7.701628,7.360737,8.430799,7.7083,7.235127,6.899903,6.601575,4.171236,7.876536,4.770244,7.190205,7.620557,7.236643,"EFS_L5"
"11","PACZPX",8.183872,6.165804,6.671471,7.23444,6.216658,7.302924,8.018206,6.92198,5.928175,6.981001,6.635043,8.170522,8.208654,9.955815,6.7593,6.840382,6.295587,7.959237,8.061459,8.112654,7.80453,8.085549,6.906047,7.205594,6.695337,5.852605,3.584943,10.568068,4.366851,7.186061,7.836885,8.67368,"EFS_G5"
"12","PADENF",7.839941,7.256361,5.942352,7.123293,6.687405,7.464746,8.429024,7.398394,5.430802,7.973747,7.117097,7.694046,8.180042,9.283337,6.21468,6.846269,6.155637,8.19568,8.63295,8.803969,8.40268,8.585915,7.86235,7.525455,7.688728,6.904474,4.14719,8.523824,4.404189,7.703361,7.788019,7.323499,"EFS_G5"
"13","PADFLI",8.033371,7.72166,6.549047,7.923329,7.062911,8.96506,8.608687,7.743852,6.379781,8.662304,8.038814,8.233232,8.680214,9.537476,7.735088,7.046972,6.47368,8.410719,9.392618,9.371054,8.081828,8.829966,8.743515,7.982144,8.494289,7.300725,4.168317,8.626777,4.623531,8.286307,8.460492,7.456037,"EFS_G5"
"14","PADHWC",7.671477,5.35218,7.099507,4.599097,5.331263,7.838982,7.49269,6.640338,5.983497,6.864207,7.331247,5.199418,7.86322,6.801954,8.481818,6.598069,6.739623,6.338975,7.270659,6.56334,6.93016,8.286403,6.26009,7.08227,7.954734,4.681462,4.194856,5.32931,8.218837,5.861745,7.618493,8.912091,"EFS_L5"
"15","PADIEY",8.498587,7.321663,6.374432,7.296043,6.577583,7.341814,8.425662,7.209379,4.91291,7.810215,7.226274,7.694596,8.322866,9.027737,6.044301,6.962635,6.30868,8.180962,9.296592,7.871671,7.378209,8.077071,8.485184,7.67717,8.120706,6.676542,3.70436,7.51323,4.724028,7.560825,7.553789,7.390373,"EFS_G5"
"16","PADIHC",8.107221,6.944893,6.53481,7.144798,6.208123,7.955524,7.552451,7.424743,4.922936,7.890784,7.717492,7.510766,8.265236,9.006128,5.134978,6.953812,6.35559,8.200091,8.927862,8.65047,7.802859,8.39168,7.769057,7.758107,7.870661,6.740405,4.3275,8.062226,5.138317,7.22141,7.72745,6.787625,"EFS_L5"
"17","PADINC",7.93432,6.58406,7.784065,6.923471,6.271128,7.367949,8.130537,7.039546,6.754356,7.159559,7.264754,6.897386,8.523209,9.090408,7.533965,7.111996,6.671547,7.787982,8.677354,8.089256,7.815838,8.065567,7.245946,7.358268,7.311487,5.978072,3.951366,7.586625,5.383615,6.627939,8.062557,9.525771,"EFS_L5"
"18","PADIRB",8.695182,6.784624,6.84623,7.53995,6.403775,8.859467,8.139608,7.150121,6.567643,7.780009,7.926361,6.795628,8.782931,8.401768,5.251887,7.392151,6.687625,8.224414,8.584182,8.63824,7.84106,8.00701,7.659455,7.676478,8.161941,5.934798,3.734606,7.820298,4.742339,7.351894,8.100262,6.884872,"EFS_L5"
"19","PADKFS",8.046588,6.637389,7.776544,6.173567,5.897623,8.006196,8.11377,6.997227,6.377559,7.365116,7.253134,6.590511,8.215395,8.21404,7.476882,6.793124,7.296098,7.561992,7.924427,8.108094,7.516467,8.117825,6.829966,7.316026,7.718965,5.888504,6.232349,7.443378,7.672764,7.623824,7.500264,9.581181,"EFS_L5"
"20","PADKFU",7.940413,7.639806,6.692027,7.358079,6.670938,7.698309,8.588015,7.799423,5.45313,8.316497,7.299226,8.044378,8.106749,9.167633,6.454225,7.038866,6.398443,8.24461,8.840632,8.361482,7.869143,8.82788,8.592234,7.561279,7.598387,7.453203,3.919973,8.019308,4.689847,8.276811,7.819489,6.52788,"EFS_G5"
"21","PADKGF",7.794449,7.309193,7.235023,6.575656,5.884494,8.331093,8.014231,7.51747,8.258714,8.120248,7.810564,6.87931,8.192509,9.190192,8.834991,7.11056,6.493025,7.819926,8.697767,8.328008,7.227985,8.841446,7.930582,7.36534,8.534804,6.316733,4.120941,7.340038,6.361231,7.912217,8.96675,8.313719,"EFS_G5"
"22","PADKNE",8.493468,7.534749,6.240724,7.345574,6.679787,7.966043,8.973775,7.698153,6.327953,8.648166,7.483205,7.790602,8.519561,9.698191,5.256657,7.029422,6.228328,8.017481,8.588938,8.960957,7.878782,8.84957,8.225606,7.676575,8.283699,7.286755,4.211524,8.298338,4.532028,7.980244,8.192514,9.129631,"EFS_L5"
"23","PADKRU",7.95159,7.144149,7.076848,6.550648,5.954465,7.634974,8.099765,7.088195,5.400833,7.826854,7.660683,7.028498,7.94317,8.306206,6.63733,6.870227,6.504847,7.66548,8.804079,7.906014,7.434914,8.514296,8.088398,7.539323,7.425316,6.236364,4.373916,7.564608,8.453253,7.209128,7.634192,8.418829,"EFS_L5"
"24","PADKVV",8.107652,6.576776,6.704863,5.676784,5.921606,7.900484,7.950568,6.665975,7.123933,6.789586,7.144986,6.244492,8.08486,7.904783,7.826508,6.730016,7.203218,7.210207,8.034085,7.144312,7.191122,8.572289,7.004875,7.189767,7.378119,5.583699,3.859957,6.736382,5.366262,6.143313,8.077936,7.374505,"EFS_L5"
"25","PADKXS",7.905996,7.800743,6.860465,7.920467,7.008017,8.288703,8.333395,7.940526,6.71262,7.899641,7.72218,7.844754,8.239516,9.824715,7.35484,7.512557,6.566205,8.4715,9.155742,8.996215,7.956694,8.313007,8.156669,7.766466,8.230096,7.683665,4.312484,8.164348,5.197049,7.423347,8.246192,7.049153,"EFS_L5"
"26","PADKYP",7.698386,7.181457,8.024771,6.882604,6.412221,8.362297,7.976856,7.704378,7.603947,7.5955,7.559154,6.87439,8.560145,8.76642,8.317642,7.307179,7.152827,7.749622,8.653934,8.282228,7.177891,7.973325,7.468651,7.558834,7.868486,6.598343,5.192301,7.26649,6.502766,7.08279,8.41874,8.718315,"EFS_L5"
"27","PADLDA",7.679443,6.661983,7.250539,6.428093,5.287169,8.443139,7.609667,7.209019,7.826144,7.655187,7.721843,6.627083,8.327797,8.509847,8.028661,7.296326,7.180378,7.022903,8.203469,7.343801,7.149911,8.3893,6.492753,7.395438,7.677433,5.583856,4.433322,7.171103,7.084177,7.030011,8.391024,7.448999,"EFS_L5"
"28","PADLDT",8.673396,7.288018,7.429902,7.390256,7.044296,8.141659,8.610073,7.967462,5.606114,8.534381,7.761944,7.441162,8.993253,9.45613,5.988191,7.168408,6.780768,8.957859,9.216045,8.532747,8.378771,8.441391,7.544981,8.15232,7.804896,7.141073,3.929544,9.876336,4.721822,7.398407,7.657044,8.707265,"EFS_L5"
"29","PADLES",7.86684,7.052084,7.051411,7.397315,7.073747,7.866841,7.990549,7.451791,6.083494,7.797806,7.304677,7.26101,8.617879,9.217804,6.843979,6.892035,6.675412,7.918234,8.661926,8.227315,7.784202,8.596452,7.659991,7.556433,7.886344,6.644105,3.881117,8.154832,5.011725,7.229387,7.851228,7.35713,"EFS_L5"
"30","PADLIC",8.235757,7.198806,6.782246,6.336937,6.123311,7.146836,8.361291,7.015486,5.973287,7.645892,7.355361,6.495994,8.099008,8.755691,6.630473,7.000047,7.075313,7.827723,8.188581,7.66969,7.702665,8.528059,7.939485,7.402927,7.726206,6.238536,4.108967,7.855507,5.092712,6.460287,7.422585,7.563829,"EFS_G5"
"31","PADLJN",7.758671,7.55001,7.003857,6.607114,6.549361,7.355668,8.571591,7.587071,4.832416,8.338948,7.522499,6.991447,8.375059,9.564592,5.806143,6.875181,7.72754,7.63039,8.617219,7.918271,7.768064,8.816311,8.289045,7.627364,7.582176,6.524985,3.487666,7.961718,6.084771,7.032978,7.445436,7.279271,"EFS_L5"
"32","PADLKJ",8.320997,7.063938,7.578271,7.368859,6.765198,8.567302,8.624173,7.691007,6.255826,8.006814,7.758347,7.395516,8.865697,9.311658,8.572584,7.322649,7.238057,8.320568,9.425297,8.974832,8.36078,8.503137,7.926957,7.774307,8.084144,7.174975,4.873674,8.157551,5.02722,7.469786,8.159469,9.939682,"EFS_L5"
"33","PADLNM",8.071735,7.75895,7.342547,8.277809,7.219113,8.260222,8.929263,7.696001,6.007107,8.253922,7.416427,8.483147,8.738816,9.770767,5.50242,7.223743,6.167687,8.677635,9.429536,9.283493,8.302267,8.6705,8.416155,7.953467,8.474261,7.328099,4.123344,7.782976,4.683329,7.967317,8.203025,7.572069,"EFS_L5"
"34","PADLPR",8.081442,7.180267,6.918377,7.270774,6.593798,7.48106,8.34481,7.270667,5.25735,8.494942,7.705631,7.221202,8.450105,9.390887,6.085157,7.049673,7.501932,8.582452,9.21531,8.824034,7.87112,8.190452,7.995737,7.632458,7.35978,6.458463,3.874067,8.422887,4.847564,7.59999,7.615261,7.392319,"EFS_L5"
"35","PADLPZ",7.853625,6.898393,6.998832,6.709285,6.661087,7.185332,7.940177,7.368472,4.978042,7.675174,7.478825,7.048412,8.240967,8.498612,5.631761,6.731272,6.497368,7.765074,8.898715,8.047169,7.547864,8.380563,7.680657,7.475784,7.124586,6.502992,4.2794,7.699974,5.395989,7.477004,7.236065,7.982858,"EFS_L5"
"36","PADLTD",7.653909,6.619064,7.588349,7.492385,6.422874,8.488382,8.177007,7.597056,5.512747,7.791346,7.691364,7.618874,8.64674,9.018288,7.447088,7.234339,7.267962,8.249953,8.832053,8.461733,8.230968,8.663968,7.2937,7.69858,7.682164,6.495028,3.999641,7.275792,4.886432,7.373064,8.883914,8.478893,"EFS_L5"
"37","PADMGA",7.493441,6.462086,7.572956,5.604677,5.483444,7.82241,7.554488,7.134405,7.768996,6.714403,7.441273,5.823076,8.038519,7.674199,8.815842,7.040819,7.258293,6.84189,7.724947,7.29074,6.918837,8.116263,6.555812,7.219103,7.851344,5.110532,6.77566,6.756022,8.781339,6.6742,8.10981,9.370318,"EFS_L5"
"38","PADMTD",8.518258,7.404147,8.547695,7.599192,7.475715,8.25741,8.689202,7.737088,5.21439,8.274864,7.593971,8.354048,8.718297,10.201676,4.844356,6.905136,6.467113,8.623558,8.866039,9.248198,9.362108,8.629735,8.278444,7.639746,8.022711,7.687572,3.342067,9.624991,4.505708,8.07236,7.963511,7.233783,"EFS_L5"
"39","PADMVB",7.932056,7.421351,6.630063,6.301217,6.591648,6.829178,7.872402,6.883869,5.179311,8.255379,7.273093,7.198621,7.914986,8.342832,5.945581,6.875875,7.438492,7.684133,9.07743,8.286392,7.494583,8.697595,8.220561,7.595914,7.111409,6.466935,4.673881,7.69073,5.435895,7.176466,7.330405,7.304907,"EFS_L5"
"40","PADMXD",8.123569,7.598626,7.187138,7.813034,6.886634,8.781231,8.726726,7.956088,5.945081,8.240382,7.836857,7.753225,8.928041,9.623611,5.792033,7.181601,7.10614,8.249358,8.91516,9.083209,8.252602,8.763196,8.039516,7.601414,8.276959,7.15058,3.627293,8.782836,4.877549,7.779022,8.329321,7.866377,"EFS_L5"
"41","PADMYD",8.370169,7.549634,6.446894,6.63587,6.421693,8.915044,8.175362,7.513068,6.771288,8.980119,7.3516,7.205234,8.245419,9.199527,7.056386,6.833312,6.278778,8.154213,8.765836,8.373351,7.435803,8.53363,7.869255,7.399603,8.068815,6.639897,3.959128,7.996682,7.183785,7.616439,8.0124,7.116156,"EFS_L5"
"42","PADNFT",8.214605,7.708156,6.894038,7.091341,6.468482,8.561456,8.615791,7.675779,5.76199,9.023183,7.785711,7.804488,8.357882,9.44622,6.488743,6.882224,6.577272,8.22243,8.618241,8.619065,7.918089,8.400956,8.296958,7.685836,8.125804,6.944808,5.212931,8.163046,5.179688,7.880775,8.00849,8.545211,"EFS_L5"
"43","PADNNX",8.133004,7.214017,7.084736,7.050943,6.481208,7.553682,8.527566,7.179082,5.940969,8.319173,7.329223,7.425445,8.125123,8.891406,6.876207,7.008668,6.587465,7.94549,8.887051,8.655744,7.912693,8.69672,8.049828,7.646886,7.641985,5.724759,4.840759,8.307681,5.185075,7.106925,7.57656,9.005473,"EFS_L5"
"44","PADNXC",8.289881,7.81888,6.923941,7.499936,7.052365,8.276107,8.550151,7.604481,5.559406,8.545186,7.738885,7.974035,8.84574,9.318537,6.993635,7.010139,6.913452,8.56058,9.220783,8.876178,8.010492,8.564419,8.247436,7.780188,8.246784,7.227868,4.417883,8.396417,4.690317,7.787244,8.17139,10.114213,"EFS_L5"
"45","PADPCI",8.199363,6.952677,6.504951,6.432063,5.89139,7.840558,8.119695,7.602482,5.969584,7.839873,7.527406,7.215698,7.982567,8.546773,5.24865,6.671273,6.346692,7.496275,8.136128,8.000409,8.201402,7.991957,7.240035,7.290448,8.024117,6.305285,3.359731,7.723568,4.514295,7.098576,7.504013,5.74929,"EFS_L5"
"46","PADPEY",7.919684,6.513096,6.930868,7.043765,6.357715,8.152888,8.103349,7.708499,5.218754,7.883953,7.087234,7.708103,8.761592,9.213487,6.702498,7.143727,7.199975,7.971617,8.178073,8.295208,8.277259,8.617976,7.158749,7.353889,7.131453,6.596421,3.816077,9.481387,4.563445,6.941064,7.887893,8.451805,"EFS_G5"
"47","PADPHP",8.419545,7.06747,7.758921,6.749883,6.351598,8.343421,8.620648,8.033475,6.129812,8.637647,7.948659,6.868026,8.361664,9.502193,5.863266,7.329842,6.668733,8.138467,8.431841,8.613878,7.875541,8.330491,6.968299,7.729636,8.008588,6.392969,4.127324,7.959335,9.671155,7.700656,7.903304,6.972947,"EFS_L5"
"48","PADPMU",8.20819,7.332724,6.731799,6.759306,6.802041,7.926022,8.350867,7.526368,6.044386,8.609679,7.832226,6.34908,8.912889,8.861598,5.645876,7.113268,7.495099,7.807764,8.962463,8.361461,7.830013,8.481843,7.82221,7.64049,8.027837,6.688051,4.498827,7.635435,4.545496,7.239068,7.455585,7.369615,"EFS_L5"
"49","PADPRJ",8.210086,6.83248,6.720669,6.810356,5.987403,7.880708,8.600681,7.0997,6.228601,8.188563,7.480701,7.255093,8.417603,8.890973,6.543136,6.834129,7.351748,7.53647,8.487073,8.257851,8.243806,8.461043,7.88283,7.476425,7.650284,6.626113,4.227314,8.030575,4.870629,7.455413,7.543058,8.384565,"EFS_L5"
"50","PADRYN",7.488702,6.346104,7.497736,6.381747,5.727725,7.319281,7.113346,7.22468,4.799588,7.455284,7.170735,6.942666,8.260099,8.651964,4.768765,7.009869,6.991267,7.378798,8.255511,7.739085,7.978665,8.139997,6.884502,7.381976,6.417088,6.092819,3.633701,7.00741,4.829311,6.259966,7.349894,7.299989,"EFS_L5"
"51","PADSEC",7.915534,8.043001,6.834274,6.838663,6.467574,7.535548,8.448083,7.892441,4.929076,8.604304,7.626892,7.351415,8.112843,10.045571,6.102025,7.127251,6.656313,8.182247,8.595372,8.586456,7.802074,9.03326,8.82412,7.705743,8.397729,6.960463,4.980011,8.123817,4.633209,7.860379,8.248339,6.922236,"EFS_L5"
